1975,1,1,10.699,9.5357,3768.6
1975,1,2,10.405,7.7647,3852
1975,1,3,10.517,6.5778,3815.9
1975,1,4,10.576,5.564,3796
1975,1,5,10.103,4.4866,3927.2
1975,1,6,10.113,3.7945,3917.3
1975,1,7,10.243,3.2636,3873.4
1975,1,8,10.369,2.821,3832.9
1975,1,9,9.2871,2.1702,4133.2
1975,1,10,6.7125,1.3461,4842.8
1975,1,11,6.296,1.0743,4918.8
1975,1,12,6.598,0.96704,4787
1975,1,13,6.8901,0.87989,4666.5
1975,1,14,7.1155,0.80087,4572.5
1975,1,15,7.299,0.73191,4497.1
1975,1,16,7.4522,0.67256,4435.5
1975,1,17,7.7127,0.63239,4345.4
1975,1,18,7.9663,0.59913,4262.8
1975,1,19,7.8242,0.54417,4302.9
1975,1,20,7.8978,0.51092,4276.4
1975,1,21,8.146,0.49346,4198.8
1975,1,22,8.2837,0.47284,4156.9
1975,1,23,8.327,0.44998,4144.6
1975,1,24,7.4467,0.38264,4402.2
1975,1,25,7.7118,0.3782,4311.7
1975,1,26,7.9654,0.3754,4228.6
1975,1,27,8.2079,0.37269,4152.2
1975,1,28,8.4398,0.36998,4081.9
1975,1,29,8.6616,0.36727,4017.2
1975,1,30,8.8671,0.36188,3958.4
1975,1,31,9.0703,0.3594,3903.1
1975,2,1,9.2586,0.35426,3852.4
1975,2,2,9.4343,0.34752,3805.4
1975,2,3,8.6961,0.30785,4017.4
1975,2,4,8.7834,0.29822,3983.7
1975,2,5,8.9693,0.29223,3923
1975,2,6,9.1441,0.28587,3867.2
1975,2,7,9.3089,0.2792,3815.5
1975,2,8,9.4646,0.27237,3767.3
1975,2,9,9.612,0.26543,3722.2
1975,2,10,9.7516,0.25848,3679.8
1975,2,11,9.5257,0.24246,3739.6
1975,2,12,9.6666,0.23619,3692.5
1975,2,13,9.7267,0.22822,3668.9
1975,2,14,9.7101,0.21882,3666.2
1975,2,15,9.8389,0.21299,3621.8
1975,2,16,9.961,0.20725,3580
1975,2,17,9.6694,0.19339,3654.8
1975,2,18,9.7967,0.18836,3606.9
1975,2,19,9.5575,0.17685,3661.9
1975,2,20,9.3358,0.16613,3710.1
1975,2,21,8.798,0.15074,3841.3
1975,2,22,8.8897,0.14667,3790.2
1975,2,23,9.0419,0.14396,3724.7
1975,2,24,8.7508,0.13452,3787.4
1975,2,25,8.6702,0.12861,3787
1975,2,26,8.786,0.12588,3730.4
1975,2,27,8.9344,0.12374,3667
1975,2,28,9.0746,0.12155,3608.5
1975,3,1,9.0706,0.11753,3593.3
1975,3,2,9.2021,0.11533,3538.6
1975,3,3,9.3266,0.1131,3487.5
1975,3,4,9.0368,0.10609,3557.6
1975,3,5,9.1668,0.10409,3500.8
1975,3,6,9.1795,0.10069,3490.9
1975,3,7,9.301,0.098856,3437.7
1975,3,8,9.4162,0.096859,3395.2
1975,3,9,9.5258,0.094572,3365.8
1975,3,10,9.6299,0.092506,3330.7
1975,3,11,9.6131,0.089604,3322.7
1975,3,12,9.7125,0.0879,3277.2
1975,3,13,9.8072,0.085855,3247.9
1975,3,14,9.3621,0.07946,3368.6
1975,3,15,9.472,0.077996,3312.9
1975,3,16,9.5761,0.076543,3266.1
1975,3,17,9.4115,0.075556,3298.4
1975,3,18,9.5152,0.077454,3259
1975,3,19,9.6112,0.082773,3215
1975,3,20,9.0476,0.082281,3362.3
1975,3,21,9.0947,0.08562,3317.3
1975,3,22,9.2062,0.089252,3255.8
1975,3,23,9.3112,0.0919,3204.4
1975,3,24,9.4111,0.092766,3167
1975,3,25,9.5052,0.09443,3124.2
1975,3,26,8.2421,0.083096,3480.3
1975,3,27,6.8024,0.067177,3873.7
1975,3,28,6.3779,0.060197,3946.2
1975,3,29,6.6014,0.059327,3818.7
1975,3,30,6.8104,0.0583,3716.7
1975,3,31,7.0063,0.057172,3632.1
1975,4,1,7.1904,0.05608,3552.3
1975,4,2,7.3636,0.055033,3476
1975,4,3,7.527,0.053917,3411.7
1975,4,4,7.6812,0.052986,3339.7
1975,4,5,7.8271,0.05214,3267.6
1975,4,6,7.9651,0.051305,3200.8
1975,4,7,8.096,0.050393,3144.9
1975,4,8,8.2195,0.052472,3097.8
1975,4,9,8.3353,0.058949,3047.9
1975,4,10,8.4442,0.063729,3010.2
1975,4,11,8.5472,0.071532,2959.3
1975,4,12,8.6442,0.079141,2918.6
1975,4,13,8.7371,0.087161,2877.5
1975,4,14,8.8282,0.095896,2830.9
1975,4,15,8.9178,0.10486,2788.1
1975,4,16,8.6161,0.109,2961.7
1975,4,17,7.53,0.10195,3587.8
1975,4,18,7.4052,0.1081,3669.5
1975,4,19,7.6827,0.1218,3525.9
1975,4,20,7.9959,0.13947,3398.4
1975,4,21,8.2828,0.15718,3289.5
1975,4,22,8.6485,0.18543,3191.5
1975,4,23,10.605,0.41468,3084.6
1975,4,24,10.661,0.43194,3044.5
1975,4,25,10.65,0.43647,2995.7
1975,4,26,13.177,1.6695,3174.1
1975,4,27,10.641,0.53325,3014
1975,4,28,10.817,0.59611,2982.5
1975,4,29,10.779,0.62456,2940
1975,4,30,10.764,0.66114,2902.3
1975,5,1,10.675,0.68617,2842.8
1975,5,2,10.594,0.72414,2812.5
1975,5,3,10.51,0.76405,2784.8
1975,5,4,10.426,0.80921,2749.6
1975,5,5,10.328,0.86155,2713.8
1975,5,6,10.227,0.92056,2668.9
1975,5,7,10.121,0.99377,2617.9
1975,5,8,9.9971,1.0844,2565.6
1975,5,9,9.8559,1.191,2512.5
1975,5,10,9.7009,1.3088,2457.9
1975,5,11,9.5468,1.421,2402.7
1975,5,12,9.3912,1.535,2355
1975,5,13,9.2221,1.6639,2330.4
1975,5,14,15.463,8.2613,2514.8
1975,5,15,15.162,8.1437,2471.3
1975,5,16,14.848,7.8942,2400.8
1975,5,17,14.37,8.0277,2420.8
1975,5,18,13.908,8.0374,2391.2
1975,5,19,13.446,7.848,2274.7
1975,5,20,21.539,17.683,2479.7
1975,5,21,17.882,15.281,2445.3
1975,5,22,17.245,16.051,2412.1
1975,5,23,13.388,13.361,4002.8
1975,5,24,15.2,16.192,2578.3
1975,5,25,13.704,16.308,2741.3
1975,5,26,12.452,16.658,2715.2
1975,5,27,9.921,15.225,3605.4
