1975,1,1,1.4534,1.2458,4002.1
1975,1,2,1.452,1.0416,3978.7
1975,1,3,1.4511,0.87139,3956.4
1975,1,4,1.4503,0.72987,3935
1975,1,5,1.4498,0.61207,3914.5
1975,1,6,1.4499,0.5136,3894.7
1975,1,7,1.4498,0.43187,3875.7
1975,1,8,1.4501,0.36395,3857.4
1975,1,9,1.4504,0.30742,3839.6
1975,1,10,1.4518,0.25953,3822.2
1975,1,11,1.454,0.21874,3805.2
1975,1,12,1.456,0.1853,3788.7
1975,1,13,1.4577,0.1578,3772.7
1975,1,14,1.4598,0.13486,3757
1975,1,15,1.4622,0.11568,3741.6
1975,1,16,1.4649,0.099617,3726.4
1975,1,17,1.4678,0.086137,3711.5
1975,1,18,1.4711,0.0749,3696.9
1975,1,19,1.4745,0.065508,3682.4
1975,1,20,1.478,0.05744,3668
1975,1,21,1.4814,0.050653,3653.8
1975,1,22,1.4848,0.044989,3639.6
1975,1,23,1.4882,0.040166,3626
1975,1,24,1.4915,0.036065,3611.9
1975,1,25,1.4951,0.032303,3597.9
1975,1,26,1.4984,0.029405,3583.9
1975,1,27,1.5016,0.026959,3570
1975,1,28,1.5048,0.024883,3556
1975,1,29,1.5079,0.023117,3542.1
1975,1,30,1.5109,0.021612,3528.1
1975,1,31,1.5139,0.020319,3514.2
1975,2,1,1.5167,0.019011,3498.9
1975,2,2,1.5197,0.01808,3485
1975,2,3,1.5223,0.017088,3469.8
1975,2,4,1.5251,0.015866,3453.7
1975,2,5,1.5276,0.014784,3437.2
1975,2,6,1.5299,0.013809,3420.5
1975,2,7,1.5322,0.012908,3403.5
1975,2,8,1.5344,0.012075,3386.1
1975,2,9,1.5364,0.011302,3368.4
1975,2,10,1.5384,0.010587,3350.5
1975,2,11,1.5404,0.0099343,3332.5
1975,2,12,1.5423,0.0092689,3314.3
1975,2,13,1.5442,0.0086687,3296
1975,2,14,1.546,0.0081122,3277.5
1975,2,15,1.5478,0.0075898,3258.8
1975,2,16,1.5495,0.0071256,3239.9
1975,2,17,1.5512,0.0066936,3222.2
1975,2,18,1.5529,0.0062661,3203
1975,2,19,1.5545,0.0059147,3183.7
1975,2,20,1.5561,0.0055316,3166
1975,2,21,1.5576,0.0051985,3146.3
1975,2,22,1.5592,0.0048524,3126.6
1975,2,23,1.5606,0.0046171,3106.9
1975,2,24,1.562,0.0044184,3087
1975,2,25,1.5635,0.0041797,3067.1
1975,2,26,1.5648,0.0039825,3047.2
1975,2,27,1.5661,0.0038299,3027.1
1975,2,28,1.5674,0.0036988,3007.1
1975,3,1,1.5687,0.0035817,2987
1975,3,2,1.5699,0.0034561,2966.8
1975,3,3,1.5711,0.0033484,2946.7
1975,3,4,1.5723,0.0032559,2926.5
1975,3,5,1.5735,0.0031182,2906.2
1975,3,6,1.5747,0.0029535,2894.9
1975,3,7,1.5758,0.0028837,2874.1
1975,3,8,1.577,0.0027796,2859.3
1975,3,9,1.5782,0.0026059,2853.2
1975,3,10,1.5793,0.0025104,2840.3
1975,3,11,1.5803,0.0024895,2820.2
1975,3,12,1.5813,0.0024753,2797.8
1975,3,13,1.5824,0.0023627,2787.3
1975,3,14,1.5835,0.0023074,2771.6
1975,3,15,1.5845,0.0022534,2748.9
1975,3,16,1.5855,0.0022127,2730.3
1975,3,17,1.5857,0.00294,2711.7
1975,3,18,1.5857,0.0038028,2701.1
1975,3,19,1.5846,0.0056213,2684
1975,3,20,1.5866,0.011229,2673.1
1975,3,21,1.5887,0.01555,2657.7
1975,3,22,1.5914,0.019961,2643.6
1975,3,23,1.5949,0.024245,2634.9
1975,3,24,1.5993,0.028157,2635.4
1975,3,25,1.604,0.032492,2629.9
1975,3,26,1.6087,0.036863,2618.4
1975,3,27,1.6147,0.040377,2607.8
1975,3,28,1.6219,0.043436,2600.2
1975,3,29,1.6289,0.045816,2592.7
1975,3,30,1.6364,0.048536,2593.4
1975,3,31,1.6436,0.050741,2597.3
1975,4,1,1.6506,0.052569,2597
1975,4,2,1.658,0.054897,2594.5
1975,4,3,1.6651,0.056784,2595
1975,4,4,1.6723,0.058937,2585.7
1975,4,5,1.6793,0.060738,2571.6
1975,4,6,1.6769,0.050957,2533.1
1975,4,7,1.6747,0.042803,2502.5
1975,4,8,1.6716,0.037118,2477.9
