Date,Year,Month,Day,Fert_TP_mg/d,Inflow_TP_mg/d,Fert_TN_mg/d,Inflow_TN_mg/d
5/6/80,1980,5,6,128260.8696,0.120991254,597826.087,0.653790087
5/7/80,1980,5,7,128260.8696,0,597826.087,0
5/8/80,1980,5,8,128260.8696,0,597826.087,0
5/9/80,1980,5,9,128260.8696,0.004317111,597826.087,0.023688047
5/10/80,1980,5,10,128260.8696,0.007241606,597826.087,0.038982413
5/11/80,1980,5,11,128260.8696,0,597826.087,0
5/12/80,1980,5,12,128260.8696,0,597826.087,0
5/13/80,1980,5,13,128260.8696,0,597826.087,0
5/14/80,1980,5,14,128260.8696,0,597826.087,0
5/15/80,1980,5,15,128260.8696,0,597826.087,0
5/16/80,1980,5,16,128260.8696,0,597826.087,0
5/17/80,1980,5,17,128260.8696,0,597826.087,0
5/18/80,1980,5,18,128260.8696,0,597826.087,0
5/19/80,1980,5,19,128260.8696,0,597826.087,0
5/20/80,1980,5,20,128260.8696,0,597826.087,0
5/21/80,1980,5,21,128260.8696,0,597826.087,0
5/22/80,1980,5,22,128260.8696,0,597826.087,0
5/23/80,1980,5,23,128260.8696,0,597826.087,0
5/24/80,1980,5,24,128260.8696,0,597826.087,0
5/25/80,1980,5,25,128260.8696,0.004930544,597826.087,0.021823015
5/26/80,1980,5,26,128260.8696,0,597826.087,0
5/27/80,1980,5,27,128260.8696,0,597826.087,0
5/28/80,1980,5,28,128260.8696,0.004778102,597826.087,0.020246194
5/29/80,1980,5,29,128260.8696,0,597826.087,0
5/30/80,1980,5,30,128260.8696,0,597826.087,0
5/31/80,1980,5,31,128260.8696,0.002027412,597826.087,0.008226936
6/1/80,1980,6,1,128260.8696,0,597826.087,0
6/2/80,1980,6,2,128260.8696,0,597826.087,0
6/3/80,1980,6,3,128260.8696,0,597826.087,0
6/4/80,1980,6,4,128260.8696,0.009110787,597826.087,0.034912536
6/5/80,1980,6,5,128260.8696,0,597826.087,0
6/6/80,1980,6,6,128260.8696,0,597826.087,0
6/7/80,1980,6,7,128260.8696,0,597826.087,0
6/8/80,1980,6,8,128260.8696,0.00909621,597826.087,0.019358601
6/9/80,1980,6,9,128260.8696,0,597826.087,0
6/10/80,1980,6,10,128260.8696,0,597826.087,0
6/11/80,1980,6,11,128260.8696,0,597826.087,0
6/12/80,1980,6,12,128260.8696,0.005830904,597826.087,0.004164931
6/13/80,1980,6,13,128260.8696,0,597826.087,0
6/14/80,1980,6,14,128260.8696,0.017176101,597826.087,0.014405762
6/15/80,1980,6,15,128260.8696,0,597826.087,0
6/16/80,1980,6,16,128260.8696,0,597826.087,0
6/17/80,1980,6,17,128260.8696,0.100470958,597826.087,0.102040816
6/18/80,1980,6,18,128260.8696,0,597826.087,0
6/19/80,1980,6,19,128260.8696,0,597826.087,0
6/20/80,1980,6,20,128260.8696,0.020722135,597826.087,0.024489796
6/21/80,1980,6,21,128260.8696,0,597826.087,0
6/22/80,1980,6,22,128260.8696,0,597826.087,0
6/23/80,1980,6,23,128260.8696,0.001851163,597826.087,0.002477291
6/24/80,1980,6,24,128260.8696,0,597826.087,0
6/25/80,1980,6,25,128260.8696,0,597826.087,0
6/26/80,1980,6,26,128260.8696,0,597826.087,0
6/27/80,1980,6,27,128260.8696,0.001946831,597826.087,0.003020945
6/28/80,1980,6,28,128260.8696,0.00212585,597826.087,0.003440012
6/29/80,1980,6,29,128260.8696,0.018950437,597826.087,0.032069971
6/30/80,1980,6,30,128260.8696,0.03125,597826.087,0.055484694
7/1/80,1980,7,1,128260.8696,0,597826.087,0
7/2/80,1980,7,2,128260.8696,0,597826.087,0
7/3/80,1980,7,3,128260.8696,0.102040816,597826.087,0.214285714
7/4/80,1980,7,4,128260.8696,0.016493128,597826.087,0.01332778
7/5/80,1980,7,5,128260.8696,0,597826.087,0
7/6/80,1980,7,6,128260.8696,0.09454394,597826.087,0.038733861
7/7/80,1980,7,7,128260.8696,0,597826.087,0
7/8/80,1980,7,8,128260.8696,0,597826.087,0
7/9/80,1980,7,9,128260.8696,0.488629738,597826.087,0.131195335
7/10/80,1980,7,10,128260.8696,0,597826.087,0
7/11/80,1980,7,11,128260.8696,0.147473275,597826.087,0.047862002
7/12/80,1980,7,12,128260.8696,0,597826.087,0
7/13/80,1980,7,13,128260.8696,0.035316724,597826.087,0.018133227
7/14/80,1980,7,14,128260.8696,0.10845481,597826.087,0.068221574
7/15/80,1980,7,15,128260.8696,0.006082693,597826.087,0.004642636
7/16/80,1980,7,16,128260.8696,0.36909621,597826.087,0.339941691
7/17/80,1980,7,17,128260.8696,0.129513344,597826.087,0.143642072
7/18/80,1980,7,18,128260.8696,0.020604396,597826.087,0.021454736
7/19/80,1980,7,19,128260.8696,0,597826.087,0
7/20/80,1980,7,20,128260.8696,0.007817643,597826.087,0.006912442
7/21/80,1980,7,21,128260.8696,0.68877551,597826.087,0.545918367
7/22/80,1980,7,22,128260.8696,0,597826.087,0
7/23/80,1980,7,23,128260.8696,0.286564626,597826.087,0.220238095
7/24/80,1980,7,24,128260.8696,0.257653061,597826.087,0.193877551
7/25/80,1980,7,25,128260.8696,0,597826.087,0
7/26/80,1980,7,26,128260.8696,0.020999133,597826.087,0.018083681
7/27/80,1980,7,27,128260.8696,0.009156983,597826.087,0.008674496
7/28/80,1980,7,28,128260.8696,0.021805151,597826.087,0.023445092
7/29/80,1980,7,29,128260.8696,0.019825073,597826.087,0.025473761
7/30/80,1980,7,30,128260.8696,0,597826.087,0
7/31/80,1980,7,31,128260.8696,0,597826.087,0
8/1/80,1980,8,1,128260.8696,0,597826.087,0
8/2/80,1980,8,2,128260.8696,0,597826.087,0
8/3/80,1980,8,3,128260.8696,0.001292593,597826.087,0.001480503
8/4/80,1980,8,4,128260.8696,0.004373178,597826.087,0.004122125
8/5/80,1980,8,5,128260.8696,0.025348235,597826.087,0.020165209
8/6/80,1980,8,6,128260.8696,0.04324587,597826.087,0.029579689
8/7/80,1980,8,7,128260.8696,0.010386297,597826.087,0.006195335
8/8/80,1980,8,8,128260.8696,0,597826.087,0
8/9/80,1980,8,9,128260.8696,0,597826.087,0
8/10/80,1980,8,10,128260.8696,0.030369291,597826.087,0.026563006
8/11/80,1980,8,11,128260.8696,0.01091807,597826.087,0.010650324
8/12/80,1980,8,12,128260.8696,0.005451288,597826.087,0.005891642
8/13/80,1980,8,13,128260.8696,0,597826.087,0
8/14/80,1980,8,14,128260.8696,0,597826.087,0
8/15/80,1980,8,15,128260.8696,0,597826.087,0
8/16/80,1980,8,16,128260.8696,0.003103257,597826.087,0.003702445
8/17/80,1980,8,17,128260.8696,0.008771489,597826.087,0.009977883
8/18/80,1980,8,18,128260.8696,0,597826.087,0
8/19/80,1980,8,19,128260.8696,0,597826.087,0
8/20/80,1980,8,20,128260.8696,0.011249842,597826.087,0.010964634
8/21/80,1980,8,21,128260.8696,0.019274376,597826.087,0.017762661
8/22/80,1980,8,22,128260.8696,0.020352097,597826.087,0.018726172
8/23/80,1980,8,23,128260.8696,0.268950437,597826.087,0.247084548
8/24/80,1980,8,24,128260.8696,0.273323615,597826.087,0.250728863
8/25/80,1980,8,25,128260.8696,0,597826.087,0
8/26/80,1980,8,26,128260.8696,0,597826.087,0
8/27/80,1980,8,27,128260.8696,0,597826.087,0
8/28/80,1980,8,28,128260.8696,0.145408163,597826.087,0.132653061
8/29/80,1980,8,29,128260.8696,0.009452442,597826.087,0.009201895
8/30/80,1980,8,30,128260.8696,0.017950854,597826.087,0.018492295
8/31/80,1980,8,31,128260.8696,0.1303207,597826.087,0.141107872
9/1/80,1980,9,1,128260.8696,0,597826.087,0
9/2/80,1980,9,2,128260.8696,0,597826.087,0
9/3/80,1980,9,3,128260.8696,0.008390399,597826.087,0.010237982
9/4/80,1980,9,4,128260.8696,0.010795623,597826.087,0.013605442
9/5/80,1980,9,5,128260.8696,0,597826.087,0
9/6/80,1980,9,6,128260.8696,0,597826.087,0
9/7/80,1980,9,7,128260.8696,0,597826.087,0
9/8/80,1980,9,8,128260.8696,0.00201216,597826.087,0.012882809
9/9/80,1980,9,9,128260.8696,0,597826.087,0
9/10/80,1980,9,10,128260.8696,0,597826.087,0
9/11/80,1980,9,11,128260.8696,0,597826.087,0
9/12/80,1980,9,12,128260.8696,0.024781341,597826.087,0.368142062
9/13/80,1980,9,13,128260.8696,0,597826.087,0
9/14/80,1980,9,14,128260.8696,0,597826.087,0
9/15/80,1980,9,15,128260.8696,0.007361516,597826.087,0.062099125
9/16/80,1980,9,16,128260.8696,0,597826.087,0
9/17/80,1980,9,17,128260.8696,0.006718215,597826.087,0.031309418
9/18/80,1980,9,18,128260.8696,0.026360544,597826.087,0.076530612
9/19/80,1980,9,19,128260.8696,0.002928949,597826.087,0.010433538
9/20/80,1980,9,20,128260.8696,0,597826.087,0
9/21/80,1980,9,21,128260.8696,0.008786848,597826.087,0.042881438
9/22/80,1980,9,22,128260.8696,0.010204082,597826.087,0.056522148
9/23/80,1980,9,23,128260.8696,0.015816327,597826.087,0.09803207
9/24/80,1980,9,24,128260.8696,0.012166405,597826.087,0.083426777
9/25/80,1980,9,25,128260.8696,0,597826.087,0
9/26/80,1980,9,26,128260.8696,0,597826.087,0
9/27/80,1980,9,27,128260.8696,0,597826.087,0
9/28/80,1980,9,28,128260.8696,0,597826.087,0
9/29/80,1980,9,29,128260.8696,0.011942139,597826.087,0.073951559
9/30/80,1980,9,30,128260.8696,0.00908935,597826.087,0.053206997
10/1/80,1980,10,1,128260.8696,0.025631681,597826.087,0.14127794
10/2/80,1980,10,2,128260.8696,0.019132653,597826.087,0.098852041
10/3/80,1980,10,3,128260.8696,0,597826.087,0
10/4/80,1980,10,4,128260.8696,0,597826.087,0
10/5/80,1980,10,5,128260.8696,0,597826.087,0
10/6/80,1980,10,6,128260.8696,0,597826.087,0
10/7/80,1980,10,7,128260.8696,0,597826.087,0
10/8/80,1980,10,8,128260.8696,0,597826.087,0
10/9/80,1980,10,9,128260.8696,0.008324382,597826.087,0.044038668
10/10/80,1980,10,10,128260.8696,0.006239067,597826.087,0.034897959
10/11/80,1980,10,11,128260.8696,0.030758017,597826.087,0.181632653
10/12/80,1980,10,12,128260.8696,0,597826.087,0
10/13/80,1980,10,13,128260.8696,0,597826.087,0
10/14/80,1980,10,14,128260.8696,0,597826.087,0
10/15/80,1980,10,15,128260.8696,0,597826.087,0
10/16/80,1980,10,16,128260.8696,0.002232143,597826.087,0.01698023
10/17/80,1980,10,17,128260.8696,0.00191448,597826.087,0.018785228
10/18/80,1980,10,18,128260.8696,0,597826.087,0
10/19/80,1980,10,19,128260.8696,0,597826.087,0
10/20/80,1980,10,20,128260.8696,0.014577259,597826.087,0.237536443
10/21/80,1980,10,21,128260.8696,0,597826.087,0
10/22/80,1980,10,22,128260.8696,0.005452975,597826.087,0.111839974
10/23/80,1980,10,23,128260.8696,0.003793825,597826.087,0.085688121
10/24/80,1980,10,24,128260.8696,0.02052964,597826.087,0.485665695
10/25/80,1980,10,25,128260.8696,0,597826.087,0
10/26/80,1980,10,26,128260.8696,0,597826.087,0
10/27/80,1980,10,27,128260.8696,0,597826.087,0
10/28/80,1980,10,28,128260.8696,0,597826.087,0
10/29/80,1980,10,29,128260.8696,0,597826.087,0
10/30/80,1980,10,30,128260.8696,0,597826.087,0
10/31/80,1980,10,31,128260.8696,0,597826.087,0
5/1/81,1981,5,1,128260.8696,0.098542274,597826.087,2.36909621
5/2/81,1981,5,2,128260.8696,0.080660836,597826.087,1.88143829
5/3/81,1981,5,3,128260.8696,0,597826.087,0
5/4/81,1981,5,4,128260.8696,0,597826.087,0
5/5/81,1981,5,5,128260.8696,0,597826.087,0
5/6/81,1981,5,6,128260.8696,0,597826.087,0
5/7/81,1981,5,7,128260.8696,0,597826.087,0
5/8/81,1981,5,8,128260.8696,0.010535922,597826.087,0.193628671
5/9/81,1981,5,9,128260.8696,0,597826.087,0
5/10/81,1981,5,10,128260.8696,0,597826.087,0
5/11/81,1981,5,11,128260.8696,0,597826.087,0
5/12/81,1981,5,12,128260.8696,0,597826.087,0
5/13/81,1981,5,13,128260.8696,0,597826.087,0
5/14/81,1981,5,14,128260.8696,0,597826.087,0
5/15/81,1981,5,15,128260.8696,0,597826.087,0
5/16/81,1981,5,16,128260.8696,0,597826.087,0
5/17/81,1981,5,17,128260.8696,0,597826.087,0
5/18/81,1981,5,18,128260.8696,0,597826.087,0
5/19/81,1981,5,19,128260.8696,0,597826.087,0
5/20/81,1981,5,20,128260.8696,0,597826.087,0
5/21/81,1981,5,21,128260.8696,0.12244898,597826.087,8.734693878
5/22/81,1981,5,22,128260.8696,0.002915452,597826.087,0.129159147
5/23/81,1981,5,23,128260.8696,0,597826.087,0
5/24/81,1981,5,24,128260.8696,0.051020408,597826.087,1.156948494
5/25/81,1981,5,25,128260.8696,0.091836735,597826.087,1.586005831
5/26/81,1981,5,26,128260.8696,0,597826.087,0
5/27/81,1981,5,27,128260.8696,0,597826.087,0
5/28/81,1981,5,28,128260.8696,0.030612245,597826.087,0.252834467
5/29/81,1981,5,29,128260.8696,0.011370262,597826.087,0.083673469
5/30/81,1981,5,30,128260.8696,0,597826.087,0
5/31/81,1981,5,31,128260.8696,0,597826.087,0
6/1/81,1981,6,1,128260.8696,0,597826.087,0
6/2/81,1981,6,2,128260.8696,0,597826.087,0
6/3/81,1981,6,3,128260.8696,0,597826.087,0
6/4/81,1981,6,4,128260.8696,0.004489796,597826.087,0.013197279
6/5/81,1981,6,5,128260.8696,0.012507289,597826.087,0.043673469
6/6/81,1981,6,6,128260.8696,0,597826.087,0
6/7/81,1981,6,7,128260.8696,0.00372644,597826.087,0.018252371
6/8/81,1981,6,8,128260.8696,0.034360683,597826.087,0.199708455
6/9/81,1981,6,9,128260.8696,0,597826.087,0
6/10/81,1981,6,10,128260.8696,0.096209913,597826.087,0.801020408
6/11/81,1981,6,11,128260.8696,0,597826.087,0
6/12/81,1981,6,12,128260.8696,0,597826.087,0
6/13/81,1981,6,13,128260.8696,0.00395593,597826.087,0.040890269
6/14/81,1981,6,14,128260.8696,0.001014922,597826.087,0.010588106
6/15/81,1981,6,15,128260.8696,0.006984937,597826.087,0.073493683
6/16/81,1981,6,16,128260.8696,0.202380952,597826.087,2.146258503
6/17/81,1981,6,17,128260.8696,0.014941691,597826.087,0.159620991
6/18/81,1981,6,18,128260.8696,0.019961735,597826.087,0.202040816
6/19/81,1981,6,19,128260.8696,0.04223356,597826.087,0.401360544
6/20/81,1981,6,20,128260.8696,0.090242347,597826.087,0.795918367
6/21/81,1981,6,21,128260.8696,0,597826.087,0
6/22/81,1981,6,22,128260.8696,0,597826.087,0
6/23/81,1981,6,23,128260.8696,0.001667975,597826.087,0.010428347
6/24/81,1981,6,24,128260.8696,0.004514901,597826.087,0.023323615
6/25/81,1981,6,25,128260.8696,0.013265306,597826.087,0.052040816
6/26/81,1981,6,26,128260.8696,0.010007849,597826.087,0.038984825
6/27/81,1981,6,27,128260.8696,0.001192066,597826.087,0.00460932
6/28/81,1981,6,28,128260.8696,0.001811594,597826.087,0.006950606
6/29/81,1981,6,29,128260.8696,0.009070295,597826.087,0.034517511
6/30/81,1981,6,30,128260.8696,0,597826.087,0
7/1/81,1981,7,1,128260.8696,0,597826.087,0
7/2/81,1981,7,2,128260.8696,0.000655977,597826.087,0.002289292
7/3/81,1981,7,3,128260.8696,0,597826.087,0
7/4/81,1981,7,4,128260.8696,0,597826.087,0
7/5/81,1981,7,5,128260.8696,0,597826.087,0
7/6/81,1981,7,6,128260.8696,0,597826.087,0
7/7/81,1981,7,7,128260.8696,0,597826.087,0
7/8/81,1981,7,8,128260.8696,0,597826.087,0
7/9/81,1981,7,9,128260.8696,0,597826.087,0
7/10/81,1981,7,10,128260.8696,0,597826.087,0
7/11/81,1981,7,11,128260.8696,0,597826.087,0
7/12/81,1981,7,12,128260.8696,0,597826.087,0
7/13/81,1981,7,13,128260.8696,0,597826.087,0
7/14/81,1981,7,14,128260.8696,0.009390713,597826.087,0.039855072
7/15/81,1981,7,15,128260.8696,0.003992902,597826.087,0.019964508
7/16/81,1981,7,16,128260.8696,0.000931122,597826.087,0.004502551
7/17/81,1981,7,17,128260.8696,0.013483965,597826.087,0.063046647
7/18/81,1981,7,18,128260.8696,0,597826.087,0
7/19/81,1981,7,19,128260.8696,0.096938776,597826.087,0.423469388
7/20/81,1981,7,20,128260.8696,0,597826.087,0
7/21/81,1981,7,21,128260.8696,0,597826.087,0
7/22/81,1981,7,22,128260.8696,0,597826.087,0
7/23/81,1981,7,23,128260.8696,0,597826.087,0
7/24/81,1981,7,24,128260.8696,0.001525303,597826.087,0.005058599
7/25/81,1981,7,25,128260.8696,0.025655977,597826.087,0.075218659
7/26/81,1981,7,26,128260.8696,0,597826.087,0
7/27/81,1981,7,27,128260.8696,0.15451895,597826.087,0.364431487
7/28/81,1981,7,28,128260.8696,0,597826.087,0
7/29/81,1981,7,29,128260.8696,0,597826.087,0
7/30/81,1981,7,30,128260.8696,0.001538711,597826.087,0.002753482
7/31/81,1981,7,31,128260.8696,0,597826.087,0
8/1/81,1981,8,1,128260.8696,0,597826.087,0
8/2/81,1981,8,2,128260.8696,0,597826.087,0
8/3/81,1981,8,3,128260.8696,0,597826.087,0
8/4/81,1981,8,4,128260.8696,0,597826.087,0
8/5/81,1981,8,5,128260.8696,0.005679057,597826.087,0.006499028
8/6/81,1981,8,6,128260.8696,0.005390836,597826.087,0.005775895
8/7/81,1981,8,7,128260.8696,0,597826.087,0
8/8/81,1981,8,8,128260.8696,0.011950726,597826.087,0.012870013
8/9/81,1981,8,9,128260.8696,0.02696793,597826.087,0.029154519
8/10/81,1981,8,10,128260.8696,0,597826.087,0
8/11/81,1981,8,11,128260.8696,0,597826.087,0
8/12/81,1981,8,12,128260.8696,0,597826.087,0
8/13/81,1981,8,13,128260.8696,0,597826.087,0
8/14/81,1981,8,14,128260.8696,0,597826.087,0
8/15/81,1981,8,15,128260.8696,0,597826.087,0
8/16/81,1981,8,16,128260.8696,0,597826.087,0
8/17/81,1981,8,17,128260.8696,0,597826.087,0
8/18/81,1981,8,18,128260.8696,0,597826.087,0
8/19/81,1981,8,19,128260.8696,0,597826.087,0
8/20/81,1981,8,20,128260.8696,0.06122449,597826.087,0.024489796
8/21/81,1981,8,21,128260.8696,0,597826.087,0
8/22/81,1981,8,22,128260.8696,0,597826.087,0
8/23/81,1981,8,23,128260.8696,0,597826.087,0
8/24/81,1981,8,24,128260.8696,0,597826.087,0
8/25/81,1981,8,25,128260.8696,0,597826.087,0
8/26/81,1981,8,26,128260.8696,0,597826.087,0
8/27/81,1981,8,27,128260.8696,0,597826.087,0
8/28/81,1981,8,28,128260.8696,0,597826.087,0
8/29/81,1981,8,29,128260.8696,0,597826.087,0
8/30/81,1981,8,30,128260.8696,0,597826.087,0
8/31/81,1981,8,31,128260.8696,0.004838299,597826.087,0.065252283
9/1/81,1981,9,1,128260.8696,0,597826.087,0
9/2/81,1981,9,2,128260.8696,0,597826.087,0
9/3/81,1981,9,3,128260.8696,0.070037106,597826.087,0.579916512
9/4/81,1981,9,4,128260.8696,0,597826.087,0
9/5/81,1981,9,5,128260.8696,0.002326245,597826.087,0.012673327
9/6/81,1981,9,6,128260.8696,0.000444113,597826.087,0.0018576
9/7/81,1981,9,7,128260.8696,0.054112554,597826.087,0.162566481
9/8/81,1981,9,8,128260.8696,0,597826.087,0
9/9/81,1981,9,9,128260.8696,0,597826.087,0
9/10/81,1981,9,10,128260.8696,0.082270408,597826.087,0.072997449
9/11/81,1981,9,11,128260.8696,0,597826.087,0
9/12/81,1981,9,12,128260.8696,0,597826.087,0
9/13/81,1981,9,13,128260.8696,0,597826.087,0
9/14/81,1981,9,14,128260.8696,0,597826.087,0
9/15/81,1981,9,15,128260.8696,0.014987245,597826.087,0.014725765
9/16/81,1981,9,16,128260.8696,0,597826.087,0
9/17/81,1981,9,17,128260.8696,0,597826.087,0
9/18/81,1981,9,18,128260.8696,0,597826.087,0
9/19/81,1981,9,19,128260.8696,0,597826.087,0
9/20/81,1981,9,20,128260.8696,0,597826.087,0
9/21/81,1981,9,21,128260.8696,0,597826.087,0
9/22/81,1981,9,22,128260.8696,0,597826.087,0
9/23/81,1981,9,23,128260.8696,0.000765306,597826.087,0.011734694
9/24/81,1981,9,24,128260.8696,0,597826.087,0
9/25/81,1981,9,25,128260.8696,0.007835277,597826.087,0.066690962
9/26/81,1981,9,26,128260.8696,0.000403399,597826.087,0.002804586
9/27/81,1981,9,27,128260.8696,0.039540816,597826.087,0.232142857
9/28/81,1981,9,28,128260.8696,0,597826.087,0
9/29/81,1981,9,29,128260.8696,0,597826.087,0
9/30/81,1981,9,30,128260.8696,0.000785263,597826.087,0.003132375
10/1/81,1981,10,1,128260.8696,0,597826.087,0
10/2/81,1981,10,2,128260.8696,0,597826.087,0
10/3/81,1981,10,3,128260.8696,0.001952633,597826.087,0.006465285
10/4/81,1981,10,4,128260.8696,0.008207631,597826.087,0.025573583
10/5/81,1981,10,5,128260.8696,0.008333333,597826.087,0.023906706
10/6/81,1981,10,6,128260.8696,0.012046485,597826.087,0.030672983
10/7/81,1981,10,7,128260.8696,0,597826.087,0
10/8/81,1981,10,8,128260.8696,0,597826.087,0
10/9/81,1981,10,9,128260.8696,0.001542477,597826.087,0.002368805
10/10/81,1981,10,10,128260.8696,0.022959184,597826.087,0.029427843
10/11/81,1981,10,11,128260.8696,0,597826.087,0
10/12/81,1981,10,12,128260.8696,0.003082483,597826.087,0.002547224
10/13/81,1981,10,13,128260.8696,0,597826.087,0
10/14/81,1981,10,14,128260.8696,0,597826.087,0
10/15/81,1981,10,15,128260.8696,0,597826.087,0
10/16/81,1981,10,16,128260.8696,0.040816327,597826.087,0.022370487
10/17/81,1981,10,17,128260.8696,0.004801921,597826.087,0.004063164
10/18/81,1981,10,18,128260.8696,0.020408163,597826.087,0.023351648
10/19/81,1981,10,19,128260.8696,0.01814059,597826.087,0.026164312
10/20/81,1981,10,20,128260.8696,0,597826.087,0
10/21/81,1981,10,21,128260.8696,0.032653061,597826.087,0.066562009
10/22/81,1981,10,22,128260.8696,0.034985423,597826.087,0.076295133
10/23/81,1981,10,23,128260.8696,0.002915452,597826.087,0.006720958
10/24/81,1981,10,24,128260.8696,0.004130224,597826.087,0.009975144
10/25/81,1981,10,25,128260.8696,0.052478134,597826.087,0.131868132
10/26/81,1981,10,26,128260.8696,0,597826.087,0
10/27/81,1981,10,27,128260.8696,0,597826.087,0
10/28/81,1981,10,28,128260.8696,0.005973121,597826.087,0.016426083
10/29/81,1981,10,29,128260.8696,0,597826.087,0
10/30/81,1981,10,30,128260.8696,0.010204082,597826.087,0.030784031
10/31/81,1981,10,31,128260.8696,0,597826.087,0
5/1/82,1982,5,1,128260.8696,0,597826.087,0
5/2/82,1982,5,2,128260.8696,0,597826.087,0
5/3/82,1982,5,3,128260.8696,0.028061224,597826.087,0.250977891
5/4/82,1982,5,4,128260.8696,0.003549246,597826.087,0.031410825
5/5/82,1982,5,5,128260.8696,0,597826.087,0
5/6/82,1982,5,6,128260.8696,0,597826.087,0
5/7/82,1982,5,7,128260.8696,0.02690167,597826.087,0.22945269
5/8/82,1982,5,8,128260.8696,0,597826.087,0
5/9/82,1982,5,9,128260.8696,0.012523191,597826.087,0.103641002
5/10/82,1982,5,10,128260.8696,0.008843537,597826.087,0.071938776
5/11/82,1982,5,11,128260.8696,0,597826.087,0
5/12/82,1982,5,12,128260.8696,0.024489796,597826.087,0.191428571
5/13/82,1982,5,13,128260.8696,0,597826.087,0
5/14/82,1982,5,14,128260.8696,0.004489796,597826.087,0.033408163
5/15/82,1982,5,15,128260.8696,0.011904762,597826.087,0.086026077
5/16/82,1982,5,16,128260.8696,0.003092146,597826.087,0.0216141
5/17/82,1982,5,17,128260.8696,0.00143613,597826.087,0.009663643
5/18/82,1982,5,18,128260.8696,0.002782931,597826.087,0.017918986
5/19/82,1982,5,19,128260.8696,0.086734694,597826.087,0.530357143
5/20/82,1982,5,20,128260.8696,0,597826.087,0
5/21/82,1982,5,21,128260.8696,0,597826.087,0
5/22/82,1982,5,22,128260.8696,0,597826.087,0
5/23/82,1982,5,23,128260.8696,0,597826.087,0
5/24/82,1982,5,24,128260.8696,0,597826.087,0
5/25/82,1982,5,25,128260.8696,0,597826.087,0
5/26/82,1982,5,26,128260.8696,0,597826.087,0
5/27/82,1982,5,27,128260.8696,0,597826.087,0
5/28/82,1982,5,28,128260.8696,0,597826.087,0
5/29/82,1982,5,29,128260.8696,0.00601312,597826.087,0.023186953
5/30/82,1982,5,30,128260.8696,0.00138214,597826.087,0.004956268
5/31/82,1982,5,31,128260.8696,0.001922958,597826.087,0.006342659
6/1/82,1982,6,1,128260.8696,0.006727966,597826.087,0.020127831
6/2/82,1982,6,2,128260.8696,0,597826.087,0
6/3/82,1982,6,3,128260.8696,0,597826.087,0
6/4/82,1982,6,4,128260.8696,0,597826.087,0
6/5/82,1982,6,5,128260.8696,0,597826.087,0
6/6/82,1982,6,6,128260.8696,0.001131656,597826.087,0.002081096
6/7/82,1982,6,7,128260.8696,0.021865889,597826.087,0.036989796
6/8/82,1982,6,8,128260.8696,0.017784257,597826.087,0.02755102
6/9/82,1982,6,9,128260.8696,0.000951358,597826.087,0.001342642
6/10/82,1982,6,10,128260.8696,0.018367347,597826.087,0.023469388
6/11/82,1982,6,11,128260.8696,0,597826.087,0
6/12/82,1982,6,12,128260.8696,0,597826.087,0
6/13/82,1982,6,13,128260.8696,0.003644315,597826.087,0.005800534
6/14/82,1982,6,14,128260.8696,0,597826.087,0
6/15/82,1982,6,15,128260.8696,0,597826.087,0
6/16/82,1982,6,16,128260.8696,0.004887669,597826.087,0.009475219
6/17/82,1982,6,17,128260.8696,0,597826.087,0
6/18/82,1982,6,18,128260.8696,0,597826.087,0
6/19/82,1982,6,19,128260.8696,0,597826.087,0
6/20/82,1982,6,20,128260.8696,0.006924198,597826.087,0.012650979
6/21/82,1982,6,21,128260.8696,0.051020408,597826.087,0.090014577
6/22/82,1982,6,22,128260.8696,0,597826.087,0
6/23/82,1982,6,23,128260.8696,0.02244898,597826.087,0.037172012
6/24/82,1982,6,24,128260.8696,0,597826.087,0
6/25/82,1982,6,25,128260.8696,0,597826.087,0
6/26/82,1982,6,26,128260.8696,0,597826.087,0
6/27/82,1982,6,27,128260.8696,0,597826.087,0
6/28/82,1982,6,28,128260.8696,0,597826.087,0
6/29/82,1982,6,29,128260.8696,0,597826.087,0
6/30/82,1982,6,30,128260.8696,0,597826.087,0
7/1/82,1982,7,1,128260.8696,0,597826.087,0
7/2/82,1982,7,2,128260.8696,0.000525603,597826.087,0.000444162
7/3/82,1982,7,3,128260.8696,0.007352009,597826.087,0.006686526
7/4/82,1982,7,4,128260.8696,0.004097392,597826.087,0.004051428
7/5/82,1982,7,5,128260.8696,0.00294749,597826.087,0.003209133
7/6/82,1982,7,6,128260.8696,0,597826.087,0
7/7/82,1982,7,7,128260.8696,0,597826.087,0
7/8/82,1982,7,8,128260.8696,0,597826.087,0
7/9/82,1982,7,9,128260.8696,0,597826.087,0
7/10/82,1982,7,10,128260.8696,0,597826.087,0
7/11/82,1982,7,11,128260.8696,0.009011397,597826.087,0.014135524
7/12/82,1982,7,12,128260.8696,0.002798834,597826.087,0.004334305
7/13/82,1982,7,13,128260.8696,0.055393586,597826.087,0.084791059
7/14/82,1982,7,14,128260.8696,0,597826.087,0
7/15/82,1982,7,15,128260.8696,0.008746356,597826.087,0.013119534
7/16/82,1982,7,16,128260.8696,0.001106792,597826.087,0.001697306
7/17/82,1982,7,17,128260.8696,0.058309038,597826.087,0.091472303
7/18/82,1982,7,18,128260.8696,0,597826.087,0
7/19/82,1982,7,19,128260.8696,0,597826.087,0
