1980,1,1,33.043,0.21,13.184,52.497
1980,1,2,33.052,0.21,12.963,52.096
1980,1,3,32.663,0.21,12.84,51.417
1980,1,4,32.457,0.21,12.603,50.803
1980,1,5,31.605,0.21,12.519,49.681
1980,1,6,30.63,0.21,12.233,48.182
1980,1,7,29.485,0.21,12.454,47.133
1980,1,8,28.662,0.21,12.527,46.243
1980,1,9,27.927,0.21,12.558,45.403
1980,1,10,26.692,0.21,12.366,43.779
1980,1,11,25.687,0.21,12.45,42.701
1980,1,12,24.774,0.21,12.508,41.695
1980,1,13,23.932,0.21,12.57,40.773
1980,1,14,23.015,0.21,12.609,39.75
1980,1,15,22.203,0.21,12.691,38.891
1980,1,16,21.451,0.21,12.755,38.078
1980,1,17,20.709,0.21,12.83,37.29
1980,1,18,20.012,0.21,12.896,36.543
1980,1,19,19.319,0.21,12.97,35.813
1980,1,20,18.672,0.21,13.034,35.123
1980,1,21,18.026,0.21,13.102,34.441
1980,1,22,17.403,0.21,13.174,33.791
1980,1,23,16.814,0.21,13.217,33.148
1980,1,24,16.218,0.21,13.293,32.537
1980,1,25,15.642,0.21,13.347,31.924
1980,1,26,15.101,0.21,13.388,31.338
1980,1,27,14.578,0.21,13.439,30.782
1980,1,28,13.893,0.21,13.492,30.032
1980,1,29,13.591,0.21,13.567,29.766
1980,1,30,12.954,0.21,13.611,29.059
1980,1,31,12.353,0.21,13.653,28.393
1980,2,1,11.782,0.21,13.697,27.764
1980,2,2,11.247,0.21,13.738,27.174
1980,2,3,10.74,0.21,13.778,26.617
1980,2,4,10.247,0.21,13.75,26.01
1980,2,5,9.7854,0.21,13.791,25.508
1980,2,6,9.352,0.21,13.826,25.033
1980,2,7,8.9382,0.21,13.865,24.586
1980,2,8,8.5419,0.21,13.904,24.16
1980,2,9,8.1624,0.21,13.871,23.682
1980,2,10,7.8096,0.21,13.907,23.302
1980,2,11,7.47,0.21,13.924,22.921
1980,2,12,7.1513,0.21,13.959,22.58
1980,2,13,6.706,0.21,13.979,22.068
1980,2,14,6.2905,0.21,13.992,21.583
1980,2,15,5.9016,0.21,14.006,21.132
1980,2,16,5.5374,0.21,14.025,20.716
1980,2,17,5.1996,0.21,14.043,20.329
1980,2,18,4.8839,0.21,14.06,19.968
1980,2,19,4.5871,0.21,14.064,19.617
1980,2,20,4.3109,0.21,14.08,19.302
1980,2,21,4.0492,0.21,13.97,18.879
1980,2,22,3.8049,0.21,13.975,18.591
1980,2,23,3.5756,0.21,13.955,18.297
1980,2,24,3.3626,0.21,13.97,18.056
1980,2,25,3.1623,0.21,13.985,17.831
1980,2,26,2.9741,0.21,13.994,17.615
1980,2,27,2.7977,0.21,14.008,17.417
1980,2,28,2.631,0.21,14.022,17.231
1980,2,29,2.4733,0.21,14.035,17.055
1980,3,1,2.3251,0.21,14.048,16.89
1980,3,2,2.1852,0.21,14.041,16.714
1980,3,3,2.0531,0.21,14.043,16.557
1980,3,4,1.9285,0.21,14.054,16.418
1980,3,5,1.8111,0.21,14.066,16.288
1980,3,6,1.7008,0.21,14.076,16.165
1980,3,7,1.5974,0.21,14.087,16.051
1980,3,8,1.4997,0.21,14.097,15.943
1980,3,9,1.4076,0.21,14.008,15.743
1980,3,10,1.3212,0.21,14.018,15.648
1980,3,11,1.2399,0.21,13.987,15.518
1980,3,12,1.1633,0.21,13.839,15.277
1980,3,13,1.0916,0.21,13.847,15.198
1980,3,14,1.0245,0.21,13.856,15.125
1980,3,15,0.96143,0.21,13.851,15.044
1980,3,16,0.9023,0.21,13.859,14.98
1980,3,17,0.84684,0.21,13.867,14.92
1980,3,18,0.79471,0.21,13.875,14.864
1980,3,19,0.74562,0.21,13.831,14.76
1980,3,20,0.69963,0.21,13.838,14.712
1980,3,21,0.65647,0.21,13.846,14.666
1980,3,22,0.61595,0.21,13.853,14.624
1980,3,23,0.57794,0.21,13.861,14.585
1980,3,24,0.54225,0.21,13.868,14.548
1980,3,25,0.50875,0.21,13.875,14.514
1980,3,26,0.47721,0.21,13.798,14.398
1980,3,27,0.4478,0.21,13.8,14.364
1980,3,28,0.4202,0.21,13.807,14.336
1980,3,29,0.39429,0.21,13.813,14.311
1980,3,30,0.37023,0.21,13.82,14.288
1980,3,31,0.34832,0.21,13.826,14.266
1980,4,1,0.32801,0.21,13.832,14.247
1980,4,2,0.30889,0.21,13.838,14.229
1980,4,3,0.29187,0.21,13.843,14.213
1980,4,4,0.2748,0.21,13.849,14.197
1980,4,5,0.25886,0.21,13.855,14.183
1980,4,6,0.2454,0.21,13.86,14.171
1980,4,7,0.23167,0.21,13.866,14.159
1980,4,8,0.21965,0.21,13.871,14.148
1980,4,9,0.20832,0.21,13.818,14.081
1980,4,10,0.19668,0.21,13.796,14.044
1980,4,11,0.18615,0.21,13.728,13.963
1980,4,12,0.1758,0.21,13.727,13.949
1980,4,13,0.16617,0.21,13.732,13.942
1980,4,14,0.1572,0.21,13.737,13.936
1980,4,15,0.14949,0.21,13.742,13.93
1980,4,16,0.14288,0.21,13.747,13.926
1980,4,17,0.13637,0.21,13.752,13.922
1980,4,18,0.13171,0.21,13.755,13.92
1980,4,19,0.12611,0.21,13.76,13.917
1980,4,20,0.12346,0.21,13.763,13.916
1980,4,21,0.12029,0.21,13.734,13.882
1980,4,22,0.11823,0.21,13.678,13.82
1980,4,23,0.26124,0.21,14.237,14.566
1980,4,24,0.6131,0.21,15.096,15.887
1980,4,25,0.65534,0.21,15.072,15.901
1980,4,26,0.7023,0.21,15.046,15.917
1980,4,27,0.76496,0.21,15.013,15.942
1980,4,28,0.82807,0.21,14.98,15.967
1980,4,29,0.91605,0.21,14.936,16.006
1980,4,30,1.0309,0.21,14.88,16.06
1980,5,1,1.1883,0.21,14.806,16.139
1980,5,2,1.3852,0.21,14.714,16.24
1980,5,3,1.668,0.21,14.586,16.389
1980,5,4,2.0372,0.21,14.42,16.588
1980,5,5,2.4499,0.21,14.336,17.035
1980,5,6,2.8505,0.21,14.185,17.318
1980,5,7,3.2656,0.21,13.985,17.531
1980,5,8,3.7464,0.21,13.758,17.78
1980,5,9,4.2525,0.21,14.323,19.822
1980,5,10,4.8783,0.21,14.386,20.931
1980,5,11,5.6474,0.21,14.024,21.308
1980,5,12,6.562,0.21,13.609,21.79
1980,5,13,7.6571,0.21,13.112,22.37
1980,5,14,8.8964,0.21,12.547,23.025
1980,5,15,10.512,0.21,11.827,23.903
1980,5,16,12.605,0.21,10.901,25.05
1980,5,17,15.205,0.21,9.7523,26.481
1980,5,18,18.006,0.21,8.5094,28.015
1980,5,19,18.97,0.21,8.0253,28.469
1980,5,20,19.397,0.21,7.7538,28.597
1980,5,21,19.844,0.21,7.4607,28.721
1980,5,22,20.35,0.21,7.1278,28.864
1980,5,23,20.973,0.21,6.7302,29.057
1980,5,24,21.28,0.21,6.4461,29.047
1980,5,25,22.658,0.21,6.1607,30.623
1980,5,26,22.534,0.21,6.0245,30.327
1980,5,27,22.29,0.21,5.925,29.946
1980,5,28,23.459,0.21,5.8154,31.628
1980,5,29,23.275,0.21,5.6649,31.25
1980,5,30,22.95,0.21,5.5439,30.753
1980,5,31,24.505,0.21,5.9041,34.108
1980,6,1,25.253,0.21,5.2159,33.998
1980,6,2,24.852,0.21,5.1045,33.422
1980,6,3,24.488,0.21,4.9717,32.86
1980,6,4,24.9,0.21,4.809,33.371
1980,6,5,24.52,0.21,4.6604,32.763
1980,6,6,23.938,0.21,4.6002,32.048
1980,6,7,23.424,0.21,4.51,31.369
1980,6,8,23.814,0.21,4.4118,31.989
1980,6,9,23.305,0.21,4.3179,31.305
1980,6,10,22.647,0.21,4.2871,30.535
1980,6,11,22.113,0.21,4.2241,29.863
1980,6,12,23.108,0.21,4.4276,31.943
1980,6,13,23.364,0.21,4.0375,31.721
1980,6,14,23.098,0.21,3.9917,31.481
1980,6,15,22.452,0.21,3.9658,30.705
1980,6,16,21.823,0.21,3.942,29.949
1980,6,17,21.437,0.21,3.8726,29.443
1980,6,18,20.962,0.21,3.7839,28.769
1980,6,19,20.314,0.21,3.7748,28.005
1980,6,20,20.505,0.21,3.6855,28.275
1980,6,21,19.899,0.21,3.6757,27.555
1980,6,22,19.39,0.21,3.6055,26.849
1980,6,23,20.275,0.21,5.9147,33.056
1980,6,24,22.445,0.21,4.7396,33.917
1980,6,25,24.822,0.21,3.4817,34.897
1980,6,26,23.694,0.21,3.434,33.338
1980,6,27,26.535,0.21,4.1995,39.165
1980,6,28,30.126,0.21,4.2841,44.654
1980,6,29,32.606,0.21,3.214,46.132
1980,6,30,32.376,0.21,3.1884,45.84
1980,7,1,31.567,0.21,3.1595,44.713
1980,7,2,30.877,0.21,3.1797,43.847
1980,7,3,30.429,0.21,3.1645,43.241
1980,7,4,31.194,0.21,3.1012,44.291
1980,7,5,30.34,0.21,3.1126,43.164
1980,7,6,30.245,0.21,3.0774,43.025
1980,7,7,29.594,0.21,3.06,42.12
1980,7,8,28.948,0.21,3.0458,41.226
1980,7,9,28.627,0.21,2.9979,40.722
1980,7,10,28.041,0.21,2.9793,39.895
1980,7,11,28.181,0.21,2.9375,40.069
1980,7,12,27.219,0.21,2.9569,38.799
1980,7,13,29.256,0.21,2.8883,41.648
1980,7,14,29.404,0.21,2.8699,41.875
1980,7,15,32.645,0.21,6.1108,53.253
1980,7,16,39.5,0.21,2.6867,56.143
1980,7,17,39.539,0.21,2.6755,56.18
1980,7,18,41.346,0.21,2.6473,58.753
1980,7,19,40.403,0.21,2.627,57.373
1980,7,20,44.598,0.21,3.108,64.426
1980,7,21,44.836,0.21,2.5369,63.613
1980,7,22,43.913,0.21,2.5633,62.356
1980,7,23,43.258,0.21,2.5799,61.456
1980,7,24,42.476,0.21,2.5891,60.362
1980,7,25,41.582,0.21,2.6049,59.118
1980,7,26,41.954,0.21,2.6037,59.663
1980,7,27,43.357,0.21,2.5923,61.672
1980,7,28,43.147,0.21,2.5957,61.388
1980,7,29,43.023,0.21,2.5871,61.196
1980,7,30,42.234,0.21,2.5645,60.019
1980,7,31,41.151,0.21,2.5102,58.375
1980,8,1,40.23,0.21,2.4927,57.032
1980,8,2,39.412,0.21,2.4264,55.742
1980,8,3,43.308,0.21,4.0792,64.746
1980,8,4,48.789,0.21,2.2969,69.01
1980,8,5,48.27,0.21,2.2913,68.285
1980,8,6,47.738,0.21,2.2757,67.511
1980,8,7,49.125,0.21,2.3123,69.492
1980,8,8,47.8,0.21,2.2779,67.482
1980,8,9,46.884,0.21,2.2434,66.048
1980,8,10,46.659,0.21,2.2103,65.608
1980,8,11,47.072,0.21,2.2365,66.225
1980,8,12,49.108,0.21,2.2119,69.074
1980,8,13,47.86,0.21,2.2053,67.24
1980,8,14,46.874,0.21,2.1702,65.728
1980,8,15,45.785,0.21,2.1709,64.152
1980,8,16,43.728,0.21,5.4204,67.88
1980,8,17,44.227,0.21,5.7201,69.21
1980,8,18,45.837,0.21,4.619,69.216
1980,8,19,46.269,0.21,4.0023,68.507
1980,8,20,48.545,0.21,3.3025,70.283
1980,8,21,50.47,0.21,2.4271,71.175
1980,8,22,50.44,0.21,2.1809,70.577
1980,8,23,49.322,0.21,2.1715,68.892
1980,8,24,48.147,0.21,2.1466,67.113
1980,8,25,46.909,0.21,2.0991,65.213
1980,8,26,45.548,0.21,2.1059,63.266
1980,8,27,44.214,0.21,2.0948,61.336
1980,8,28,42.985,0.21,2.1266,59.654
1980,8,29,43.963,0.21,2.1047,61.035
1980,8,30,44.154,0.21,2.0719,61.286
1980,8,31,43.293,0.21,1.9581,59.857
1980,9,1,41.976,0.21,1.9274,57.952
1980,9,2,40.46,0.21,1.9796,55.938
1980,9,3,39.427,0.21,3.4421,57.52
1980,9,4,39.876,0.21,3.5812,58.525
1980,9,5,40.832,0.21,2.6755,58.005
1980,9,6,41.06,0.21,2.1264,57.162
1980,9,7,40.484,0.21,1.9228,55.873
1980,9,8,41.639,0.21,4.2394,62.271
1980,9,9,44.905,0.21,2.4015,63.181
1980,9,10,44.961,0.21,1.8366,62.148
1980,9,11,43.75,0.21,1.8202,60.371
1980,9,12,43.007,0.21,1.8099,59.29
1980,9,13,41.719,0.21,1.7912,57.428
1980,9,14,40.53,0.21,1.7798,55.721
1980,9,15,40.547,0.21,1.9051,56.044
1980,9,16,39.453,0.21,1.8183,54.342
1980,9,17,38.571,0.21,2.0115,53.278
1980,9,18,37.093,0.21,2.4071,52.013
1980,9,19,36.517,0.21,2.8802,51.697
1980,9,20,35.724,0.21,2.5739,50.055
1980,9,21,35.719,0.21,2.6858,50.281
1980,9,22,35.129,0.21,2.9664,50.152
1980,9,23,35.316,0.21,2.5758,49.79
1980,9,24,36.066,0.21,2.2118,50.151
1980,9,25,36.295,0.21,1.7452,49.483
1980,9,26,36.008,0.21,1.5749,48.66
1980,9,27,35.206,0.21,1.5726,47.489
1980,9,28,34.37,0.21,1.6811,46.467
1980,9,29,34.064,0.21,1.8944,46.435
1980,9,30,33.924,0.21,2.1341,46.699
1980,10,1,33.775,0.21,2.1037,46.393
1980,10,2,33.116,0.21,2.1591,45.502
1980,10,3,32.251,0.21,2.0938,44.211
1980,10,4,31.983,0.21,1.7213,43.202
1980,10,5,31.285,0.21,1.7594,42.252
1980,10,6,30.639,0.21,1.7791,41.342
1980,10,7,29.947,0.21,1.8528,40.47
1980,10,8,29.044,0.21,1.9582,39.383
