1975,1,1,0.28163,0.2316
1975,1,2,0.29489,0.20717
1975,1,3,0.31007,0.18597
1975,1,4,0.3236,0.16778
1975,1,5,0.33544,0.15193
1975,1,6,0.34545,0.13752
1975,1,7,0.35685,0.1257
1975,1,8,0.36677,0.11555
1975,1,9,0.37523,0.10674
1975,1,10,0.38417,0.098211
1975,1,11,0.3912,0.089592
1975,1,12,0.3994,0.083102
1975,1,13,0.40639,0.077917
1975,1,14,0.41386,0.073579
1975,1,15,0.41987,0.069668
1975,1,16,0.42601,0.066343
1975,1,17,0.43217,0.06351
1975,1,18,0.43813,0.061191
1975,1,19,0.44447,0.059462
1975,1,20,0.44974,0.057727
1975,1,21,0.4534,0.056061
1975,1,22,0.45566,0.054544
1975,1,23,0.45661,0.053042
1975,1,24,0.45641,0.051583
1975,1,25,0.45507,0.049845
1975,1,26,0.45296,0.048577
1975,1,27,0.45005,0.047389
1975,1,28,0.44643,0.046262
1975,1,29,0.44218,0.045193
1975,1,30,0.43739,0.044177
1975,1,31,0.43151,0.042761
1975,2,1,0.42587,0.041884
1975,2,2,0.41931,0.040618
1975,2,3,0.41209,0.039129
1975,2,4,0.40435,0.037282
1975,2,5,0.39627,0.035482
1975,2,6,0.38799,0.033765
1975,2,7,0.37956,0.032097
1975,2,8,0.37101,0.030482
1975,2,9,0.36239,0.028918
1975,2,10,0.35375,0.027412
1975,2,11,0.34511,0.025977
1975,2,12,0.33651,0.024546
1975,2,13,0.32796,0.023195
1975,2,14,0.31949,0.021905
1975,2,15,0.3111,0.020669
1975,2,16,0.30282,0.019512
1975,2,17,0.29466,0.018411
1975,2,18,0.28662,0.01734
1975,2,19,0.27873,0.016365
1975,2,20,0.27096,0.015389
1975,2,21,0.26336,0.014488
1975,2,22,0.2559,0.013603
1975,2,23,0.24861,0.012847
1975,2,24,0.24149,0.012154
1975,2,25,0.23452,0.011452
1975,2,26,0.22773,0.010814
1975,2,27,0.2211,0.010242
1975,2,28,0.21464,0.0097152
1975,3,1,0.20835,0.0092248
1975,3,2,0.20222,0.0087503
1975,3,3,0.19625,0.0083133
1975,3,4,0.19044,0.0079106
1975,3,5,0.18479,0.0074885
1975,3,6,0.17929,0.0070609
1975,3,7,0.17395,0.0067323
1975,3,8,0.16876,0.0063912
1975,3,9,0.16372,0.0060055
1975,3,10,0.15882,0.0057004
1975,3,11,0.15407,0.0054731
1975,3,12,0.14946,0.0052654
1975,3,13,0.14497,0.0049869
1975,3,14,0.14062,0.0047678
1975,3,15,0.1364,0.0045606
1975,3,16,0.13231,0.0043744
1975,3,17,0.12837,0.0048375
1975,3,18,0.12456,0.0054334
1975,3,19,0.12091,0.006843
1975,3,20,0.1173,0.0082008
1975,3,21,0.11377,0.009072
1975,3,22,0.11033,0.0098053
1975,3,23,0.10698,0.010254
1975,3,24,0.1037,0.01024
1975,3,25,0.10052,0.010443
1975,3,26,0.097449,0.0108
1975,3,27,0.094429,0.010325
1975,3,28,0.09148,0.0093623
1975,3,29,0.08863,0.0084168
1975,3,30,0.085869,0.0075582
1975,3,31,0.083203,0.0067888
1975,4,1,0.080629,0.0061378
1975,4,2,0.078135,0.0055892
1975,4,3,0.075723,0.0050914
1975,4,4,0.073388,0.0047145
1975,4,5,0.071132,0.0044123
1975,4,6,0.06904,0.004157
1975,4,7,0.067059,0.003928
1975,4,8,0.065166,0.004611
1975,4,9,0.063218,0.0065632
1975,4,10,0.061453,0.0078574
1975,4,11,0.059773,0.010441
1975,4,12,0.058075,0.012892
1975,4,13,0.056345,0.01604
1975,4,14,0.054725,0.020906
1975,4,15,0.052829,0.027024
1975,4,16,0.050308,0.03359
1975,4,17,0.047108,0.041452
1975,4,18,0.046188,0.052673
1975,4,19,0.043968,0.064683
1975,4,20,0.042593,0.078984
1975,4,21,0.041175,0.092451
1975,4,22,0.041344,0.1089
1975,4,23,0.060512,0.1486
1975,4,24,0.060751,0.17749
1975,4,25,0.056176,0.20023
1975,4,26,0.086816,0.30698
1975,4,27,0.055128,0.34396
1975,4,28,0.055363,0.40678
1975,4,29,0.052599,0.49309
1975,4,30,0.050497,0.59552
1975,5,1,0.047317,0.73927
1975,5,2,0.044975,0.9
1975,5,3,0.04263,1.0945
1975,5,4,0.040246,1.3396
1975,5,5,0.037542,1.649
1975,5,6,0.034966,2.0601
1975,5,7,0.032516,2.668
1975,5,8,0.029863,3.5664
1975,5,9,0.027246,4.9078
1975,5,10,0.024752,6.8493
1975,5,11,0.022678,9.3503
1975,5,12,0.020818,12.626
1975,5,13,0.01892,17.289
1975,5,14,0.019334,17.9
1975,5,15,0.017939,20.288
1975,5,16,0.015258,21.07
