"date","Year","Month","Day","Obs_TDP","nondiazoPP","diazoPP"
2003-09-22,2003,9,22,6,21.6725101241621,4.32748987583786
2003-10-06,2003,10,6,8,13.5909729589547,5.40902704104533
2004-05-26,2004,5,26,4,15,0
2004-06-09,2004,6,9,10,19.5509671685892,0.449032831410801
2004-06-23,2004,6,23,5,15.9978248249289,18.0021751750711
2004-07-07,2004,7,7,5,4.49175413457309,26.5082458654269
2004-07-20,2004,7,20,8,1.41466355805033,28.5853364419497
2004-07-21,2004,7,21,8,1.08457539450526,21.9154246054947
2004-08-04,2004,8,4,9,13.1917978311633,5.80820216883666
2004-08-18,2004,8,18,12,20.1289654429949,8.87103455700506
2004-09-01,2004,9,1,9,27.255799104695,3.74420089530504
2004-09-15,2004,9,15,11,19.4657568951024,5.53424310489757
2004-09-29,2004,9,29,9,17.9277786449115,4.0722213550885
2004-10-13,2004,10,13,9,21.7711408823033,2.22885911769674
2004-10-26,2004,10,26,9,24.8708353031956,0.129164696804401
2005-05-25,2005,5,25,6,20.2230458568026,2.77695414319743
2005-06-08,2005,6,8,8,6.47665012417304,24.523349875827
2005-06-22,2005,6,22,9,1.4159559212016,38.5840440787984
2005-07-06,2005,7,6,7,2.84985006420443,24.1501499357956
2005-07-20,2005,7,20,8,7.46834561358157,6.53165438641843
2005-08-03,2005,8,3,10,12.5073808673503,22.4926191326497
2005-08-17,2005,8,17,8,13.5374947138185,10.4625052861815
2005-08-31,2005,8,31,7,15.3054639390694,9.69453606093055
2005-09-14,2005,9,14,10,12.1752662179593,12.8247337820407
2005-09-28,2005,9,28,5,13.1228608341217,5.87713916587829
2005-10-12,2005,10,12,8,19.7683645307078,1.23163546929221
2006-05-24,2006,5,24,3,26.3255444809922,0.674455519007774
2006-06-07,2006,6,7,7,4.57188669043077,21.4281133095692
2006-06-21,2006,6,21,5,0.991595582693305,33.0084044173067
2006-07-04,2006,7,4,7,2.52793135532076,12.4720686446792
2006-07-19,2006,7,19,10,9.30797260729039,9.69202739270961
2006-08-02,2006,8,2,10,15.6202652261343,6.37973477386568
2006-08-16,2006,8,16,11,19.1988505905345,7.80114940946549
2006-08-30,2006,8,30,9,17.6032176128556,6.39678238714442
2006-09-13,2006,9,13,10,15.465452355345,4.53454764465504
2006-09-27,2006,9,27,10,19.7451654691627,3.25483453083725
2006-10-11,2006,10,11,8,29.8623545697277,1.13764543027226
2006-10-31,2006,10,31,11,49.7550222393265,0.244977760673448
2007-05-22,2007,5,22,9,24.8709550052453,0.129044994754651
2007-06-05,2007,6,5,8,16.7541897942171,13.2458102057829
2007-06-19,2007,6,19,6,3.77440674563096,31.225593254369
2007-07-03,2007,7,3,6,2.63472167998849,29.3652783200115
2007-07-17,2007,7,17,12,20.4503366727192,8.54966332728077
2007-07-31,2007,7,31,9,13.9287758616604,11.0712241383396
2007-08-14,2007,8,14,12,16.612988472026,8.38701152797395
2007-08-28,2007,8,28,12,4.4277983013162,25.5722016986838
2007-09-11,2007,9,11,12,15.9800839717367,18.0199160282633
2007-09-25,2007,9,25,7,23.8165096252936,9.1834903747064
2007-10-09,2007,10,9,8,30,0
2007-10-23,2007,10,23,10,27.9059911839897,3.09400881601026
2008-05-27,2008,5,27,6,20.826342658629,0.173657341371024
2008-06-10,2008,6,10,7,20.8710220711766,5.1289779288234
2008-06-24,2008,6,24,9,3.04826551962921,29.9517344803708
2008-07-08,2008,7,8,8,1.79529955478494,31.2047004452151
2008-07-22,2008,7,22,9,5.53025523149882,6.46974476850118
2008-08-05,2008,8,5,7,10.3580048639113,3.64199513608867
2008-08-19,2008,8,19,384,14.7906348063382,8.20936519366177
2008-09-02,2008,9,2,8,14.8989078642295,6.10109213577049
2008-09-16,2008,9,16,9,17.8448923458142,2.1551076541858
2008-09-30,2008,9,30,8,16.8014917325786,8.19850826742145
2008-10-14,2008,10,14,2,5.39078473676309,0.609215263236912
2009-05-19,2009,5,19,7,15.9987896505217,0.00121034947832843
2009-06-01,2009,6,1,8,17.993114366088,0.00688563391197605
2009-06-15,2009,6,15,8,11.5329477871265,0.467052212873508
2009-06-29,2009,6,29,8,11.6676577224756,22.3323422775244
2009-07-14,2009,7,14,6,1.46862523389735,36.5313747661026
2009-07-27,2009,7,27,8,1.07412989811338,23.9258701018866
2009-08-11,2009,8,11,8,5.94608155663932,8.05391844336068
2009-08-25,2009,8,25,7,7.74426488975792,3.25573511024208
2009-09-09,2009,9,9,10,8.22347035623186,17.7765296437681
2009-09-22,2009,9,22,8,7.35549079848818,9.64450920151182
2009-10-06,2009,10,6,7,12.6735153750381,3.32648462496186
2010-05-18,2010,5,18,8,21.9869114739665,0.0130885260334626
2010-06-01,2010,6,1,6,24.149065906315,1.85093409368499
2010-06-02,2010,6,2,8.5,28.3287119285618,2.17128807143816
2010-06-14,2010,6,14,6,5.64636575625796,23.353634243742
2010-06-15,2010,6,15,5,6.23047255862947,25.7695274413705
2010-06-29,2010,6,29,5,0.90608484782497,32.593915152175
2010-07-12,2010,7,12,6,1.42616712037752,13.5738328796225
2010-07-13,2010,7,13,6,1.42616712037752,13.5738328796225
2010-07-27,2010,7,27,8,10.0680821136061,3.43191788639385
2010-08-09,2010,8,9,6,10.9456013142007,3.05439868579931
2010-08-10,2010,8,10,6,12.5092586448008,3.49074135519922
2010-08-23,2010,8,23,6,14.8557186238421,2.14428137615787
2010-08-24,2010,8,24,5,18.351181829452,2.64881817054796
2010-09-08,2010,9,8,6,12.8302420396354,11.1697579603646
2010-09-20,2010,9,20,7,42.7908152872046,1.20918471279536
2010-09-21,2010,9,21,6,26.2580002898756,0.741999710124423
2010-10-05,2010,10,5,6,24.7569715718974,3.2430284281026
2011-05-17,2011,5,17,7,21,0
2011-05-31,2011,5,31,0.5,24.3812929557213,4.61870704427866
2011-06-14,2011,6,14,7,5.72649173050568,27.2735082694943
2011-06-28,2011,6,28,6,2.52600536080918,32.4739946391908
2011-07-12,2011,7,12,7,4.84921761557848,13.1507823844215
2011-07-26,2011,7,26,6,11.4006411144432,4.59935888555678
2011-08-09,2011,8,9,6,16.7309682536619,4.26903174633806
2011-08-23,2011,8,23,7,16.2186851301357,12.7813148698643
2011-09-06,2011,9,6,7,15.000415759742,12.999584240258
2011-09-20,2011,9,20,6,15.7476699687498,8.25233003125022
2011-10-04,2011,10,4,8,22.1374616275957,0.86253837240427
2011-10-18,2011,10,18,7,37.8148690959436,2.18513090405644
2012-05-23,2012,5,23,7,28.836673576967,0.163326423032983
2012-06-05,2012,6,5,6,11.4457303940363,17.5542696059637
2012-06-26,2012,6,26,8,2.61629314047329,36.3837068595267
2012-07-03,2012,7,3,6,1.26326211941917,14.7367378805808
2012-07-17,2012,7,17,9,6.27491147679398,11.725088523206
2012-07-31,2012,7,31,7,12.0721844747609,0.927815525239148
2012-08-14,2012,8,14,6,14.7835452375267,7.21645476247333
2012-08-28,2012,8,28,6,9.7740010910399,17.2259989089601
2012-09-11,2012,9,11,7,29.67815886714,2.32184113285997
2012-09-25,2012,9,25,13,32.2903765205967,0.709623479403265
2012-10-10,2012,10,10,10,36.9884555971808,0.011544402819224
2012-10-25,2012,10,25,10,34,0
2013-05-22,2013,5,22,8,19,0
2013-07-16,2013,7,16,7,10.7315234978965,5.26847650210349
2014-06-10,2014,6,10,8,11.9829693661755,0.0170306338245485
2014-06-23,2014,6,23,11,19.9429248510539,0.0570751489461196
2014-07-09,2014,7,9,7,5.87151679572472,19.1284832042753
2014-07-22,2014,7,22,8,3.9857298610766,31.0142701389234
2014-08-06,2014,8,6,8,0.955542381696349,11.0444576183037
2014-08-19,2014,8,19,9,8.93555103468006,8.06444896531994
2014-09-03,2014,9,3,11,19.5588186325012,12.4411813674988
2014-09-16,2014,9,16,10,24.3265138287578,13.6734861712422
2014-09-29,2014,9,29,2,42.0672494038778,7.9327505961222
2014-10-15,2014,10,15,11,36.6167275957498,8.38327240425024
2014-10-28,2014,10,28,9,31.4330306513508,5.5669693486492
2015-05-19,2015,5,19,6,19.4845241507021,0.0154758492978562
2015-06-01,2015,6,1,8.5,17.5889909153072,0.411009084692785
2015-06-15,2015,6,15,6.5,5.82931149965993,22.1706885003401
2015-06-29,2015,6,29,6,1.71181918433453,22.2881808156655
2015-07-13,2015,7,13,6,4.82477350251851,10.1752264974815
2015-07-22,2015,7,22,7,13.8679271038277,6.13207289617228
2015-07-27,2015,7,27,5.5,10.4009453278708,4.59905467212921
2015-08-10,2015,8,10,6.5,13.5128971758849,5.98710282411511
2015-08-24,2015,8,24,7,25.8751671527362,0.124832847263801
2015-09-08,2015,9,8,7.5,20.6095205290201,9.39047947097985
2015-09-21,2015,9,21,9,23.9667666905748,8.03323330942519
2015-10-05,2015,10,5,13.5,19.5446145642746,3.45538543572544
