z	 POPzt	 POCzt	 DOPzt	 DOCzt	 O2zt	 NO3zt	 NH4zt	 NH3zt	 FeOH3zt	 FeOOHzt	 Fe2zt	 SO4zt	 H2Szt	 HSzt	 PO4zt	 PO4adsazt	 PO4adsbzt	 S0zt	 S8zt	 FeSzt	 FeS2zt	 AlOH3zt	 Ca2zt	 Ca3PO42zt	 OMSzt	 Hzt	 CaCO3zt	 CO2zt	 CO3zt	 HCO3zt	 H2CO3zt	 Chlzt	 CH4aq	 CH4g	 FeCO3	 Fe3PO42	ÊPO4adsc
0	0.002729324	10.64577274	1.04E-10	0.993742027	0.183905009	0.02557539	1.18E-05	5.56E-30	15.75696325	1.161910637	1.06E-11	0.054069105	0	2.91E-08	0.000350803	0.313902084	0.000528699	0	521.8857357	2.69E-34	1.24E-10	11117.56257	0.083329903	3.30485000000000e-319	0.16723867	3.98E-05	626.0433424	0.066343344	0.000495927	0.574307572	0	0.005822601	0	0	5.52630000000000e-319	4.52200000000000e-320	12.1632665
0.1	0.002787859	8.555081558	3.92E-10	0.996229439	0.168397936	0.019362763	0.000271482	1.61E-13	14.87095438	1.161887349	0.002213628	0.054081121	1.56E-04	2.03E-08	0.00026243	0.295007962	0.000528104	0.000618218	521.9334743	3.90E-33	3.84E-10	11117.56766	0.093359657	3.30673000000000e-319	0.167238861	3.98E-05	622.3673895	0.071753811	0.000532883	0.591920252	4.40000000000000e-323	0.004782764	5.40E-16	1.09E-11	5.54280000000000e-319	4.55970000000000e-320	12.15774157
0.2	0.002966262	6.961060071	6.82E-10	0.998811519	0.152762979	0.012017949	0.000566303	3.15E-13	13.98963862	1.1618173	0.004424308	0.054081145	3.20E-04	7.27E-09	0.000191136	0.276480003	0.000526577	0.001079156	522.0445735	1.05E-31	2.13E-09	11117.58048	0.103286646	3.30610000000000e-319	0.167239437	3.98E-05	618.4022953	0.078991724	0.000565658	0.60938069	8.90000000000000e-323	0.003938098	1.69E-15	2.19E-11	5.60004000000000e-319	4.98560000000000e-320	12.14364445
0.3	0.003272616	5.763797795	9.74E-10	1.001517272	0.137889118	0.007249635	0.000837646	4.80E-13	13.11335937	1.161700682	0.006629737	0.054057662	5.00E-04	2.78E-09	0.000140888	0.258294877	0.000524336	0.001363567	522.1943047	2.61E-30	1.13E-08	11117.59894	0.113039351	3.30610000000000e-319	0.167240397	3.98E-05	614.15081	0.083321582	0.000584192	0.629436284	1.33000000000000e-322	0.003249515	4.75E-15	3.29E-11	5.67630000000000e-319	5.85670000000000e-320	12.12304442
0.4	0.003720896	4.886937585	1.27E-09	1.00434163	0.123721075	4.28E-03	0.001111601	6.51E-13	12.24272026	1.161538061	0.008828851	0.054000501	7.03E-04	1.28E-09	0.000105713	0.240431173	0.000521534	0.001539237	522.3673634	5.96E-29	5.62E-08	11117.62158	0.122623145	3.30610000000000e-319	0.167241743	3.98E-05	609.6188132	0.086582649	0.000598662	0.649919084	1.73000000000000e-322	0.002688145	1.32E-14	4.39E-11	5.77484000000000e-319	6.96200000000000e-320	12.09741207
0.5	0.004331687	4.273277633	1.57E-09	1.007279818	0.110222559	2.50E-03	0.001407268	8.33E-13	11.37864726	1.161330282	0.011020611	0.053900551	9.34E-04	8.48E-10	8.14E-05	0.222876914	0.00051828	0.001647918	522.5543119	1.24E-27	2.60E-07	11117.64734	0.132043224	3.30610000000000e-319	0.167243475	3.98E-05	604.8154699	0.089428352	0.000611708	0.670113401	2.10000000000000e-322	0.002231194	3.64E-14	5.50E-11	5.89560000000000e-319	8.12100000000000e-320	12.06778721
0.6	0.005133232	3.881264665	1.88E-09	1.010327504	0.097374886	1.46E-03	0.001738693	1.03E-12	10.52239867	1.161078168	0.013203958	0.053749696	1.20E-03	8.20E-10	6.50E-05	0.205630461	0.000514652	0.001715324	522.7493263	2.32E-26	1.12E-06	11117.67551	0.14130461	3.30610000000000e-319	0.167245594	3.98E-05	599.7531284	0.092091161	0.000624023	0.689797974	2.50000000000000e-322	0.001860361	1.01E-13	6.60E-11	6.03733000000000e-319	9.11200000000000e-320	12.03490092
0.7	0.006162809	3.682236625	2.19E-09	1.013480862	0.085175115	8.63E-04	0.002115845	1.25E-12	9.675563501	1.160781531	0.015377698	0.053540904	0.001504657	9.89E-10	5.43E-05	0.188699863	0.000510702	0.001757286	522.9488101	3.92E-25	4.46E-06	11117.70557	0.150412165	3.30610000000000e-319	0.167248099	3.98E-05	594.4470831	0.094652914	0.000635797	0.708910187	2.96000000000000e-322	0.001560971	2.79E-13	7.71E-11	6.20130000000000e-319	1.00730000000000e-319	11.99926155
0.8	0.007468441	3.658358895	2.51E-09	1.016736559	0.073634136	5.23E-04	0.002544983	1.49E-12	8.840055122	1.16043616	0.017540331	0.05326841	0.001852496	1.32E-09	4.80E-05	1.72E-01	0.000506468	0.001783552	523.1505394	5.89E-24	1.65E-05	11117.73718	0.159370597	3.30610000000000e-319	0.167250992	3.98E-05	588.9152535	0.097140551	0.000647082	0.727428753	3.40000000000000e-322	0.0013213	7.71E-13	8.82E-11	6.37610000000000e-319	1.07340000000000e-319	11.96121533
0.9	0.009110975	3.801175371	2.85E-09	1.020091675	0.062775008	3.27E-04	0.003028608	1.76E-12	8.01810244	1.160025467	0.019689842	0.052927928	0.002246062	1.89E-09	4.49E-05	1.56E-01	0.000501973	0.001800118	523.3531379	7.81E-23	5.59E-05	11117.7701	0.168184466	3.30610000000000e-319	0.167254273	3.98E-05	583.1778034	0.099560042	0.000657885	0.745332866	3.80000000000000e-322	0.001132023	2.13E-12	9.94E-11	6.59540000000000e-319	1.12805000000000e-319	11.92098902
1	0.011166532	4.110660319	3.19E-09	1.02354358	0.052631761	2.10E-04	0.003565202	2.06E-12	7.212248353	1.159500204	0.02182343	0.052516831	0.002686874	2.84E-09	4.44E-05	1.40E-01	0.000497234	0.00181067	523.555753	9.05E-22	0.000174565	11117.80419	0.176858189	3.30610000000000e-319	0.167257943	3.98E-05	577.2567172	0.101908272	0.000668191	0.762587976	4.25000000000000e-322	0.000985786	5.91E-12	1.11E-10	6.86806000000000e-319	1.18150000000000e-319	11.87872005
1.1	0.013729241	4.594638262	3.54E-09	1.027089773	0.043248785	1.34E-04	0.004148901	2.37E-12	6.425371393	1.158736191	0.023937138	0.052034194	0.003175034	4.50E-09	4.58E-05	1.25E-01	0.000492258	0.001817472	523.7578569	9.05E-21	0.000499316	11117.8394	0.185396042	3.30610000000000e-319	0.167262001	3.98E-05	571.1753495	0.104176803	0.000677971	0.779141033	4.64000000000000e-322	0.000876872	1.63E-11	1.22E-10	7.16360000000000e-319	1.22597000000000e-319	11.83447826
1.2	0.01691398	5.268408714	3.91E-09	1.030727671	0.034680653	7.47E-05	0.00476926	2.70E-12	5.66075201	1.157461947	0.026025313	0.051480657	0.00370911	7.45E-09	4.88E-05	1.10E-01	0.000487048	0.001821914	523.9591246	7.71E-20	0.001304575	11117.87569	0.193802169	3.30610000000000e-319	0.167266448	3.98E-05	564.9579626	0.106352217	0.000687179	0.794919797	5.04000000000000e-322	0.000800939	4.52E-11	1.33E-10	7.45850000000000e-319	1.26980000000000e-319	11.78828215
1.3	0.020858527	6.154359139	4.29E-09	1.034454351	0.026991726	5.85E-05	0.005411272	3.04E-12	4.92E+00	1.155165881	0.028079862	0.050858147	0.004286129	1.29E-08	5.28E-05	9.53E-02	0.000481604	0.001824852	524.1593587	5.52E-19	0.003105049	11117.91309	0.202080575	3.30610000000000e-319	0.167271284	3.98E-05	558.6292667	0.108414408	0.00069576	0.809835168	5.43000000000000e-322	0.000754793	1.25E-10	1.44E-10	7.77570000000000e-319	1.31310000000000e-319	11.74011244
1.4	0.025724023	7.28123748	4.69E-09	1.038266155	0.020253911	2.34E-05	0.006056017	3.38E-12	4.21E+00	1.151033933	0.030089103	0.050169641	0.004901692	2.28E-08	5.73E-05	8.15E-02	0.000475921	0.001826811	524.358443	3.27E-18	0.00671809	11117.95164	0.210235134	3.30610000000000e-319	0.167276509	3.98E-05	552.2139765	0.110333974	0.000703649	0.823788793	5.83000000000000e-322	0.000736184	3.46E-10	1.56E-10	8.11384000000000e-319	1.35570000000000e-319	11.68992511
1.5	0.031688934	8.681767078	5.10E-09	1.042158085	1.45E-02	9.07E-06	0.006681946	3.71E-12	3.54E+00	1.144015478	0.032036374	0.049419225	0.00555025	4.11E-08	6.17E-05	6.85E-02	0.000469997	0.001828123	524.5563142	1.58E-17	0.013197788	11117.99139	0.218269586	3.30610000000000e-319	0.167282123	3.98E-05	545.7363941	0.112069101	0.000710786	0.836686066	6.23000000000000e-322	0.0007435	9.58E-10	1.67E-10	8.47486000000000e-319	1.40020000000000e-319	11.63766624
1.6	0.038932775	10.38779191	5.52E-09	1.046122822	9.90E-03	3.51E-06	0.007267821	4.02E-12	2.91E+00	1.133105815	0.033898404	0.048612555	0.006225556	7.38E-08	6.51E-05	5.63E-02	0.000463829	0.001829	524.7529438	6.11E-17	0.023552515	11118.0324	0.226187538	3.30610000000000e-319	0.167288126	3.98E-05	539.2200307	0.1135698	0.000717125	0.848458405	6.67000000000000e-322	0.000775386	2.65E-09	1.78E-10	8.85627000000000e-319	1.44400000000000e-319	11.58329068
