z	 POPzt	 POCzt	 DOPzt	 DOCzt	 O2zt	 NO3zt	 NH4zt	 NH3zt	 FeOH3zt	 FeOOHzt	 Fe2zt	 SO4zt	 H2Szt	 HSzt	 PO4zt	 PO4adsazt	 PO4adsbzt	 S0zt	 S8zt	 FeSzt	 FeS2zt	 AlOH3zt	 Ca2zt	 Ca3PO42zt	 OMSzt	 Hzt	 CaCO3zt	 CO2zt	 CO3zt	 HCO3zt	 H2CO3zt	 Chlzt	 CH4aq	 CH4g	 FeCO3	 Fe3PO42	 PO4adsczt
22	1.948925715	277.1290183	1.34E-07	0.119016882	7.87E-88	2.95E-91	0.031494584	1.77E-11	2.58E-12	5.29E-03	0.016587606	2.28E-06	0.047055998	1.41E-07	1.81E-07	8.21E-22	5.62E-07	0.001896551	545.2602785	1.02E-10	3.405088923	11110.01208	0.373693356	3.30610000000000e-319	0.169344927	3.98E-05	26.82197119	0.154137258	0.000815161	1.169226088	6.34000000000000e-321	0.015612174	3.09E-28	2.64E-09	3.64043000000000e-318	2.34503000000000e-319	5.304907101
22.1	1.953833745	277.9085685	1.34E-07	0.119127173	3.08E-88	1.14E-91	0.0314895	1.77E-11	2.51E-12	5.15E-03	0.016582473	2.22E-06	0.04706272	1.38E-07	1.77E-07	7.78E-22	5.33E-07	0.001896651	545.2890199	1.03E-10	3.416927017	11110.00351	0.374192704	3.30610000000000e-319	0.169353691	3.98E-05	26.6827848	0.15420209	0.000815468	1.169718498	6.35400000000000e-321	0.015494286	3.11E-28	2.65E-09	3.64481000000000e-318	2.34503000000000e-319	5.24341449
22.2	1.958669794	278.6777435	1.35E-07	0.119236585	1.21E-88	4.42E-92	0.031484446	1.77E-11	2.44E-12	5.01E-03	0.016577504	2.16E-06	0.047069333	1.35E-07	1.73E-07	7.38E-22	5.05E-07	0.001896749	545.3173033	1.03E-10	3.428636504	11109.99471	0.374685003	3.30610000000000e-319	0.169362318	3.98E-05	26.54545694	0.154265908	0.000815771	1.170203206	6.37000000000000e-321	0.015377515	3.13E-28	2.65E-09	3.64920000000000e-318	2.34503000000000e-319	5.182788389
22.3	1.963434138	279.4365552	1.35E-07	0.119345097	4.73E-89	1.71E-92	0.031479425	1.77E-11	2.38E-12	4.88E-03	0.016572698	2.10E-06	0.047075836	1.32E-07	1.69E-07	6.99E-22	4.79E-07	0.001896846	545.3451322	1.04E-10	3.440216664	11109.98569	0.37517028	3.30610000000000e-319	0.169370808	3.98E-05	26.40998243	0.15432872	0.000816069	1.170680274	6.38000000000000e-321	0.015261875	3.16E-28	2.66E-09	3.65352000000000e-318	2.34503000000000e-319	5.123025472
22.4	1.968127061	280.1850157	1.36E-07	0.11945269	1.85E-89	6.64E-93	0.031474438	1.77E-11	2.31E-12	4.76E-03	0.016568052	2.04E-06	0.047082231	1.29E-07	1.66E-07	6.63E-22	4.55E-07	0.001896941	545.3725101	1.05E-10	3.451666786	11109.97646	0.375648558	3.30610000000000e-319	0.169379163	3.98E-05	26.27635624	0.154390534	0.000816362	1.171149761	6.39300000000000e-321	0.01514738	3.18E-28	2.67E-09	3.65797000000000e-318	2.34503000000000e-319	5.064122442
22.5	1.972748847	280.9231379	1.36E-07	0.119559346	7.26E-90	2.57E-93	0.031469487	1.77E-11	2.25E-12	4.63E-03	0.016563564	1.98E-06	0.04708852	1.26E-07	1.62E-07	6.29E-22	4.31E-07	0.001897035	545.3994405	1.05E-10	3.462986166	11109.96703	0.376119864	3.30610000000000e-319	0.169387384	3.98E-05	26.14457342	0.154451359	0.00081665	1.171611727	6.40300000000000e-321	0.015034042	3.20E-28	2.68E-09	3.66229000000000e-318	2.34503000000000e-319	5.006076029
22.6	1.977299784	281.6509349	1.36E-07	0.119665046	2.85E-90	9.97E-94	0.031464575	1.77E-11	2.19E-12	4.51E-03	0.01655923	1.93E-06	0.047094702	1.23E-07	1.58E-07	5.96E-22	4.09E-07	0.001897127	545.4259268	1.06E-10	3.474174107	11109.95742	0.376584222	3.30610000000000e-319	0.16939547	3.98E-05	26.01462919	0.154511201	0.000816933	1.172066229	6.41300000000000e-321	0.014921875	3.23E-28	2.68E-09	3.66668000000000e-318	2.34503000000000e-319	4.94888299
22.7	1.981780163	282.3684204	1.37E-07	0.119769772	1.11E-90	3.86E-94	0.031459702	1.77E-11	2.13E-12	4.39E-03	0.016555048	1.88E-06	0.047100779	1.20E-07	1.54E-07	5.65E-22	3.88E-07	0.001897218	545.4519723	1.07E-10	3.485229919	11109.94763	0.377041657	3.30610000000000e-319	0.169403422	3.98E-05	25.88651887	0.154570068	0.000817212	1.172513324	6.42300000000000e-321	0.014810892	3.25E-28	2.69E-09	3.67100000000000e-318	2.34503000000000e-319	4.892540114
22.8	1.986190277	283.0756084	1.37E-07	0.119873504	4.37E-91	1.50E-94	0.031454871	1.77E-11	2.07E-12	4.28E-03	0.016551016	1.83E-06	0.047106752	1.18E-07	1.51E-07	5.36E-22	3.68E-07	0.001897307	545.4775804	1.07E-10	3.496152918	11109.93768	0.377492193	3.30610000000000e-319	0.169411242	3.98E-05	25.76023791	0.154627968	0.000817486	1.172953068	6.43300000000000e-321	0.014701105	3.27E-28	2.70E-09	3.67545000000000e-318	2.34503000000000e-319	4.837044221
22.9	1.990530422	283.7725133	1.38E-07	0.119976225	1.71E-91	5.80E-95	0.031450083	1.77E-11	2.01E-12	4.17E-03	0.01654713	1.78E-06	0.047112622	1.15E-07	1.47E-07	5.08E-22	3.49E-07	0.001897394	545.5027545	1.08E-10	3.50694243	11109.92758	0.377935855	3.30610000000000e-319	0.16941893	3.98E-05	25.63578187	0.154684906	0.000817756	1.173385514	6.45000000000000e-321	0.014592528	3.29E-28	2.71E-09	3.67977000000000e-318	2.34503000000000e-319	4.782392163
23	1.994800893	284.4591498	1.38E-07	0.120077917	6.70E-92	2.25E-95	0.03144534	1.77E-11	1.96E-12	4.06E-03	0.016543388	1.73E-06	0.047118389	1.12E-07	1.44E-07	4.82E-22	3.31E-07	0.001897481	545.5274976	1.08E-10	3.517597784	11109.91734	0.378372665	3.30610000000000e-319	0.169426487	3.98E-05	25.51314645	0.154740892	0.000818021	1.173810716	6.46000000000000e-321	0.014485173	3.32E-28	2.71E-09	3.68409400000000e-318	2.34503000000000e-319	4.728580825
23.1	1.999001991	285.135533	1.38E-07	0.120178562	2.63E-92	8.70E-96	0.031440643	1.77E-11	1.90E-12	3.96E-03	0.016539787	1.68E-06	0.047124055	1.10E-07	1.41E-07	4.57E-22	3.13E-07	0.001897565	545.5518132	1.09E-10	3.528118317	11109.90696	0.378802648	3.30610000000000e-319	0.169433913	3.98E-05	25.39232745	0.15479593	0.000818281	1.174228724	6.47700000000000e-321	0.014379052	3.34E-28	2.72E-09	3.68854000000000e-318	2.34503000000000e-319	4.675607126
23.2	2.003134014	285.8016781	1.39E-07	0.120278143	1.03E-92	3.37E-96	0.031435993	1.77E-11	1.85E-12	3.85E-03	0.016536324	1.64E-06	0.04712962	1.07E-07	1.38E-07	4.34E-22	2.97E-07	0.001897648	545.5757043	1.10E-10	3.538503375	11109.89647	0.379225828	3.30610000000000e-319	0.16944121	3.98E-05	25.27332083	0.154850029	0.000818537	1.174639591	6.48700000000000e-321	0.014274179	3.36E-28	2.73E-09	3.69293000000000e-318	2.34503000000000e-319	4.623468023
23.3	2.007197264	286.4576007	1.39E-07	0.120376642	4.03E-93	1.31E-96	0.031431392	1.77E-11	1.80E-12	3.75E-03	0.016532997	1.59E-06	0.047135085	1.05E-07	1.34E-07	4.11E-22	2.82E-07	0.00189773	545.5991742	1.10E-10	3.548752306	11109.88588	0.379642226	3.30610000000000e-319	0.169448377	3.98E-05	25.15612262	0.154903194	0.000818789	1.175043364	6.50000000000000e-321	0.014170563	3.38E-28	2.73E-09	3.69725000000000e-318	2.34503000000000e-319	4.572160506
23.4	2.011192042	287.1033164	1.40E-07	0.120474042	1.58E-93	5.06E-97	0.031426842	1.77E-11	1.75E-12	3.66E-03	0.016529801	1.55E-06	0.047140451	1.03E-07	1.31E-07	3.90E-22	2.67E-07	0.00189781	545.6222258	1.11E-10	3.558864469	11109.87518	0.380051866	3.30610000000000e-319	0.169455416	3.98E-05	25.04072899	0.154955431	0.000819036	1.175440093	6.51700000000000e-321	0.014068219	3.40E-28	2.74E-09	3.70170000000000e-318	2.34503000000000e-319	4.521681605
23.5	2.01511865	287.7388414	1.40E-07	0.120570327	6.19E-94	1.96E-97	0.031422343	1.77E-11	1.71E-12	3.56E-03	0.016526735	1.51E-06	0.047145719	1.00E-07	1.28E-07	3.70E-22	2.53E-07	0.001897889	545.6448623	1.11E-10	3.568839226	11109.8644	0.38045477	3.30610000000000e-319	0.169462328	3.98E-05	24.92713625	0.155006747	0.000819279	1.175829824	6.53000000000000e-321	0.013967158	3.42E-28	2.75E-09	3.70602000000000e-318	2.34503000000000e-319	4.472028389
23.6	2.01897739	288.3641916	1.40E-07	0.120665479	2.42E-94	7.60E-98	0.031417897	1.77E-11	1.66E-12	3.47E-03	0.016523795	1.47E-06	0.047150889	9.80E-08	1.25E-07	3.51E-22	2.40E-07	0.001897966	545.6670867	1.12E-10	3.578675947	11109.85354	0.380850961	3.30610000000000e-319	0.169469114	3.98E-05	24.8153408	0.155057148	0.000819517	1.176212605	6.54000000000000e-321	0.013867391	3.44E-28	2.75E-09	3.71034400000000e-318	2.34503000000000e-319	4.423197967
23.7	2.022768565	288.9793832	1.41E-07	0.120759482	9.49E-95	2.94E-98	0.031413504	1.77E-11	1.62E-12	3.39E-03	0.016520978	1.43E-06	0.047155962	9.58E-08	1.22E-07	3.33E-22	2.27E-07	0.001898042	545.688902	1.12E-10	3.588374006	11109.84262	0.38124046	3.30610000000000e-319	0.169475773	3.98E-05	24.70533917	0.15510664	0.000819751	1.176588479	6.55600000000000e-321	0.013768929	3.46E-28	2.76E-09	3.71479000000000e-318	2.34503000000000e-319	4.375187486
23.8	2.026492475	289.5844327	1.41E-07	0.120852321	3.72E-95	1.14E-98	0.031409166	1.77E-11	1.57E-12	3.30E-03	0.016518281	1.39E-06	0.04716094	9.37E-08	1.20E-07	3.16E-22	2.16E-07	0.001898117	545.7103111	1.13E-10	3.597932787	11109.83164	0.381623288	3.30610000000000e-319	0.169482307	3.98E-05	24.597128	0.155155229	0.00081998	1.176957491	6.57000000000000e-321	0.013671785	3.48E-28	2.77E-09	3.71911400000000e-318	2.34503000000000e-319	4.32799414
23.9	2.030149424	290.1793563	1.41E-07	0.120943978	1.46E-95	4.42E-99	0.031404884	1.76E-11	1.53E-12	3.22E-03	0.016515702	1.36E-06	0.047165822	9.16E-08	1.17E-07	3.00E-22	2.04E-07	0.00189819	545.7313169	1.14E-10	3.607351676	11109.82062	0.381999468	3.30610000000000e-319	0.169488717	3.98E-05	24.49070404	0.15520292	0.000820206	1.177319684	6.58600000000000e-321	0.01357597	3.50E-28	2.77E-09	3.72350000000000e-318	2.34503000000000e-319	4.281615161
24	2.03373971	290.7641705	1.42E-07	0.121034438	5.71E-96	1.71E-99	0.031400658	1.76E-11	1.49E-12	3.13E-03	0.016513236	1.32E-06	0.04717061	8.95E-08	1.14E-07	2.85E-22	1.94E-07	0.001898262	545.7519222	1.14E-10	3.616630066	11109.80956	0.38236902	3.30610000000000e-319	0.169495003	3.98E-05	24.38606419	0.155249719	0.000820427	1.1776751	6.60000000000000e-321	0.013481494	3.52E-28	2.78E-09	3.72782400000000e-318	2.34503000000000e-319	4.236047828
24.1	2.037263634	291.3388918	1.42E-07	0.121123686	2.24E-96	6.63E-100	0.03139649	1.76E-11	1.45E-12	3.05E-03	0.016510882	1.28E-06	0.047175304	8.75E-08	1.11E-07	2.70E-22	1.83E-07	0.001898332	545.7721299	1.15E-10	3.625767357	11109.79848	0.382731964	3.30610000000000e-319	0.169501167	3.98E-05	24.28320542	0.155295631	0.000820644	1.178023781	6.61000000000000e-321	0.013388369	3.54E-28	2.78E-09	3.73227000000000e-318	2.34503000000000e-319	4.191289465
24.2	2.040721492	291.9035365	1.42E-07	0.121211707	8.76E-97	2.57E-100	0.03139238	1.76E-11	1.41E-12	2.98E-03	0.016508636	1.25E-06	0.047179905	8.56E-08	1.09E-07	2.56E-22	1.74E-07	0.001898401	545.7919426	1.15E-10	3.634762954	11109.78738	0.383088322	3.30610000000000e-319	0.169507208	3.98E-05	24.18212485	0.155340661	0.000820856	1.178365766	6.62500000000000e-321	0.013296605	3.56E-28	2.79E-09	3.73659400000000e-318	2.34503000000000e-319	4.147337442
24.3	2.044113582	292.458121	1.43E-07	0.121298484	3.43E-97	9.95E-101	0.03138833	1.76E-11	1.38E-12	2.90E-03	0.016506495	1.22E-06	0.047184413	8.37E-08	1.06E-07	2.43E-22	1.65E-07	0.001898469	545.8113632	1.16E-10	3.643616267	11109.77628	0.383438112	3.30610000000000e-319	0.169513128	3.98E-05	24.08281969	0.155384815	0.000821065	1.178701094	6.63500000000000e-321	0.013206213	3.58E-28	2.80E-09	3.74098000000000e-318	2.34503000000000e-319	4.104189175
24.4	2.047440198	293.0026618	1.43E-07	0.121384004	1.34E-97	3.86E-101	0.031384339	1.76E-11	1.34E-12	2.83E-03	0.016504456	1.19E-06	0.047188829	8.18E-08	1.04E-07	2.31E-22	1.56E-07	0.001898535	545.8303943	1.16E-10	3.652326712	11109.76518	0.383781356	3.30610000000000e-319	0.169518928	3.98E-05	23.98528729	0.155428098	0.000821269	1.179029804	6.65000000000000e-321	0.013117204	3.60E-28	2.80E-09	3.74536300000000e-318	2.34503000000000e-319	4.06184213
24.5	2.050701631	293.5371749	1.43E-07	0.121468252	5.27E-98	1.49E-101	0.03138041	1.76E-11	1.30E-12	2.76E-03	0.016502516	1.15E-06	0.047193155	8.00E-08	1.01E-07	2.19E-22	1.48E-07	0.0018986	545.8490384	1.17E-10	3.66089371	11109.7541	0.384118071	3.30610000000000e-319	0.169524608	3.98E-05	23.88952508	0.155470514	0.000821469	1.179351933	6.66500000000000e-321	0.013029588	3.62E-28	2.81E-09	3.74975000000000e-318	2.34503000000000e-319	4.020293822
24.6	2.053898173	294.0616765	1.44E-07	0.121551214	2.06E-98	5.79E-102	0.031376541	1.76E-11	1.27E-12	2.69E-03	0.016500672	1.12E-06	0.047197389	7.82E-08	9.90E-08	2.08E-22	1.40E-07	0.001898663	545.8672983	1.17E-10	3.669316689	11109.74304	0.384448278	3.30610000000000e-319	0.169530169	3.98E-05	23.79553063	0.155512068	0.000821665	1.179667517	6.67500000000000e-321	0.012943374	3.64E-28	2.81E-09	3.75407400000000e-318	2.34503000000000e-319	3.979541814
24.7	2.057030109	294.5761824	1.44E-07	0.121632875	8.08E-99	2.24E-102	0.031372735	1.76E-11	1.24E-12	2.62E-03	0.016498921	1.09E-06	0.047201534	7.65E-08	9.66E-08	1.98E-22	1.33E-07	0.001898725	545.8851763	1.18E-10	3.677595079	11109.73201	0.384771995	3.30610000000000e-319	0.169535612	3.98E-05	23.70330161	0.155552766	0.000821857	1.179976593	6.68500000000000e-321	0.012858574	3.65E-28	2.82E-09	3.75852000000000e-318	2.34503000000000e-319	3.939583724
24.8	2.060097725	295.0807086	1.44E-07	0.121713222	3.17E-99	8.69E-103	0.031368991	1.76E-11	1.20E-12	2.56E-03	0.016497261	1.07E-06	0.047205589	7.48E-08	9.44E-08	1.87E-22	1.26E-07	0.001898786	545.902675	1.18E-10	3.685728319	11109.72102	0.385089241	3.30610000000000e-319	0.169540937	3.98E-05	23.61283582	0.155592611	0.000822045	1.180279194	6.69500000000000e-321	0.012775196	3.67E-28	2.82E-09	3.76284300000000e-318	2.34503000000000e-319	3.90041722
24.9	2.063101302	295.5752705	1.45E-07	0.12179224	1.24E-99	3.37E-103	0.031365311	1.76E-11	1.17E-12	2.50E-03	0.016495687	1.04E-06	0.047209556	7.31E-08	9.21E-08	1.78E-22	1.19E-07	0.001898846	545.9197968	1.19E-10	3.69371585	11109.71009	0.385400033	3.30610000000000e-319	0.169546146	3.98E-05	23.52413114	0.155631608	0.000822229	1.180575355	6.71000000000000e-321	0.012693251	3.69E-28	2.83E-09	3.76723000000000e-318	2.34503000000000e-319	3.862040022
25	2.066041118	296.0598834	1.45E-07	0.121869918	4.86E-100	1.30E-103	0.031361694	1.76E-11	1.14E-12	2.43E-03	0.016494197	1.01E-06	0.047213434	7.15E-08	9.00E-08	1.69E-22	1.13E-07	0.001898904	545.9365441	1.19E-10	3.70155712	11109.69921	0.385704389	3.30610000000000e-319	0.169551239	3.98E-05	23.4371856	0.155669761	0.000822409	1.180865108	6.72000000000000e-321	0.012612749	3.71E-28	2.83E-09	3.77161300000000e-318	2.34503000000000e-319	3.824449908
25.1	2.068917446	296.5345624	1.45E-07	0.12194624	1.90E-100	5.05E-104	0.031358142	1.76E-11	1.11E-12	2.37E-03	0.016492789	9.85E-07	0.047217225	7.00E-08	8.79E-08	1.60E-22	1.07E-07	0.001898961	545.9529192	1.19E-10	3.709251581	11109.6884	0.386002328	3.30610000000000e-319	0.169556216	3.98E-05	23.3519973	0.155707075	0.000822585	1.181148487	6.73400000000000e-321	0.012533698	3.72E-28	2.84E-09	3.77600000000000e-318	2.34503000000000e-319	3.787644707
25.2	2.071730558	296.9993224	1.46E-07	0.122021196	7.46E-101	1.96E-104	0.031354655	1.76E-11	1.08E-12	2.32E-03	0.016491459	9.59E-07	0.047220929	6.84E-08	8.58E-08	1.52E-22	1.02E-07	0.001899017	545.9689244	1.20E-10	3.71679869	11109.67767	0.386293865	3.30610000000000e-319	0.169561079	3.98E-05	23.26856448	0.155743553	0.000822757	1.181425521	6.74400000000000e-321	0.012456108	3.74E-28	2.84E-09	3.78140600000000e-318	2.34503000000000e-319	3.751622308
25.3	2.07448072	297.4541777	1.46E-07	0.122094771	2.92E-101	7.59E-105	0.031351233	1.76E-11	1.05E-12	2.26E-03	0.016490205	9.34E-07	0.047224546	6.69E-08	8.38E-08	1.45E-22	9.62E-08	0.001899071	545.984562	1.20E-10	3.724197909	11109.66703	0.386579017	3.30610000000000e-319	0.169565829	3.98E-05	23.18688549	0.155779201	0.000822925	1.181696243	6.75400000000000e-321	0.012379988	3.76E-28	2.85E-09	3.78585000000000e-318	2.34503000000000e-319	3.716380654
25.4	2.077168195	297.8991426	1.46E-07	0.122166954	1.14E-101	2.94E-105	0.031347876	1.76E-11	1.03E-12	2.21E-03	0.016489023	9.10E-07	0.047228077	6.54E-08	8.18E-08	1.37E-22	9.12E-08	0.001899124	545.999834	1.21E-10	3.731448704	11109.65648	0.386857802	3.30610000000000e-319	0.169570465	3.98E-05	23.10695878	0.15581402	0.000823089	1.181960682	6.76400000000000e-321	0.012305347	3.77E-28	2.85E-09	3.79017500000000e-318	2.34503000000000e-319	3.681917747
25.5	2.079793238	298.3342309	1.46E-07	0.122237733	4.49E-102	1.14E-105	0.031344586	1.76E-11	9.99E-13	2.15E-03	0.016487912	8.86E-07	0.047231523	6.40E-08	7.98E-08	1.30E-22	8.64E-08	0.001899176	546.0147426	1.21E-10	3.738550548	11109.64603	0.387130234	3.30610000000000e-319	0.169574989	3.98E-05	23.0287829	0.155848017	0.000823249	1.182218867	6.77400000000000e-321	0.012232195	3.79E-28	2.86E-09	3.79450000000000e-318	2.34503000000000e-319	3.64823165
25.6	2.082356105	298.7594559	1.47E-07	0.122307095	1.76E-102	4.41E-106	0.031341363	1.76E-11	9.73E-13	2.10E-03	0.016486867	8.63E-07	0.047234884	6.26E-08	7.79E-08	1.24E-22	8.19E-08	0.001899227	546.02929	1.22E-10	3.745502915	11109.63569	0.38739633	3.30610000000000e-319	0.169579402	3.98E-05	22.95235655	0.155881193	0.000823405	1.182470826	6.79000000000000e-321	0.012160539	3.80E-28	2.86E-09	3.79894500000000e-318	2.34503000000000e-319	3.615320482
25.7	2.084857042	299.1748307	1.47E-07	0.122375029	6.88E-103	1.71E-106	0.031338207	1.76E-11	9.47E-13	2.05E-03	0.016485888	8.41E-07	0.04723816	6.12E-08	7.61E-08	1.18E-22	7.76E-08	0.001899276	546.043478	1.22E-10	3.752305286	11109.62547	0.387656105	3.30610000000000e-319	0.169583703	3.98E-05	22.87767849	0.155913554	0.000823557	1.182716588	6.80000000000000e-321	0.012090388	3.82E-28	2.87E-09	3.80327000000000e-318	2.34503000000000e-319	3.583182427
25.8	2.087296292	299.5803678	1.47E-07	0.122441524	2.70E-103	6.62E-107	0.031335118	1.76E-11	9.23E-13	2.00E-03	0.01648497	8.19E-07	0.047241352	5.99E-08	7.43E-08	1.12E-22	7.36E-08	0.001899324	546.0573088	1.22E-10	3.758957146	11109.61537	0.387909574	3.30610000000000e-319	0.169587894	3.98E-05	22.80474762	0.155945101	0.000823706	1.182956179	6.81300000000000e-321	0.012021752	3.83E-28	2.87E-09	3.80765500000000e-318	2.34503000000000e-319	3.551815728
25.9	2.089674093	299.9760794	1.47E-07	0.122506568	1.06E-103	2.57E-107	0.031332096	1.76E-11	8.99E-13	1.95E-03	0.016484111	7.98E-07	0.04724446	5.86E-08	7.25E-08	1.06E-22	6.98E-08	0.001899371	546.0707842	1.23E-10	3.765457985	11109.60541	0.388156751	3.30610000000000e-319	0.169591976	3.98E-05	22.73356295	0.15597584	0.00082385	1.183189625	6.82300000000000e-321	0.011954637	3.85E-28	2.88E-09	3.81204000000000e-318	2.34503000000000e-319	3.521218691
26	2.091990676	300.3619772	1.48E-07	0.122570152	4.14E-104	9.94E-108	0.031329143	1.76E-11	8.76E-13	1.91E-03	0.016483309	7.77E-07	0.047247486	5.73E-08	7.08E-08	1.01E-22	6.61E-08	0.001899417	546.083906	1.23E-10	3.771807295	11109.59559	0.388397651	3.30610000000000e-319	0.169595949	3.98E-05	22.66412358	0.156005772	0.000823991	1.183416953	6.83300000000000e-321	0.011889052	3.86E-28	2.88E-09	3.81642500000000e-318	2.34503000000000e-319	3.491389686
26.1	2.094246268	300.7380724	1.48E-07	0.122632263	1.62E-104	3.85E-108	0.031326258	1.76E-11	8.53E-13	1.86E-03	0.016482561	7.57E-07	0.047250429	5.61E-08	6.91E-08	9.57E-23	6.27E-08	0.001899462	546.0966761	1.24E-10	3.778004574	11109.58592	0.388632288	3.30610000000000e-319	0.169599813	3.98E-05	22.59642874	0.156034902	0.000824128	1.183638187	6.84300000000000e-321	0.011825006	3.87E-28	2.88E-09	3.82075000000000e-318	2.34503000000000e-319	3.462327148
26.2	2.096441088	301.1043755	1.48E-07	0.122692892	6.35E-105	1.49E-108	0.031323442	1.76E-11	8.31E-13	1.82E-03	0.016481864	7.38E-07	0.047253289	5.49E-08	6.75E-08	9.09E-23	5.95E-08	0.001899505	546.1090962	1.24E-10	3.784049325	11109.5764	0.388860675	3.30610000000000e-319	0.16960357	3.98E-05	22.53047776	0.156063233	0.000824262	1.183853352	6.85300000000000e-321	0.011762506	3.89E-28	2.89E-09	3.82519500000000e-318	2.34503000000000e-319	3.434029575
26.3	2.098575349	301.4608967	1.48E-07	0.122752029	2.49E-105	5.78E-109	0.031320695	1.76E-11	8.09E-13	1.78E-03	0.016481217	7.19E-07	0.047256068	5.37E-08	6.58E-08	8.63E-23	5.64E-08	0.001899547	546.121168	1.24E-10	3.789941053	11109.56705	0.389082825	3.30610000000000e-319	0.169607219	3.98E-05	22.46627007	0.156090768	0.000824391	1.184062471	6.86300000000000e-321	0.011701559	3.90E-28	2.89E-09	3.82952000000000e-318	2.34503000000000e-319	3.406495533
26.4	2.100649261	301.8076456	1.49E-07	0.122809663	9.75E-106	2.24E-109	0.031318018	1.76E-11	7.88E-13	1.74E-03	0.016480617	7.01E-07	0.047258765	5.26E-08	6.43E-08	8.20E-23	5.35E-08	0.001899588	546.1328933	1.25E-10	3.79567927	11109.55786	0.389298751	3.30610000000000e-319	0.169610763	3.98E-05	22.40380522	0.156117509	0.000824517	1.184265567	6.87000000000000e-321	0.011642174	3.91E-28	2.90E-09	3.83390500000000e-318	2.34503000000000e-319	3.379723655
26.5	2.102663022	302.1446311	1.49E-07	0.122865786	3.82E-106	8.68E-110	0.03131541	1.76E-11	7.68E-13	1.70E-03	0.016480061	6.83E-07	0.047261381	5.14E-08	6.27E-08	7.79E-23	5.08E-08	0.001899627	546.1442734	1.25E-10	3.801263488	11109.54886	0.389508465	3.30610000000000e-319	0.1696142	3.98E-05	22.34308288	0.15614346	0.000824639	1.184462663	6.88000000000000e-321	0.011584359	3.92E-28	2.90E-09	3.83823000000000e-318	2.34503000000000e-319	3.353712641
26.6	2.104616827	302.4718617	1.49E-07	0.122920387	1.50E-106	3.36E-110	0.031312872	1.76E-11	7.48E-13	1.66E-03	0.016479547	6.65E-07	0.047263917	5.03E-08	6.12E-08	7.40E-23	4.82E-08	0.001899666	546.1553101	1.25E-10	3.806693227	11109.54003	0.38971198	3.30610000000000e-319	0.169617532	3.98E-05	22.28410279	0.156168624	0.000824757	1.184653781	6.89700000000000e-321	0.011528119	3.94E-28	2.90E-09	3.84267500000000e-318	2.34503000000000e-319	3.328461259
26.7	2.106510863	302.7893449	1.49E-07	0.122973459	5.86E-107	1.30E-110	0.031310404	1.76E-11	7.29E-13	1.62E-03	0.016479073	6.48E-07	0.047266372	4.93E-08	5.98E-08	7.03E-23	4.57E-08	0.001899703	546.1660047	1.26E-10	3.811968009	11109.5314	0.389909306	3.30610000000000e-319	0.169620759	3.98E-05	22.22686485	0.156193003	0.000824872	1.184838942	6.90000000000000e-321	0.011473463	3.95E-28	2.91E-09	3.84700000000000e-318	2.34503000000000e-319	3.303968348
26.8	2.108345309	303.0970881	1.49E-07	0.123024991	2.30E-107	5.05E-111	0.031308007	1.76E-11	7.10E-13	1.59E-03	0.016478637	6.32E-07	0.047268748	4.82E-08	5.83E-08	6.68E-23	4.34E-08	0.001899739	546.1763586	1.26E-10	3.817087359	11109.52296	0.390100456	3.30610000000000e-319	0.169623882	3.98E-05	22.17136903	0.1562166	0.000824983	1.185018167	6.91000000000000e-321	0.011420398	3.96E-28	2.91E-09	3.84916000000000e-318	2.34503000000000e-319	3.280232816
26.9	2.110120338	303.3950975	1.50E-07	0.123074976	9.00E-108	1.96E-111	0.031305681	1.76E-11	6.92E-13	1.55E-03	0.016478237	6.15E-07	0.047271044	4.72E-08	5.69E-08	6.34E-23	4.13E-08	0.001899774	546.1863733	1.26E-10	3.822050808	11109.51472	0.39028544	3.30610000000000e-319	0.169626901	3.98E-05	22.11761542	0.156239418	0.00082509	1.185191475	6.92000000000000e-321	0.01136893	3.97E-28	2.91E-09	3.84916000000000e-318	2.34503000000000e-319	3.257253643
27	2.111836115	303.683379	1.50E-07	0.123123405	3.52E-108	7.57E-112	0.031303425	1.76E-11	6.75E-13	1.52E-03	0.01647787	6.00E-07	0.047273261	4.62E-08	5.55E-08	6.03E-23	3.92E-08	0.001899807	546.19605	1.27E-10	3.82685789	11109.50669	0.390464268	3.30610000000000e-319	0.169629817	3.98E-05	22.06560423	0.156261459	0.000825193	1.185358888	6.93000000000000e-321	0.011319067	3.98E-28	2.92E-09	3.84916000000000e-318	2.34503000000000e-319	3.235029879
27.1	2.113492796	303.9619377	1.50E-07	0.12317027	1.38E-108	2.93E-112	0.031301241	1.76E-11	6.57E-13	1.49E-03	0.016477534	5.85E-07	0.047275399	4.52E-08	5.42E-08	5.73E-23	3.73E-08	0.00189984	546.2053899	1.27E-10	3.83150814	11109.49887	0.39063695	3.30610000000000e-319	0.169632631	3.98E-05	22.01533576	0.156282726	0.000825293	1.185520422	6.93700000000000e-321	0.011270815	3.99E-28	2.92E-09	3.84916000000000e-318	2.34503000000000e-319	3.213560649
