z	 POPzt	 POCzt	 DOPzt	 DOCzt	 O2zt	 NO3zt	 NH4zt	 NH3zt	 FeOH3zt	 FeOOHzt	 Fe2zt	 SO4zt	 H2Szt	 HSzt	 PO4zt	 PO4adsazt	 PO4adsbzt	 S0zt	 S8zt	 FeSzt	 FeS2zt	 AlOH3zt	 Ca2zt	 Ca3PO42zt	 OMSzt	 Hzt	 CaCO3zt	 CO2zt	 CO3zt	 HCO3zt	 H2CO3zt	 Chlzt	 CH4aq	 CH4g	 FeCO3	 Fe3PO42	 PO4adsczt
16.8	1.589831436	222.291593	1.04E-07	0.112582381	1.15E-66	7.64E-70	0.031709439	1.78E-11	1.20E-11	2.28E-02	0.01709736	1.14E-05	0.046520303	4.78E-07	5.63E-07	1.46E-20	7.81E-06	0.001888817	543.0377251	6.50E-11	2.632973023	11109.82567	0.337318695	3.30610000000000e-319	0.168690641	3.98E-05	36.79313792	0.149099161	0.000791077	1.130953323	5.41500000000000e-321	0.022901752	1.72E-28	2.13E-09	3.27558000000000e-318	2.34503000000000e-319	9.783826729
16.9	1.59868824	223.6041386	1.05E-07	0.112709864	4.49E-67	2.96E-70	0.031708694	1.78E-11	1.17E-11	2.21E-02	0.017083927	1.10E-05	0.046534865	4.67E-07	5.51E-07	1.38E-20	7.44E-06	0.001889019	543.0957902	6.57E-11	2.650295378	11109.84674	0.338223854	3.30610000000000e-319	0.168706919	3.98E-05	36.54699438	0.149233037	0.000791721	1.131970469	5.43500000000000e-321	0.022747716	1.75E-28	2.14E-09	3.28212700000000e-318	2.34503000000000e-319	9.672417175
17	1.607469951	224.9071196	1.06E-07	0.112837525	1.76E-67	1.15E-70	0.031707686	1.78E-11	1.13E-11	2.15E-02	0.017070549	1.06E-05	0.046549219	4.56E-07	5.40E-07	1.31E-20	7.09E-06	0.001889219	543.1531814	6.65E-11	2.667538757	11109.8669	0.339120449	3.30610000000000e-319	0.168723058	3.98E-05	36.30315084	0.149365179	0.000792357	1.132974429	5.46000000000000e-321	0.022593898	1.77E-28	2.15E-09	3.28969700000000e-318	2.34503000000000e-319	9.562055858
17.1	1.61617631	226.2004828	1.06E-07	0.112965346	6.89E-68	4.44E-71	0.031706426	1.78E-11	1.10E-11	2.08E-02	0.017057235	1.02E-05	0.046563369	4.45E-07	5.29E-07	1.23E-20	6.76E-06	0.001889416	543.2099032	6.72E-11	2.684701951	11109.88616	0.34000851	3.30610000000000e-319	0.168739058	3.98E-05	36.06159629	0.149495606	0.000792984	1.133965357	5.48000000000000e-321	0.022440319	1.80E-28	2.16E-09	3.29732500000000e-318	2.34503000000000e-319	9.452739608
17.2	1.624807078	227.4841767	1.07E-07	0.113093312	2.70E-68	1.72E-71	0.031704924	1.78E-11	1.06E-11	2.02E-02	0.017043993	9.90E-06	0.046577317	4.34E-07	5.18E-07	1.16E-20	6.44E-06	0.001889611	543.2659601	6.79E-11	2.701783762	11109.90455	0.340888067	3.30610000000000e-319	0.168754917	3.98E-05	35.82231973	0.149624339	0.000793603	1.134943406	5.50000000000000e-321	0.022287003	1.83E-28	2.17E-09	3.30609500000000e-318	2.34503000000000e-319	9.344465224
17.3	1.63336203	228.7581515	1.08E-07	0.113221405	1.06E-68	6.67E-72	0.031703189	1.78E-11	1.03E-11	1.97E-02	0.017030832	9.56E-06	0.046591068	4.24E-07	5.07E-07	1.10E-20	6.13E-06	0.001889804	543.3213565	6.87E-11	2.718783003	11109.92207	0.341759149	3.30610000000000e-319	0.168770636	3.98E-05	35.58531025	0.149751396	0.000794213	1.135908725	5.52000000000000e-321	0.022133971	1.85E-28	2.18E-09	3.31480500000000e-318	2.34503000000000e-319	9.237229476
17.4	1.641840956	230.0223595	1.08E-07	0.113349607	4.14E-69	2.58E-72	0.031701231	1.78E-11	9.98E-12	1.91E-02	0.01701776	9.24E-06	0.046604624	4.14E-07	4.97E-07	1.04E-20	5.84E-06	0.001889994	543.376097	6.94E-11	2.735698494	11109.93873	0.342621786	3.30610000000000e-319	0.168786212	3.98E-05	35.35055693	0.149876798	0.000794816	1.136861461	5.54300000000000e-321	0.021981245	1.88E-28	2.20E-09	3.32357500000000e-318	2.34503000000000e-319	9.131029105
17.5	1.650243662	231.2767546	1.09E-07	0.113477901	1.62E-69	1.00E-72	0.03169906	1.78E-11	9.68E-12	1.85E-02	0.017004785	8.93E-06	0.046617987	4.04E-07	4.87E-07	9.80E-21	5.56E-06	0.001890182	543.4301859	7.02E-11	2.75252907	11109.95455	0.343476007	3.30610000000000e-319	0.168801646	3.98E-05	35.11804895	0.150000564	0.00079541	1.137801761	5.56300000000000e-321	0.021828847	1.91E-28	2.21E-09	3.33228500000000e-318	2.34503000000000e-319	9.025860826
17.6	1.658569968	232.5212924	1.09E-07	0.113606267	6.35E-70	3.88E-73	0.031696684	1.78E-11	9.39E-12	1.80E-02	0.016991915	8.64E-06	0.046631161	3.95E-07	4.77E-07	9.26E-21	5.30E-06	0.001890368	543.4836278	7.09E-11	2.769273573	11109.96955	0.344321843	3.30610000000000e-319	0.168816937	3.98E-05	34.88777553	0.150122712	0.000795996	1.138729768	5.58300000000000e-321	0.021676797	1.93E-28	2.22E-09	3.34105500000000e-318	2.34503000000000e-319	8.921721325
17.7	1.666819711	233.7559304	1.10E-07	0.113734687	2.49E-70	1.50E-73	0.031694112	1.78E-11	9.10E-12	1.75E-02	0.016979155	8.35E-06	0.046644147	3.85E-07	4.67E-07	8.75E-21	5.04E-06	0.001890552	543.5364271	7.16E-11	2.785930858	11109.98373	0.345159324	3.30610000000000e-319	0.168832084	3.98E-05	34.65972597	0.150243261	0.000796575	1.139645624	5.60000000000000e-321	0.021525117	1.96E-28	2.23E-09	3.34982400000000e-318	2.34503000000000e-319	8.818607265
17.8	1.674992741	234.9806278	1.11E-07	0.113863143	9.75E-71	5.82E-74	0.031691353	1.78E-11	8.83E-12	1.70E-02	0.016966514	8.08E-06	0.04665695	3.76E-07	4.57E-07	8.27E-21	4.80E-06	0.001890734	543.5885882	7.24E-11	2.80249979	11109.99711	0.345988479	3.30610000000000e-319	0.168847087	3.98E-05	34.43388961	0.15036223	0.000797146	1.140549469	5.61800000000000e-321	0.021373827	1.99E-28	2.24E-09	3.35847000000000e-318	2.34503000000000e-319	8.716515284
17.9	1.683088923	236.1953455	1.11E-07	0.113991615	3.82E-71	2.26E-74	0.031688416	1.78E-11	8.56E-12	1.65E-02	0.016953996	7.82E-06	0.046669571	3.68E-07	4.48E-07	7.81E-21	4.57E-06	0.001890913	543.6401156	7.31E-11	2.818979243	11110.0097	0.346809339	3.30610000000000e-319	0.168861945	3.98E-05	34.21025591	0.150479637	0.000797709	1.14144144	5.63700000000000e-321	0.021222947	2.01E-28	2.25E-09	3.36730400000000e-318	2.34503000000000e-319	8.615441997
18	1.691108136	237.400046	1.12E-07	0.114120083	1.50E-71	8.74E-75	0.031685308	1.78E-11	8.30E-12	1.60E-02	0.01694161	7.56E-06	0.046682013	3.59E-07	4.38E-07	7.38E-21	4.35E-06	0.00189109	543.6910137	7.39E-11	2.835368103	11110.02152	0.347621934	3.30610000000000e-319	0.168876658	3.98E-05	33.98881438	0.150595499	0.000798265	1.142321673	5.66000000000000e-321	0.021072496	2.04E-28	2.26E-09	3.37607400000000e-318	2.34503000000000e-319	8.515383996
18.1	1.699050275	238.5946937	1.13E-07	0.114248529	5.86E-72	3.39E-75	0.031682039	1.78E-11	8.05E-12	1.56E-02	0.016929359	7.32E-06	0.046694278	3.51E-07	4.29E-07	6.98E-21	4.14E-06	0.001891265	543.741287	7.46E-11	2.851665265	11110.03257	0.348426294	3.30610000000000e-319	0.168891225	3.98E-05	33.76955464	0.150709834	0.000798813	1.143190303	5.68000000000000e-321	0.020922496	2.07E-28	2.27E-09	3.38472000000000e-318	2.34503000000000e-319	8.416337852
18.2	1.706915247	239.7792544	1.13E-07	0.114376932	2.30E-72	1.31E-75	0.031678616	1.78E-11	7.81E-12	1.51E-02	0.016917249	7.09E-06	0.046706369	3.42E-07	4.20E-07	6.59E-21	3.94E-06	0.001891438	543.7909399	7.53E-11	2.867869636	11110.04288	0.34922245	3.30610000000000e-319	0.168905646	3.98E-05	33.55246638	0.15082266	0.000799353	1.14404746	5.70000000000000e-321	0.020772965	2.09E-28	2.28E-09	3.39349000000000e-318	2.34503000000000e-319	8.318300118
18.3	1.714702973	240.9536957	1.14E-07	0.114505272	9.00E-73	5.08E-76	0.031675046	1.78E-11	7.58E-12	1.47E-02	0.016905286	6.86E-06	0.046718288	3.34E-07	4.11E-07	6.23E-21	3.75E-06	0.001891608	543.8399767	7.61E-11	2.883980133	11110.05246	0.350010432	3.30610000000000e-319	0.16891992	3.98E-05	33.3375394	0.150933994	0.000799887	1.144893274	5.72000000000000e-321	0.020623921	2.12E-28	2.29E-09	3.40220000000000e-318	2.34503000000000e-319	8.221267324
18.4	1.722413389	242.1179867	1.14E-07	0.114633529	3.53E-73	1.97E-76	0.031671337	1.78E-11	7.35E-12	1.43E-02	0.016893474	6.64E-06	0.046730037	3.27E-07	4.03E-07	5.89E-21	3.57E-06	0.001891777	543.888402	7.68E-11	2.899995683	11110.06132	0.35079027	3.30610000000000e-319	0.168934048	3.98E-05	33.1247636	0.151043852	0.000800413	1.145727873	5.73600000000000e-321	0.020475386	2.15E-28	2.30E-09	3.41097000000000e-318	2.34503000000000e-319	8.125235986
18.5	1.730046444	243.2720983	1.15E-07	0.114761683	1.38E-73	7.63E-77	0.031667496	1.78E-11	7.13E-12	1.39E-02	0.016881817	6.44E-06	0.046741619	3.19E-07	3.94E-07	5.57E-21	3.40E-06	0.001891943	543.93622	7.76E-11	2.915915223	11110.06947	0.351561994	3.30610000000000e-319	0.168948029	3.98E-05	32.91412897	0.151152251	0.000800932	1.146551383	5.75600000000000e-321	0.020327376	2.18E-28	2.32E-09	3.41968000000000e-318	2.34503000000000e-319	8.0302026
18.6	1.737602098	244.4160026	1.16E-07	0.114889713	5.41E-74	2.96E-77	0.031663531	1.78E-11	6.92E-12	1.35E-02	0.016870321	6.23E-06	0.046753036	3.12E-07	3.86E-07	5.27E-21	3.23E-06	0.001892107	543.9834352	7.83E-11	2.9317377	11110.07692	0.352325636	3.30610000000000e-319	0.168961862	3.98E-05	32.70562562	0.151259208	0.000801444	1.147363928	5.77000000000000e-321	0.020179911	2.20E-28	2.33E-09	3.42845000000000e-318	2.34503000000000e-319	7.936163649
18.7	1.745080327	245.5496735	1.16E-07	0.115017597	2.12E-74	1.14E-77	0.031659449	1.78E-11	6.72E-12	1.31E-02	0.016858987	6.04E-06	0.04676429	3.04E-07	3.78E-07	4.98E-21	3.07E-06	0.00189227	544.0300519	7.90E-11	2.947462073	11110.0837	0.353081225	3.30610000000000e-319	0.168975548	3.98E-05	32.49924376	0.151364737	0.000801949	1.148165629	5.78600000000000e-321	0.020033008	2.23E-28	2.34E-09	3.43722000000000e-318	2.34503000000000e-319	7.843115598
18.8	1.752481119	246.6730865	1.17E-07	0.115145316	8.31E-75	4.44E-78	0.031655256	1.78E-11	6.52E-12	1.28E-02	0.016847821	5.85E-06	0.046775383	2.97E-07	3.70E-07	4.71E-21	2.92E-06	0.00189243	544.0760745	7.98E-11	2.96308731	11110.08981	0.353828791	3.30610000000000e-319	0.168989087	3.98E-05	32.29497372	0.151468856	0.000802447	1.148956606	5.80000000000000e-321	0.019886687	2.26E-28	2.35E-09	3.44593000000000e-318	2.34503000000000e-319	7.7510549
18.9	1.759804473	247.7862185	1.17E-07	0.115272848	3.25E-75	1.72E-78	0.031650958	1.78E-11	6.33E-12	1.24E-02	0.016836825	5.67E-06	0.046786317	2.90E-07	3.62E-07	4.45E-21	2.78E-06	0.001892588	544.1215073	8.05E-11	2.978612389	11110.09526	0.354568366	3.30610000000000e-319	0.169002477	3.98E-05	32.09280593	0.151571579	0.000802938	1.149736977	5.81500000000000e-321	0.019740964	2.28E-28	2.36E-09	3.45470000000000e-318	2.34503000000000e-319	7.659977997
19	1.767050401	248.8890477	1.18E-07	0.115400171	1.27E-75	6.66E-79	0.031646563	1.78E-11	6.14E-12	1.21E-02	0.016826003	5.50E-06	0.046797094	2.84E-07	3.54E-07	4.21E-21	2.64E-06	0.001892744	544.1663547	8.13E-11	2.994036299	11110.10008	0.355299979	3.30610000000000e-319	0.16901572	3.98E-05	31.89273095	0.151672923	0.000803423	1.150506859	5.83000000000000e-321	0.019595859	2.31E-28	2.37E-09	3.46347000000000e-318	2.34503000000000e-319	7.569881317
19.1	1.77421893	249.9815539	1.19E-07	0.115527266	4.99E-76	2.58E-79	0.031642077	1.78E-11	5.96E-12	1.17E-02	0.016815357	5.33E-06	0.046807717	2.77E-07	3.46E-07	3.99E-21	2.51E-06	0.001892898	544.2106209	8.20E-11	3.009358038	11110.10427	0.356023661	3.30610000000000e-319	0.169028814	3.98E-05	31.69473947	0.151772901	0.000803901	1.151266365	5.84500000000000e-321	0.019451388	2.34E-28	2.38E-09	3.47218000000000e-318	2.34503000000000e-319	7.480761277
19.2	1.781310093	251.0637185	1.19E-07	0.11565411	1.96E-76	9.99E-80	0.031637505	1.78E-11	5.78E-12	1.14E-02	0.016804889	5.17E-06	0.046818187	2.71E-07	3.39E-07	3.77E-21	2.39E-06	0.00189305	544.2543103	8.27E-11	3.024576614	11110.10784	0.356739441	3.30610000000000e-319	0.169041761	3.98E-05	31.49882226	0.151871528	0.000804372	1.152015608	5.86500000000000e-321	0.019307569	2.36E-28	2.39E-09	3.48095000000000e-318	2.34503000000000e-319	7.392614289
19.3	1.788323941	252.1355241	1.20E-07	0.115780682	7.66E-77	3.87E-80	0.031632853	1.78E-11	5.62E-12	1.11E-02	0.016794603	5.01E-06	0.046828505	2.64E-07	3.32E-07	3.57E-21	2.27E-06	0.0018932	544.2974272	8.34E-11	3.039691046	11110.11082	0.357447351	3.30610000000000e-319	0.16905456	3.98E-05	31.30497027	0.15196882	0.000804837	1.152754698	5.88400000000000e-321	0.019164419	2.39E-28	2.40E-09	3.48966000000000e-318	2.34503000000000e-319	7.305436751
19.4	1.795260532	253.1969546	1.20E-07	0.115906961	3.00E-77	1.50E-80	0.031628128	1.78E-11	5.45E-12	1.08E-02	0.016784499	4.86E-06	0.046838675	2.58E-07	3.25E-07	3.37E-21	2.16E-06	0.001893348	544.3399758	8.42E-11	3.054700363	11110.11321	0.35814742	3.30610000000000e-319	0.16906721	3.98E-05	31.11317452	0.15206479	0.000805295	1.153483743	5.90400000000000e-321	0.019021956	2.42E-28	2.41E-09	3.49843000000000e-318	2.34503000000000e-319	7.219225058
19.5	1.802119938	254.2479954	1.21E-07	0.116032925	1.18E-77	5.81E-81	0.031623334	1.78E-11	5.29E-12	1.05E-02	0.016774579	4.72E-06	0.046848697	2.52E-07	3.18E-07	3.19E-21	2.05E-06	0.001893494	544.3819604	8.49E-11	3.069603602	11110.11502	0.358839677	3.30610000000000e-319	0.169079713	3.98E-05	30.92342619	0.152159452	0.000805747	1.154202849	5.92400000000000e-321	0.018880196	2.44E-28	2.42E-09	3.50720000000000e-318	2.34503000000000e-319	7.133975598
19.6	1.808902239	255.2886333	1.22E-07	0.116158552	4.61E-78	2.25E-81	0.031618478	1.78E-11	5.14E-12	1.02E-02	0.016764846	4.57E-06	0.046858574	2.47E-07	3.11E-07	3.02E-21	1.95E-06	0.001893638	544.4233852	8.56E-11	3.084399812	11110.11628	0.359524155	3.30610000000000e-319	0.169092067	3.98E-05	30.73571657	0.152252821	0.000806193	1.154912122	5.94000000000000e-321	0.018739157	2.47E-28	2.43E-09	3.51591000000000e-318	2.34503000000000e-319	7.049684752
19.7	1.815607528	256.3188562	1.22E-07	0.116283821	1.81E-78	8.73E-82	0.031613564	1.78E-11	4.99E-12	9.91E-03	0.0167553	4.44E-06	0.046868307	2.41E-07	3.04E-07	2.86E-21	1.85E-06	0.001893781	544.4642544	8.64E-11	3.09908805	11110.11699	0.360200881	3.30610000000000e-319	0.169104274	3.98E-05	30.5500371	0.152344909	0.000806632	1.155611665	5.96000000000000e-321	0.018598855	2.50E-28	2.44E-09	3.52468000000000e-318	2.34503000000000e-319	6.9663489
19.8	1.822235908	257.3386533	1.23E-07	0.11640871	7.07E-79	3.38E-82	0.031608597	1.78E-11	4.85E-12	9.63E-03	0.016745943	4.31E-06	0.046877897	2.35E-07	2.97E-07	2.71E-21	1.76E-06	0.001893921	544.5045723	8.71E-11	3.113667384	11110.11716	0.360869886	3.30610000000000e-319	0.169116334	3.98E-05	30.36637933	0.152435731	0.000807066	1.156301578	5.97300000000000e-321	0.018459307	2.53E-28	2.45E-09	3.53345000000000e-318	2.34503000000000e-319	6.883964418
19.9	1.828787492	258.3480153	1.23E-07	0.116533199	2.77E-79	1.31E-82	0.031603583	1.78E-11	4.71E-12	9.37E-03	0.016736775	4.18E-06	0.046887348	2.30E-07	2.91E-07	2.56E-21	1.67E-06	0.001894059	544.5443429	8.78E-11	3.12813689	11110.11682	0.3615312	3.30610000000000e-319	0.169128246	3.98E-05	30.18473493	0.152525298	0.000807493	1.156981961	5.99000000000000e-321	0.018320529	2.55E-28	2.46E-09	3.54216000000000e-318	2.34503000000000e-319	6.802527681
20	1.835262402	259.3469337	1.24E-07	0.116657264	1.09E-79	5.07E-83	0.031598527	1.78E-11	4.57E-12	9.11E-03	0.016727797	4.06E-06	0.046896659	2.25E-07	2.85E-07	2.42E-21	1.59E-06	0.001894196	544.5835705	8.85E-11	3.142495655	11110.11596	0.362184852	3.30610000000000e-319	0.16914001	3.98E-05	30.00509574	0.152613624	0.000807914	1.15765291	6.01000000000000e-321	0.018182538	2.58E-28	2.46E-09	3.55093000000000e-318	2.34503000000000e-319	6.722035062
20.1	1.841660773	260.3354016	1.24E-07	0.116780884	4.25E-80	1.97E-83	0.031593432	1.78E-11	4.44E-12	8.86E-03	0.01671901	3.94E-06	0.046905834	2.19E-07	2.78E-07	2.30E-21	1.51E-06	0.00189433	544.6222592	8.92E-11	3.156742774	11110.11461	0.362830872	3.30610000000000e-319	0.169151628	3.98E-05	29.82745368	0.152700721	0.000808329	1.158314523	6.02300000000000e-321	0.018045351	2.60E-28	2.47E-09	3.55747500000000e-318	2.34503000000000e-319	6.642482936
20.2	1.847982744	261.313413	1.25E-07	0.116904039	1.67E-80	7.62E-84	0.031588303	1.78E-11	4.31E-12	8.62E-03	0.016710413	3.82E-06	0.046914873	2.14E-07	2.72E-07	2.17E-21	1.43E-06	0.001894463	544.6604131	8.99E-11	3.170877353	11110.11278	0.363469289	3.30610000000000e-319	0.169163099	3.98E-05	29.65180086	0.152786603	0.000808739	1.158966893	6.04000000000000e-321	0.017908982	2.63E-28	2.48E-09	3.56180000000000e-318	2.34503000000000e-319	6.563867679
20.3	1.854228469	262.2809631	1.25E-07	0.117026706	6.53E-81	2.95E-84	0.031583146	1.77E-11	4.19E-12	8.39E-03	0.016702008	3.71E-06	0.046923777	2.09E-07	2.66E-07	2.06E-21	1.36E-06	0.001894594	544.6980362	9.06E-11	3.184898505	11110.11049	0.364100132	3.30610000000000e-319	0.169174424	3.98E-05	29.47812947	0.15287128	0.000809142	1.159610112	6.06000000000000e-321	0.017773449	2.66E-28	2.49E-09	3.56618600000000e-318	2.34503000000000e-319	6.486185672
20.4	1.860398107	263.2380482	1.26E-07	0.117148863	2.56E-81	1.14E-84	0.031577963	1.77E-11	4.07E-12	8.16E-03	0.016693793	3.60E-06	0.046932549	2.05E-07	2.60E-07	1.95E-21	1.29E-06	0.001894723	544.7351328	9.14E-11	3.198805356	11110.10773	0.364723431	3.30610000000000e-319	0.169185602	3.98E-05	29.30643186	0.152954765	0.00080954	1.16024427	6.07700000000000e-321	0.017638768	2.68E-28	2.50E-09	3.57057000000000e-318	2.34503000000000e-319	6.409433296
20.5	1.866491827	264.1846658	1.26E-07	0.117270491	1.00E-81	4.43E-85	0.031572759	1.77E-11	3.95E-12	7.94E-03	0.016685768	3.50E-06	0.046941191	2.00E-07	2.55E-07	1.84E-21	1.23E-06	0.00189485	544.7717068	9.21E-11	3.212597037	11110.10454	0.365339215	3.30610000000000e-319	0.169196635	3.98E-05	29.1367005	0.15303707	0.000809932	1.160869456	6.09700000000000e-321	0.017504953	2.71E-28	2.51E-09	3.57495500000000e-318	2.34503000000000e-319	6.33360694
20.6	1.872509806	265.1208143	1.27E-07	0.117391566	3.92E-82	1.72E-85	0.031567539	1.77E-11	3.84E-12	7.72E-03	0.016677934	3.40E-06	0.046949702	1.95E-07	2.49E-07	1.75E-21	1.17E-06	0.001894976	544.8077622	9.28E-11	3.226272689	11110.10091	0.365947511	3.30610000000000e-319	0.169207522	3.98E-05	28.96892802	0.153118205	0.000810318	1.161485759	6.11700000000000e-321	0.017372021	2.74E-28	2.52E-09	3.57928000000000e-318	2.34503000000000e-319	6.258703
20.7	1.87845223	266.0464932	1.27E-07	0.117512067	1.54E-82	6.65E-86	0.031562305	1.77E-11	3.73E-12	7.51E-03	0.016670288	3.30E-06	0.046958085	1.91E-07	2.44E-07	1.65E-21	1.11E-06	0.0018951	544.843303	9.35E-11	3.239831464	11110.09687	0.366548351	3.30610000000000e-319	0.169218264	3.98E-05	28.80310714	0.153198183	0.000810699	1.162093262	6.13000000000000e-321	0.017239988	2.76E-28	2.53E-09	3.58372500000000e-318	2.34503000000000e-319	6.184717877
20.8	1.884319293	266.9617029	1.28E-07	0.117631974	6.02E-83	2.58E-86	0.031557062	1.77E-11	3.63E-12	7.31E-03	0.016662832	3.21E-06	0.046966342	1.87E-07	2.38E-07	1.57E-21	1.05E-06	0.001895221	544.8783333	9.42E-11	3.253272521	11110.09242	0.36714176	3.30610000000000e-319	0.169228862	3.98E-05	28.63923076	0.153277013	0.000811074	1.16269205	6.14600000000000e-321	0.017108868	2.79E-28	2.54E-09	3.58805000000000e-318	2.34503000000000e-319	6.111647981
20.9	1.890111193	267.8664449	1.28E-07	0.117751266	2.36E-83	9.98E-87	0.031551812	1.77E-11	3.53E-12	7.12E-03	0.016655563	3.12E-06	0.046974473	1.82E-07	2.33E-07	1.48E-21	9.99E-07	0.001895342	544.9128569	9.48E-11	3.266595028	11110.08758	0.367727769	3.30610000000000e-319	0.169239315	3.98E-05	28.47729186	0.153354708	0.000811443	1.163282205	6.16000000000000e-321	0.016978678	2.81E-28	2.55E-09	3.59243500000000e-318	2.34503000000000e-319	6.039489734
21	1.895828142	268.7607215	1.29E-07	0.11786992	9.24E-84	3.87E-87	0.031546561	1.77E-11	3.43E-12	6.92E-03	0.016648481	3.03E-06	0.04698248	1.78E-07	2.28E-07	1.41E-21	9.48E-07	0.00189546	544.9468777	9.55E-11	3.279798163	11110.08236	0.368306406	3.30610000000000e-319	0.169249625	3.98E-05	28.31728361	0.153431277	0.000811807	1.163863807	6.17600000000000e-321	0.016849432	2.84E-28	2.56E-09	3.59676000000000e-318	2.34503000000000e-319	5.968239566
21.1	1.901470352	269.644536	1.29E-07	0.117987917	3.62E-84	1.50E-87	0.03154131	1.77E-11	3.33E-12	6.74E-03	0.016641585	2.94E-06	0.046990364	1.74E-07	2.23E-07	1.33E-21	9.00E-07	0.001895577	544.9803998	9.62E-11	3.292881109	11110.07678	0.368877697	3.30610000000000e-319	0.169259791	3.98E-05	28.15919926	0.153506732	0.000812166	1.164436937	6.19600000000000e-321	0.016721145	2.86E-28	2.56E-09	3.60120500000000e-318	2.34503000000000e-319	5.897893921
21.2	1.907038047	270.5178925	1.30E-07	0.118105235	1.42E-84	5.80E-88	0.031536063	1.77E-11	3.24E-12	6.56E-03	0.016634872	2.86E-06	0.046998126	1.70E-07	2.18E-07	1.26E-21	8.54E-07	0.001895692	545.0134268	9.69E-11	3.305843063	11110.07084	0.369441672	3.30610000000000e-319	0.169269814	3.98E-05	28.00303223	0.153581081	0.00081252	1.16500167	6.21000000000000e-321	0.016593833	2.89E-28	2.57E-09	3.60553000000000e-318	2.34503000000000e-319	5.828449254
21.3	1.912531455	271.380796	1.30E-07	0.118221853	5.56E-85	2.25E-88	0.031530824	1.77E-11	3.15E-12	6.38E-03	0.016628343	2.78E-06	0.047005769	1.66E-07	2.13E-07	1.20E-21	8.11E-07	0.001895805	545.0459628	9.76E-11	3.318683225	11110.06456	0.369998358	3.30610000000000e-319	0.169279696	3.98E-05	27.84877605	0.153654336	0.000812868	1.165558084	6.23000000000000e-321	0.01646751	2.91E-28	2.58E-09	3.60991500000000e-318	2.34503000000000e-319	5.759902035
21.4	1.917950811	272.2332523	1.31E-07	0.118337752	2.18E-85	8.71E-89	0.031525594	1.77E-11	3.06E-12	6.21E-03	0.016621994	2.70E-06	0.047013292	1.62E-07	2.08E-07	1.13E-21	7.70E-07	0.001895916	545.0780114	9.83E-11	3.331400806	11110.05795	0.370547783	3.30610000000000e-319	0.169289435	3.98E-05	27.69642439	0.153726505	0.000813211	1.166106252	6.24500000000000e-321	0.016342192	2.94E-28	2.59E-09	3.61430000000000e-318	2.34503000000000e-319	5.692248752
21.5	1.923296355	273.075268	1.31E-07	0.11845291	8.53E-86	3.38E-89	0.031520378	1.77E-11	2.97E-12	6.05E-03	0.016615825	2.63E-06	0.047020697	1.59E-07	2.03E-07	1.07E-21	7.30E-07	0.001896026	545.1095764	9.89E-11	3.343995026	11110.05103	0.371089973	3.30610000000000e-319	0.169299033	3.98E-05	27.54597105	0.153797599	0.000813548	1.166646248	6.26000000000000e-321	0.016217892	2.96E-28	2.60E-09	3.61868500000000e-318	2.34503000000000e-319	5.625485905
21.6	1.928568334	273.9068503	1.32E-07	0.118567307	3.34E-86	1.31E-89	0.031515177	1.77E-11	2.89E-12	5.89E-03	0.016609834	2.55E-06	0.047027986	1.55E-07	1.99E-07	1.02E-21	6.93E-07	0.001896134	545.1406617	9.96E-11	3.356465111	11110.0438	0.371624957	3.30610000000000e-319	0.169308491	3.98E-05	27.39740996	0.153867627	0.000813881	1.167178142	6.28000000000000e-321	0.016094625	2.99E-28	2.61E-09	3.62301000000000e-318	2.34503000000000e-319	5.559610015
21.7	1.933767001	274.7280075	1.32E-07	0.118680922	1.31E-86	5.07E-90	0.031509995	1.77E-11	2.81E-12	5.73E-03	0.016604018	2.48E-06	0.047035159	1.51E-07	1.94E-07	9.64E-22	6.58E-07	0.001896241	545.1712708	1.00E-10	3.368810297	11110.03628	0.37215276	3.30610000000000e-319	0.169317809	3.98E-05	27.25073517	0.153936598	0.000814208	1.167702006	6.29400000000000e-321	0.015972405	3.01E-28	2.61E-09	3.62745500000000e-318	2.34503000000000e-319	5.494617621
21.8	1.938892611	275.5387482	1.33E-07	0.118793737	5.13E-87	1.96E-90	0.031504834	1.77E-11	2.73E-12	5.58E-03	0.016598377	2.41E-06	0.047042218	1.48E-07	1.90E-07	9.14E-22	6.24E-07	0.001896346	545.2014076	1.01E-10	3.381029825	11110.02847	0.37267341	3.30610000000000e-319	0.169326987	3.98E-05	27.10594088	0.154004521	0.000814531	1.168217907	6.31000000000000e-321	0.015851248	3.04E-28	2.62E-09	3.63178000000000e-318	2.34503000000000e-319	5.43050528
21.9	1.943945427	276.3390818	1.33E-07	0.11890573	2.01E-87	7.61E-91	0.031499696	1.77E-11	2.66E-12	5.43E-03	0.016592907	2.35E-06	0.047049164	1.45E-07	1.86E-07	8.66E-22	5.92E-07	0.001896449	545.2310756	1.02E-10	3.393122948	11110.0204	0.373186933	3.30610000000000e-319	0.169336026	3.98E-05	26.96302141	0.154071405	0.000814848	1.168725912	6.32400000000000e-321	0.015731166	3.06E-28	2.63E-09	3.63604000000000e-318	2.34503000000000e-319	5.367269573
