"Temp.Observed","Date","Temp.Seasonal","Temp.Trend","Temp.Random","Temp.Detrended"
6.25,1979-05-31,10.8882094815488,0.872140578952027,-5.51035006050081,5.37785942104797
8,1979-06-01,11.6690106508138,0.878798196578851,-4.54780884739262,7.12120180342115
11.25,1979-06-02,12.0210884158234,0.885455814205675,-1.65654423002911,10.3645441857943
15,1979-06-03,11.8529534148757,0.8921134318325,2.25493315329185,14.1078865681675
13,1979-06-04,12.0837545841406,0.898771049459324,0.0174743664000407,12.1012289505407
12.75,1979-06-05,11.3911514980865,0.905428667086148,0.453419834827392,11.8445713329139
14.5,1979-06-06,11.8931525627414,0.916364771250041,1.69048266600855,13.58363522875
14,1979-06-07,11.666430223141,0.927300875413933,1.40626890144502,13.0726991245861
11.5,1979-06-08,11.0109844792854,0.938236979577825,-0.44922145886318,10.5617630204222
11.25,1979-06-09,11.7449004375573,0.949173083741717,-1.44407352129904,10.3008269162583
14.75,1979-06-10,12.0213695873187,0.96010918790561,1.76852122477573,13.7898908120944
13.25,1979-06-11,11.5381772706681,0.971045292069502,0.740777437262429,12.2789547079305
15.75,1979-06-12,12.1273253795494,0.981981396233394,2.6406932242172,14.7680186037666
19.75,1979-06-13,12.8260479565158,0.992917500397287,5.93103454308688,18.7570824996027
19.75,1979-06-14,13.1268981930567,1.00385360456118,5.61924820238209,18.7461463954388
18.75,1979-06-15,12.4415782168317,1.01478970872507,5.29363207444325,17.7352102912749
13.5,1979-06-16,12.798739674017,1.02572581288896,-0.324465486905923,12.474274187111
16.25,1979-06-17,12.5122841099257,1.03666191705286,2.70105397302149,15.2133380829471
16.75,1979-06-18,12.633275354345,1.04759802121675,3.06912662443827,15.7024019787833
14.5,1979-06-19,13.307458088126,1.05853412538064,0.134007786493339,13.4414658746194
17.75,1979-06-20,14.0465344389283,1.06947022954453,2.63399533152713,16.6805297704555
11,1979-06-21,13.6634842480144,1.08040633370843,-3.74389058172281,9.91959366629158
10.5,1979-06-22,13.910221291143,1.09134243787232,-4.50156372901531,9.40865756212768
12.75,1979-06-23,14.6175966321439,1.10227854203621,-2.96987517418014,11.6477214579638
