"Year","Month","Day","TPI","TPI.constant"
2012,1,21,48.8013698630137,78
2012,1,22,48.4657534246575,78
2012,1,23,48.1301369863014,78
2012,1,24,47.7945205479452,78
2012,1,25,47.458904109589,78
2012,1,26,47.1232876712329,78
2012,1,27,46.7876712328767,78
2012,1,28,46.4520547945205,78
2012,1,29,46.1164383561644,78
2012,1,30,45.7808219178082,78
2012,1,31,45.4452054794521,78
2012,2,1,45.1095890410959,78
2012,2,2,44.7739726027397,78
2012,2,3,44.4383561643836,78
2012,2,4,44.1027397260274,78
2012,2,5,43.7671232876712,78
2012,2,6,43.4315068493151,78
2012,2,7,43.0958904109589,78
2012,2,8,42.7602739726027,78
2012,2,9,42.4246575342466,78
2012,2,10,42.0890410958904,78
2012,2,11,41.7534246575342,78
2012,2,12,41.4178082191781,78
2012,2,13,41.0821917808219,78
2012,2,14,40.7465753424658,78
2012,2,15,40.4109589041096,78
2012,2,16,40.0753424657534,78
2012,2,17,39.7397260273973,78
2012,2,18,39.4041095890411,78
2012,2,19,39.0684931506849,78
2012,2,20,38.7328767123288,78
2012,2,21,38.3972602739726,78
2012,2,22,38.0616438356164,78
2012,2,23,37.7260273972603,78
2012,2,24,37.3904109589041,78
2012,2,25,37.0547945205479,78
2012,2,26,36.7191780821918,78
2012,2,27,36.3835616438356,78
2012,2,28,36.0479452054795,78
2012,2,29,35.7123287671233,78
2012,3,1,35.3767123287671,78
2012,3,2,35.041095890411,78
2012,3,3,34.7054794520548,78
2012,3,4,34.3698630136986,78
2012,3,5,34.0342465753425,78
2012,3,6,33.6986301369863,78
2012,3,7,33.3630136986301,78
2012,3,8,33.027397260274,78
2012,3,9,32.6917808219178,78
2012,3,10,32.3561643835616,78
2012,3,11,32.0205479452055,78
2012,3,12,31.6849315068493,78
2012,3,13,31.3493150684931,78
2012,3,14,31.013698630137,78
2012,3,15,30.6780821917808,78
2012,3,16,30.3424657534247,78
2012,3,17,30.0068493150685,78
2012,3,18,29.6712328767123,78
2012,3,19,29.3356164383562,78
2012,3,20,29,29
2012,3,21,28.906976744186,29
2012,3,22,28.8139534883721,29
2012,3,23,28.7209302325581,29
2012,3,24,28.6279069767442,29
2012,3,25,28.5348837209302,29
2012,3,26,28.4418604651163,29
2012,3,27,28.3488372093023,29
2012,3,28,28.2558139534884,29
2012,3,29,28.1627906976744,29
2012,3,30,28.0697674418605,29
2012,3,31,27.9767441860465,29
2012,4,1,27.8837209302326,29
2012,4,2,27.7906976744186,29
2012,4,3,27.6976744186047,29
2012,4,4,27.6046511627907,29
2012,4,5,27.5116279069767,29
2012,4,6,27.4186046511628,29
2012,4,7,27.3255813953488,29
2012,4,8,27.2325581395349,29
2012,4,9,27.1395348837209,29
2012,4,10,27.046511627907,29
2012,4,11,26.953488372093,29
2012,4,12,26.8604651162791,29
2012,4,13,26.7674418604651,29
2012,4,14,26.6744186046512,29
2012,4,15,26.5813953488372,29
2012,4,16,26.4883720930233,29
2012,4,17,26.3953488372093,29
2012,4,18,26.3023255813953,29
2012,4,19,26.2093023255814,29
2012,4,20,26.1162790697674,29
2012,4,21,26.0232558139535,29
2012,4,22,25.9302325581395,29
2012,4,23,25.8372093023256,29
2012,4,24,25.7441860465116,29
2012,4,25,25.6511627906977,29
2012,4,26,25.5581395348837,29
2012,4,27,25.4651162790698,29
2012,4,28,25.3720930232558,29
2012,4,29,25.2790697674419,29
2012,4,30,25.1860465116279,29
2012,5,1,25.093023255814,29
2012,5,2,25,25
2012,5,3,24.7142857142857,25
2012,5,4,24.4285714285714,25
2012,5,5,24.1428571428571,25
2012,5,6,23.8571428571429,25
2012,5,7,23.5714285714286,25
2012,5,8,23.2857142857143,25
2012,5,9,23,23
2012,5,10,21,23
2012,5,11,19,23
2012,5,12,17,23
2012,5,13,15,23
2012,5,14,13,23
2012,5,15,11,23
2012,5,16,9,9
2012,5,17,12.0714285714286,9
2012,5,18,15.1428571428571,9
2012,5,19,18.2142857142857,9
2012,5,20,21.2857142857143,9
2012,5,21,24.3571428571429,9
2012,5,22,27.4285714285714,9
2012,5,23,30.5,30.5
2012,5,24,28.1428571428571,30.5
2012,5,25,25.7857142857143,30.5
2012,5,26,23.4285714285714,30.5
2012,5,27,21.0714285714286,30.5
2012,5,28,18.7142857142857,30.5
2012,5,29,16.3571428571429,30.5
2012,5,30,14,14
2012,5,31,14.3571428571429,14
2012,6,1,14.7142857142857,14
2012,6,2,15.0714285714286,14
2012,6,3,15.4285714285714,14
2012,6,4,15.7857142857143,14
2012,6,5,16.1428571428571,14
2012,6,6,16.5,16.5
2012,6,7,16.0714285714286,16.5
2012,6,8,15.6428571428571,16.5
2012,6,9,15.2142857142857,16.5
2012,6,10,14.7857142857143,16.5
2012,6,11,14.3571428571429,16.5
2012,6,12,13.9285714285714,16.5
2012,6,13,13.5,13.5
2012,6,14,13.5714285714286,13.5
2012,6,15,13.6428571428571,13.5
2012,6,16,13.7142857142857,13.5
2012,6,17,13.7857142857143,13.5
2012,6,18,13.8571428571429,13.5
2012,6,19,13.9285714285714,13.5
2012,6,20,14,13.5
2012,6,21,14.0714285714286,13.5
2012,6,22,14.1428571428571,13.5
2012,6,23,14.2142857142857,13.5
2012,6,24,14.2857142857143,13.5
2012,6,25,14.3571428571429,13.5
2012,6,26,14.4285714285714,13.5
2012,6,27,14.5,14.5
2012,6,28,14.5714285714286,14.5
2012,6,29,14.6428571428571,14.5
2012,6,30,14.7142857142857,14.5
2012,7,1,14.7857142857143,14.5
2012,7,2,14.8571428571429,14.5
2012,7,3,14.9285714285714,14.5
2012,7,4,15,14.5
2012,7,5,15.0714285714286,14.5
2012,7,6,15.1428571428571,14.5
2012,7,7,15.2142857142857,14.5
2012,7,8,15.2857142857143,14.5
2012,7,9,15.3571428571429,14.5
2012,7,10,15.4285714285714,14.5
2012,7,11,15.5,14.5
2012,7,12,15.5714285714286,14.5
2012,7,13,15.6428571428571,14.5
2012,7,14,15.7142857142857,14.5
2012,7,15,15.7857142857143,14.5
2012,7,16,15.8571428571429,14.5
2012,7,17,15.9285714285714,14.5
2012,7,18,16,16
2012,7,19,16.1326530612245,16
2012,7,20,16.265306122449,16
2012,7,21,16.3979591836735,16
2012,7,22,16.530612244898,16
2012,7,23,16.6632653061224,16
2012,7,24,16.7959183673469,16
2012,7,25,16.9285714285714,16
2012,7,26,17.0612244897959,16
2012,7,27,17.1938775510204,16
2012,7,28,17.3265306122449,16
2012,7,29,17.4591836734694,16
2012,7,30,17.5918367346939,16
2012,7,31,17.7244897959184,16
2012,8,1,17.8571428571429,16
2012,8,2,17.9897959183673,16
2012,8,3,18.1224489795918,16
2012,8,4,18.2551020408163,16
2012,8,5,18.3877551020408,16
2012,8,6,18.5204081632653,16
2012,8,7,18.6530612244898,16
2012,8,8,18.7857142857143,16
2012,8,9,18.9183673469388,16
2012,8,10,19.0510204081633,16
2012,8,11,19.1836734693878,16
2012,8,12,19.3163265306122,16
2012,8,13,19.4489795918367,16
2012,8,14,19.5816326530612,16
2012,8,15,19.7142857142857,16
2012,8,16,19.8469387755102,16
2012,8,17,19.9795918367347,16
2012,8,18,20.1122448979592,16
2012,8,19,20.2448979591837,16
2012,8,20,20.3775510204082,16
2012,8,21,20.5102040816327,16
2012,8,22,20.6428571428571,16
2012,8,23,20.7755102040816,16
2012,8,24,20.9081632653061,16
2012,8,25,21.0408163265306,16
2012,8,26,21.1734693877551,16
2012,8,27,21.3061224489796,16
2012,8,28,21.4387755102041,16
2012,8,29,21.5714285714286,16
2012,8,30,21.7040816326531,16
2012,8,31,21.8367346938776,16
2012,9,1,21.969387755102,16
2012,9,2,22.1020408163265,16
2012,9,3,22.234693877551,16
2012,9,4,22.3673469387755,16
2012,9,5,22.5,16
2012,9,6,22.6326530612245,16
2012,9,7,22.765306122449,16
2012,9,8,22.8979591836735,16
2012,9,9,23.030612244898,16
2012,9,10,23.1632653061224,16
2012,9,11,23.2959183673469,16
2012,9,12,23.4285714285714,16
2012,9,13,23.5612244897959,16
2012,9,14,23.6938775510204,16
2012,9,15,23.8265306122449,16
2012,9,16,23.9591836734694,16
2012,9,17,24.0918367346939,16
2012,9,18,24.2244897959184,16
2012,9,19,24.3571428571429,16
2012,9,20,24.4897959183673,16
2012,9,21,24.6224489795918,16
2012,9,22,24.7551020408163,16
2012,9,23,24.8877551020408,16
2012,9,24,25.0204081632653,16
2012,9,25,25.1530612244898,16
2012,9,26,25.2857142857143,16
2012,9,27,25.4183673469388,16
2012,9,28,25.5510204081633,16
2012,9,29,25.6836734693878,16
2012,9,30,25.8163265306122,16
2012,10,1,25.9489795918367,16
2012,10,2,26.0816326530612,16
2012,10,3,26.2142857142857,16
2012,10,4,26.3469387755102,16
2012,10,5,26.4795918367347,16
2012,10,6,26.6122448979592,16
2012,10,7,26.7448979591837,16
2012,10,8,26.8775510204082,16
2012,10,9,27.0102040816327,16
2012,10,10,27.1428571428571,16
2012,10,11,27.2755102040816,16
2012,10,12,27.4081632653061,16
2012,10,13,27.5408163265306,16
2012,10,14,27.6734693877551,16
2012,10,15,27.8061224489796,16
2012,10,16,27.9387755102041,16
2012,10,17,28.0714285714286,16
2012,10,18,28.2040816326531,16
2012,10,19,28.3367346938776,16
2012,10,20,28.469387755102,16
2012,10,21,28.6020408163265,16
2012,10,22,28.734693877551,16
2012,10,23,28.8673469387755,16
2012,10,24,29,29
2012,10,25,27.4285714285714,29
2012,10,26,25.8571428571429,29
2012,10,27,24.2857142857143,29
2012,10,28,22.7142857142857,29
2012,10,29,21.1428571428571,29
2012,10,30,19.5714285714286,29
2012,10,31,18,18
2012,11,1,18.0082101806404,18
2012,11,2,18.0164203612808,18
2012,11,3,18.0246305419212,18
2012,11,4,18.0328407225616,18
2012,11,5,18.041050903202,18
2012,11,6,18.0492610838424,18
2012,11,7,18.0574712644828,18
2012,11,8,18.0656814451232,18
2012,11,9,18.0738916257635,18
2012,11,10,18.0821018064039,18
2012,11,11,18.0903119870443,18
2012,11,12,18.0985221676847,18
