z	 OMzt	 OMbzt	 DOM1zt	 DOM2zt	 O2zt	 NO3zt	 NH4zt	 NH3zt	 FeOH3zt	 FeOOHzt	 Fe2zt	 SO4zt	 H2Szt	 HSzt	 PO4zt	 PO4adsazt	 PO4adsbzt	 S0zt	 S8zt	 FeSzt	 FeS2zt	 AlOH3zt	 Ca2zt	 Ca3PO42zt	 OMSzt	 Hzt	 OHzt	 CO2zt	 CO3zt	 HCO3zt	 H2CO3zt
17.529	3.45E-05	0.82624	0.00018229	0.019951	0	0	0.2389	4.02E-09	1.16E-257	1.2846e-322	0.1	0	1.14E-10	0.01339	0.00042104	1.95E-19	1.93E-102	1.02E-08	0.00025377	2.9644e-323	8.19E-56	8.7644	0.0071512	0.016032	0.3043	0.0072746	1.83E-06	0.028311	2.31E-05	0.72389	1.14E-15
17.647	3.44E-05	0.82492	0.00018191	0.019916	0	0	0.23828	4.02E-09	2.21E-259	1.2846e-322	0.1	0	1.14E-10	0.013378	0.00041827	1.94E-19	1.94E-102	1.02E-08	0.00025462	2.9644e-323	8.22E-56	8.7656	0.0071469	0.016073	0.30531	0.0072746	1.83E-06	0.028404	2.31E-05	0.72393	1.14E-15
17.765	3.43E-05	0.82364	0.00018154	0.01988	0	0	0.23768	4.02E-09	4.21E-261	1.2846e-322	0.1	0	1.14E-10	0.013365	0.00041552	1.92E-19	1.94E-102	1.02E-08	0.00025545	2.9644e-323	8.26E-56	8.7667	0.0071429	0.016113	0.30631	0.0072746	1.83E-06	0.028496	2.31E-05	0.72397	1.14E-15
17.882	3.42E-05	0.8224	0.00018116	0.019844	0	0	0.2371	4.02E-09	8.01E-263	1.2846e-322	0.1	0	1.14E-10	0.013352	0.00041278	1.91E-19	1.95E-102	1.03E-08	0.00025628	2.9644e-323	8.29E-56	8.7678	0.007139	0.016153	0.3073	0.0072746	1.83E-06	0.028586	2.31E-05	0.72401	1.14E-15
18	3.41E-05	0.82119	0.00018079	0.019807	0	0	0.23653	4.02E-09	1.52E-264	1.2846e-322	0.1	0	1.14E-10	0.013339	0.00041005	1.89E-19	1.96E-102	1.03E-08	0.0002571	2.9644e-323	8.32E-56	8.7688	0.0071352	0.016192	0.30828	0.0072746	1.83E-06	0.028674	2.31E-05	0.72405	1.14E-15
18.118	3.40E-05	0.82002	0.00018042	0.019769	0	0	0.23598	4.02E-09	2.90E-266	1.2846e-322	0.1	0	1.14E-10	0.013326	0.00040733	1.88E-19	1.97E-102	1.03E-08	0.00025792	2.9644e-323	8.35E-56	8.7698	0.0071316	0.01623	0.30925	0.0072746	1.83E-06	0.028761	2.31E-05	0.72408	1.14E-15
18.235	3.39E-05	0.81887	0.00018005	0.019731	0	0	0.23544	4.02E-09	5.51E-268	1.2846e-322	0.1	0	1.14E-10	0.013313	0.00040462	1.87E-19	1.97E-102	1.03E-08	0.00025872	2.9644e-323	8.38E-56	8.7708	0.0071282	0.016268	0.3102	0.0072746	1.83E-06	0.028847	2.31E-05	0.72412	1.14E-15
18.353	3.39E-05	0.81775	0.00017968	0.019693	0	0	0.23491	4.02E-09	1.05E-269	1.2846e-322	0.1	0	1.14E-10	0.013299	0.00040193	1.85E-19	1.98E-102	1.04E-08	0.00025951	2.9644e-323	8.41E-56	8.7717	0.0071249	0.016305	0.31115	0.0072746	1.83E-06	0.028931	2.31E-05	0.72416	1.14E-15
18.471	3.38E-05	0.81667	0.00017932	0.019654	0	0	0.23441	4.02E-09	2.00E-271	1.2846e-322	0.1	0	1.14E-10	0.013285	0.00039924	1.84E-19	1.99E-102	1.04E-08	0.0002603	2.9644e-323	8.44E-56	8.7726	0.0071218	0.016342	0.31209	0.0072746	1.83E-06	0.029014	2.31E-05	0.7242	1.14E-15
18.588	3.37E-05	0.8156	0.00017896	0.019614	0	0	0.23391	4.02E-09	3.80E-273	1.2846e-322	0.1	0	1.14E-10	0.013272	0.00039658	1.83E-19	2.00E-102	1.04E-08	0.00026107	2.9644e-323	8.47E-56	8.7735	0.0071188	0.016378	0.31301	0.0072746	1.83E-06	0.029096	2.31E-05	0.72424	1.14E-15
18.706	3.36E-05	0.81457	0.00017861	0.019574	0	0	0.23343	4.02E-09	7.22E-275	1.2846e-322	0.1	0	1.14E-10	0.013258	0.00039393	1.81E-19	2.00E-102	1.05E-08	0.00026184	2.9644e-323	8.51E-56	8.7743	0.0071158	0.016414	0.31392	0.0072746	1.83E-06	0.029176	2.31E-05	0.72427	1.14E-15
18.824	3.36E-05	0.81355	0.00017825	0.019534	0	0	0.23297	4.02E-09	1.37E-276	1.2846e-322	0.1	0	1.14E-10	0.013244	0.00039129	1.80E-19	2.01E-102	1.05E-08	0.0002626	2.9644e-323	8.53E-56	8.7751	0.0071131	0.01645	0.31482	0.0072746	1.83E-06	0.029255	2.31E-05	0.72431	1.14E-15
18.941	3.35E-05	0.81257	0.00017791	0.019493	0	0	0.23251	4.02E-09	2.61E-278	1.2846e-322	0.1	0	1.14E-10	0.01323	0.00038867	1.79E-19	2.02E-102	1.05E-08	0.00026335	2.9644e-323	8.56E-56	8.7758	0.0071104	0.016484	0.31571	0.0072746	1.83E-06	0.029332	2.31E-05	0.72435	1.14E-15
19.059	3.35E-05	0.8116	0.00017756	0.019452	0	0	0.23207	4.02E-09	4.97E-280	1.2846e-322	0.1	0	1.14E-10	0.013216	0.00038607	1.78E-19	2.02E-102	1.06E-08	0.00026409	2.9644e-323	8.59E-56	8.7766	0.0071078	0.016519	0.31659	0.0072746	1.83E-06	0.029408	2.31E-05	0.72439	1.14E-15
19.176	3.34E-05	0.81066	0.00017722	0.01941	0	0	0.23164	4.02E-09	9.46E-282	1.2846e-322	0.1	0	1.14E-10	0.013202	0.00038349	1.76E-19	2.03E-102	1.06E-08	0.00026482	2.9644e-323	8.62E-56	8.7773	0.0071053	0.016552	0.31746	0.0072746	1.83E-06	0.029483	2.31E-05	0.72442	1.14E-15
19.294	3.33E-05	0.80973	0.00017688	0.019368	0	0	0.23123	4.02E-09	1.80E-283	1.2846e-322	0.1	0	1.14E-10	0.013188	0.00038092	1.75E-19	2.04E-102	1.06E-08	0.00026555	2.9644e-323	8.65E-56	8.778	0.0071029	0.016586	0.31832	0.0072746	1.83E-06	0.029556	2.31E-05	0.72446	1.14E-15
19.412	3.33E-05	0.80883	0.00017655	0.019325	0	0	0.23083	4.02E-09	3.43E-285	1.2846e-322	0.1	0	1.14E-10	0.013174	0.00037837	1.74E-19	2.05E-102	1.06E-08	0.00026626	2.9644e-323	8.68E-56	8.7786	0.0071005	0.016619	0.31917	0.0072746	1.83E-06	0.029629	2.31E-05	0.72449	1.14E-15
19.529	3.32E-05	0.80794	0.00017621	0.019282	0	0	0.23044	4.02E-09	6.52E-287	1.2846e-322	0.1	0	1.14E-10	0.01316	0.00037585	1.73E-19	2.05E-102	1.07E-08	0.00026697	2.9644e-323	8.71E-56	8.7792	0.0070983	0.016651	0.32001	0.0072746	1.83E-06	0.029699	2.31E-05	0.72453	1.14E-15
19.647	3.32E-05	0.80708	0.00017589	0.019238	0	0	0.23006	4.02E-09	1.24E-288	1.2846e-322	0.1	0	1.14E-10	0.013145	0.00037334	1.72E-19	2.06E-102	1.07E-08	0.00026766	2.9644e-323	8.73E-56	8.7799	0.0070961	0.016683	0.32083	0.0072746	1.83E-06	0.029769	2.31E-05	0.72457	1.14E-15
19.765	3.31E-05	0.80623	0.00017557	0.019195	0	0	0.22969	4.02E-09	2.36E-290	1.2846e-322	0.1	0	1.14E-10	0.013131	0.00037085	1.70E-19	2.07E-102	1.07E-08	0.00026835	2.9644e-323	8.76E-56	8.7804	0.0070939	0.016714	0.32165	0.0072746	1.83E-06	0.029837	2.31E-05	0.7246	1.14E-15
19.882	3.31E-05	0.8054	0.00017525	0.019151	0	0	0.22934	4.02E-09	4.49E-292	1.2846e-322	0.1	0	1.14E-10	0.013117	0.00036839	1.69E-19	2.07E-102	1.08E-08	0.00026903	2.9644e-323	8.79E-56	8.781	0.0070919	0.016745	0.32245	0.0072746	1.83E-06	0.029904	2.31E-05	0.72464	1.14E-15
20	3.30E-05	0.80459	0.00017493	0.019106	0	0	0.229	4.02E-09	8.54E-294	1.2846e-322	0.1	0	1.14E-10	0.013103	0.00036594	1.68E-19	2.08E-102	1.08E-08	0.0002697	2.9644e-323	8.81E-56	8.7815	0.0070899	0.016775	0.32325	0.0072746	1.83E-06	0.02997	2.31E-05	0.72467	1.14E-15
20.118	3.30E-05	0.80379	0.00017462	0.019061	0	0	0.22866	4.02E-09	1.62E-295	1.2846e-322	0.1	0	1.14E-10	0.013088	0.00036352	1.67E-19	2.08E-102	1.08E-08	0.00027037	2.9644e-323	8.84E-56	8.782	0.0070879	0.016805	0.32403	0.0072746	1.83E-06	0.030035	2.31E-05	0.72471	1.14E-15
20.235	3.29E-05	0.80301	0.00017432	0.019016	0	0	0.22834	4.02E-09	3.09E-297	1.2846e-322	0.1	0	1.14E-10	0.013074	0.00036112	1.66E-19	2.09E-102	1.08E-08	0.00027102	2.9644e-323	8.87E-56	8.7825	0.007086	0.016835	0.32481	0.0072746	1.83E-06	0.030098	2.31E-05	0.72474	1.14E-15
20.353	3.29E-05	0.80225	0.00017401	0.018971	0	0	0.22803	4.02E-09	5.88E-299	1.2846e-322	0.1	0	1.14E-10	0.01306	0.00035875	1.65E-19	2.10E-102	1.09E-08	0.00027167	2.9644e-323	8.89E-56	8.783	0.0070841	0.016864	0.32557	0.0072746	1.83E-06	0.03016	2.31E-05	0.72478	1.14E-15
20.471	3.29E-05	0.8015	0.00017372	0.018925	0	0	0.22773	4.02E-09	1.12E-300	1.2846e-322	0.1	0	1.14E-10	0.013046	0.00035639	1.64E-19	2.10E-102	1.09E-08	0.00027231	2.9644e-323	8.92E-56	8.7835	0.0070823	0.016892	0.32632	0.0072746	1.83E-06	0.030221	2.31E-05	0.72481	1.14E-15
20.588	3.28E-05	0.80076	0.00017342	0.01888	0	0	0.22744	4.02E-09	2.13E-302	1.2846e-322	0.1	0	1.14E-10	0.013032	0.00035406	1.63E-19	2.11E-102	1.09E-08	0.00027293	2.9644e-323	8.94E-56	8.7839	0.0070805	0.016921	0.32706	0.0072746	1.83E-06	0.030281	2.31E-05	0.72485	1.14E-15
20.706	3.28E-05	0.80004	0.00017314	0.018834	0	0	0.22716	4.02E-09	4.05E-304	1.2846e-322	0.1	0	1.14E-10	0.013018	0.00035176	1.62E-19	2.11E-102	1.09E-08	0.00027355	2.9644e-323	8.97E-56	8.7843	0.0070788	0.016948	0.3278	0.0072746	1.83E-06	0.03034	2.31E-05	0.72488	1.14E-15
20.824	3.27E-05	0.79934	0.00017285	0.018787	0	0	0.22688	4.02E-09	7.70E-306	1.2846e-322	0.1	0	1.14E-10	0.013004	0.00034948	1.61E-19	2.12E-102	1.10E-08	0.00027417	2.9644e-323	8.99E-56	8.7847	0.007077	0.016976	0.32852	0.0072746	1.83E-06	0.030398	2.31E-05	0.72492	1.14E-15
20.941	3.27E-05	0.79864	0.00017257	0.018741	0	0	0.22662	4.02E-09	1.47E-307	1.2846e-322	0.1	0	1.14E-10	0.01299	0.00034722	1.59E-19	2.13E-102	1.10E-08	0.00027477	2.9644e-323	9.02E-56	8.7851	0.0070753	0.017002	0.32923	0.0072746	1.83E-06	0.030454	2.31E-05	0.72495	1.14E-15
21.059	3.27E-05	0.79797	0.0001723	0.018694	0	0	0.22637	4.02E-09	0.00E+00	1.2846e-322	0.1	0	1.14E-10	0.012976	0.00034499	1.58E-19	2.13E-102	1.10E-08	0.00027537	2.9644e-323	9.04E-56	8.7855	0.0070737	0.017029	0.32993	0.0072746	1.83E-06	0.030509	2.31E-05	0.72498	1.14E-15
21.176	3.26E-05	0.7973	0.00017202	0.018648	0	0	0.22612	4.02E-09	5.3057e-311	1.2846e-322	0.1	0	1.14E-10	0.012962	0.00034279	1.57E-19	2.14E-102	1.10E-08	0.00027595	2.9644e-323	9.06E-56	8.7858	0.007072	0.017055	0.33062	0.0072746	1.83E-06	0.030563	2.31E-05	0.72502	1.14E-15
21.294	3.26E-05	0.79665	0.00017176	0.018601	0	0	0.22588	4.02E-09	1.0094e-312	1.2846e-322	0.1	0	1.14E-10	0.012949	0.00034061	1.56E-19	2.14E-102	1.11E-08	0.00027653	2.9644e-323	9.09E-56	8.7862	0.0070704	0.01708	0.3313	0.0072746	1.83E-06	0.030616	2.31E-05	0.72505	1.14E-15
21.412	3.26E-05	0.79601	0.0001715	0.018554	0	0	0.22566	4.02E-09	1.9205e-314	1.2846e-322	0.1	0	1.14E-10	0.012935	0.00033845	1.56E-19	2.15E-102	1.11E-08	0.0002771	2.9644e-323	9.11E-56	8.7865	0.0070688	0.017105	0.33197	0.0072746	1.83E-06	0.030668	2.31E-05	0.72508	1.14E-15
21.529	3.25E-05	0.79539	0.00017124	0.018507	0	0	0.22544	4.02E-09	3.6538e-316	1.2846e-322	0.1	0	1.14E-10	0.012922	0.00033633	1.55E-19	2.15E-102	1.11E-08	0.00027766	2.9644e-323	9.13E-56	8.7868	0.0070672	0.01713	0.33263	0.0072746	1.83E-06	0.030719	2.31E-05	0.72511	1.14E-15
21.647	3.25E-05	0.79477	0.00017099	0.01846	0	0	0.22522	4.02E-09	6.9515e-318	1.2846e-322	0.1	0	1.14E-10	0.012908	0.00033423	1.54E-19	2.16E-102	1.11E-08	0.00027822	2.9644e-323	9.15E-56	8.7871	0.0070656	0.017154	0.33328	0.0072746	1.83E-06	0.030769	2.31E-05	0.72515	1.14E-15
21.765	3.25E-05	0.79417	0.00017074	0.018413	0	0	0.22502	4.02E-09	1.3226e-319	1.2846e-322	0.1	0	1.14E-10	0.012895	0.00033215	1.53E-19	2.16E-102	1.11E-08	0.00027876	2.9644e-323	9.18E-56	8.7874	0.007064	0.017178	0.33392	0.0072746	1.83E-06	0.030818	2.31E-05	0.72518	1.14E-15
21.882	3.24E-05	0.79358	0.00017049	0.018366	0	0	0.22482	4.02E-09	2.5049e-321	1.2846e-322	0.1	0	1.14E-10	0.012882	0.00033011	1.52E-19	2.17E-102	1.12E-08	0.0002793	2.9644e-323	9.20E-56	8.7877	0.0070625	0.017201	0.33455	0.0072746	1.83E-06	0.030866	2.31E-05	0.72521	1.14E-15
22	3.24E-05	0.793	0.00017025	0.018319	0	0	0.22463	4.02E-09	6.4229e-323	1.2846e-322	0.1	0	1.14E-10	0.012869	0.00032809	1.51E-19	2.17E-102	1.12E-08	0.00027983	2.9644e-323	9.22E-56	8.7879	0.0070609	0.017224	0.33517	0.0072746	1.83E-06	0.030913	2.31E-05	0.72524	1.14E-15
22.118	3.24E-05	0.79244	0.00017002	0.018273	0	0	0.22445	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012856	0.0003261	1.50E-19	2.18E-102	1.12E-08	0.00028035	2.9644e-323	9.24E-56	8.7882	0.0070594	0.017247	0.33578	0.0072746	1.83E-06	0.030958	2.31E-05	0.72527	1.14E-15
22.235	3.24E-05	0.79188	0.00016979	0.018226	0	0	0.22428	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012843	0.00032414	1.49E-19	2.18E-102	1.12E-08	0.00028086	2.9644e-323	9.26E-56	8.7884	0.0070579	0.017269	0.33638	0.0072746	1.83E-06	0.031003	2.31E-05	0.7253	1.14E-15
22.353	3.23E-05	0.79134	0.00016956	0.018179	0	0	0.22411	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.01283	0.0003222	1.48E-19	2.19E-102	1.13E-08	0.00028136	2.9644e-323	9.28E-56	8.7887	0.0070564	0.017291	0.33697	0.0072746	1.83E-06	0.031047	2.31E-05	0.72534	1.14E-15
22.471	3.23E-05	0.79081	0.00016934	0.018132	0	0	0.22395	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012817	0.00032029	1.47E-19	2.19E-102	1.13E-08	0.00028186	2.9644e-323	9.30E-56	8.7889	0.0070549	0.017312	0.33755	0.0072746	1.83E-06	0.03109	2.31E-05	0.72537	1.14E-15
22.588	3.23E-05	0.79029	0.00016912	0.018086	0	0	0.22379	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012805	0.00031842	1.47E-19	2.20E-102	1.13E-08	0.00028235	2.9644e-323	9.32E-56	8.7891	0.0070534	0.017333	0.33812	0.0072746	1.83E-06	0.031132	2.31E-05	0.7254	1.14E-15
22.706	3.23E-05	0.78978	0.00016891	0.01804	0	0	0.22364	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012793	0.00031657	1.46E-19	2.20E-102	1.13E-08	0.00028282	2.9644e-323	9.34E-56	8.7893	0.0070519	0.017354	0.33868	0.0072746	1.83E-06	0.031173	2.31E-05	0.72543	1.14E-15
22.824	3.22E-05	0.78928	0.0001687	0.017994	0	0	0.2235	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.01278	0.00031474	1.45E-19	2.21E-102	1.13E-08	0.0002833	2.9644e-323	9.36E-56	8.7895	0.0070504	0.017374	0.33923	0.0072746	1.83E-06	0.031213	2.31E-05	0.72545	1.14E-15
22.941	3.22E-05	0.78879	0.0001685	0.017948	0	0	0.22336	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012768	0.00031295	1.44E-19	2.21E-102	1.13E-08	0.00028376	2.9644e-323	9.38E-56	8.7897	0.0070489	0.017394	0.33977	0.0072746	1.83E-06	0.031252	2.31E-05	0.72548	1.14E-15
23.059	3.22E-05	0.78831	0.0001683	0.017902	0	0	0.22323	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012756	0.00031119	1.43E-19	2.22E-102	1.14E-08	0.00028421	2.9644e-323	9.39E-56	8.7899	0.0070474	0.017413	0.3403	0.0072746	1.83E-06	0.03129	2.31E-05	0.72551	1.14E-15
23.176	3.22E-05	0.78784	0.0001681	0.017857	0	0	0.2231	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012745	0.00030945	1.43E-19	2.22E-102	1.14E-08	0.00028466	2.9644e-323	9.41E-56	8.79	0.0070459	0.017432	0.34082	0.0072746	1.83E-06	0.031327	2.31E-05	0.72554	1.14E-15
23.294	3.21E-05	0.78738	0.00016791	0.017812	0	0	0.22298	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012733	0.00030775	1.42E-19	2.22E-102	1.14E-08	0.0002851	2.9644e-323	9.43E-56	8.7902	0.0070444	0.017451	0.34133	0.0072746	1.83E-06	0.031364	2.31E-05	0.72557	1.14E-15
23.412	3.21E-05	0.78694	0.00016772	0.017767	0	0	0.22287	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012722	0.00030607	1.41E-19	2.23E-102	1.14E-08	0.00028553	2.9644e-323	9.45E-56	8.7903	0.007043	0.017469	0.34183	0.0072746	1.83E-06	0.031399	2.31E-05	0.7256	1.14E-15
23.529	3.21E-05	0.7865	0.00016754	0.017722	0	0	0.22276	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.01271	0.00030442	1.40E-19	2.23E-102	1.14E-08	0.00028595	2.9644e-323	9.46E-56	8.7905	0.0070415	0.017487	0.34233	0.0072746	1.83E-06	0.031434	2.31E-05	0.72563	1.14E-15
23.647	3.21E-05	0.78607	0.00016736	0.017678	0	0	0.22265	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012699	0.00030281	1.40E-19	2.24E-102	1.15E-08	0.00028637	2.9644e-323	9.48E-56	8.7906	0.0070401	0.017504	0.34281	0.0072746	1.83E-06	0.031468	2.31E-05	0.72565	1.14E-15
23.765	3.21E-05	0.78565	0.00016718	0.017634	0	0	0.22255	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012688	0.00030122	1.39E-19	2.24E-102	1.15E-08	0.00028677	2.9644e-323	9.50E-56	8.7908	0.0070386	0.017521	0.34328	0.0072746	1.83E-06	0.031501	2.31E-05	0.72568	1.14E-15
23.882	3.21E-05	0.78524	0.00016701	0.017591	0	0	0.22245	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012678	0.00029966	1.38E-19	2.24E-102	1.15E-08	0.00028717	2.9644e-323	9.51E-56	8.7909	0.0070372	0.017538	0.34375	0.0072746	1.83E-06	0.031533	2.31E-05	0.72571	1.14E-15
24	3.20E-05	0.78484	0.00016685	0.017548	0	0	0.22236	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012667	0.00029813	1.37E-19	2.25E-102	1.15E-08	0.00028756	2.9644e-323	9.53E-56	8.791	0.0070357	0.017555	0.3442	0.0072746	1.83E-06	0.031564	2.31E-05	0.72573	1.14E-15
24.118	3.20E-05	0.78445	0.00016668	0.017506	0	0	0.22227	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012656	0.00029663	1.37E-19	2.25E-102	1.15E-08	0.00028794	2.9644e-323	9.54E-56	8.7911	0.0070343	0.017571	0.34464	0.0072746	1.83E-06	0.031595	2.31E-05	0.72576	1.14E-15
24.235	3.20E-05	0.78407	0.00016653	0.017463	0	0	0.22219	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012646	0.00029516	1.36E-19	2.26E-102	1.15E-08	0.00028832	2.9644e-323	9.56E-56	8.7913	0.0070329	0.017586	0.34508	0.0072746	1.83E-06	0.031625	2.31E-05	0.72578	1.14E-15
24.353	3.20E-05	0.7837	0.00016637	0.017422	0	0	0.22211	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012636	0.00029372	1.35E-19	2.26E-102	1.15E-08	0.00028868	2.9644e-323	9.57E-56	8.7914	0.0070314	0.017602	0.34551	0.0072746	1.83E-06	0.031654	2.31E-05	0.72581	1.14E-15
24.471	3.20E-05	0.78334	0.00016622	0.017381	0	0	0.22203	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012626	0.00029231	1.35E-19	2.26E-102	1.16E-08	0.00028904	2.9644e-323	9.59E-56	8.7915	0.00703	0.017617	0.34592	0.0072746	1.83E-06	0.031682	2.31E-05	0.72583	1.14E-15
24.588	3.20E-05	0.78298	0.00016607	0.01734	0	0	0.22196	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012617	0.00029093	1.34E-19	2.27E-102	1.16E-08	0.00028939	2.9644e-323	9.60E-56	8.7916	0.0070286	0.017631	0.34633	0.0072746	1.83E-06	0.031709	2.31E-05	0.72586	1.14E-15
24.706	3.19E-05	0.78264	0.00016593	0.0173	0	0	0.22189	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012607	0.00028958	1.34E-19	2.27E-102	1.16E-08	0.00028974	2.9644e-323	9.62E-56	8.7916	0.0070272	0.017646	0.34673	0.0072746	1.83E-06	0.031736	2.31E-05	0.72588	1.14E-15
24.824	3.19E-05	0.7823	0.00016579	0.017261	0	0	0.22182	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012598	0.00028826	1.33E-19	2.27E-102	1.16E-08	0.00029007	2.9644e-323	9.63E-56	8.7917	0.0070258	0.01766	0.34711	0.0072746	1.83E-06	0.031762	2.31E-05	0.7259	1.14E-15
24.941	3.19E-05	0.78198	0.00016566	0.017222	0	0	0.22176	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012588	0.00028697	1.32E-19	2.28E-102	1.16E-08	0.0002904	2.9644e-323	9.64E-56	8.7918	0.0070245	0.017673	0.34749	0.0072746	1.83E-06	0.031787	2.31E-05	0.72593	1.14E-15
25.059	3.19E-05	0.78166	0.00016553	0.017183	0	0	0.2217	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.01258	0.00028571	1.32E-19	2.28E-102	1.16E-08	0.00029072	2.9644e-323	9.66E-56	8.7919	0.0070231	0.017686	0.34786	0.0072746	1.83E-06	0.031812	2.31E-05	0.72595	1.14E-15
25.176	3.19E-05	0.78135	0.0001654	0.017146	0	0	0.22165	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012571	0.00028448	1.31E-19	2.28E-102	1.16E-08	0.00029103	2.9644e-323	9.67E-56	8.792	0.0070218	0.017699	0.34822	0.0072746	1.83E-06	0.031836	2.31E-05	0.72597	1.14E-15
25.294	3.19E-05	0.78105	0.00016527	0.017109	0	0	0.22159	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012562	0.00028328	1.31E-19	2.28E-102	1.17E-08	0.00029133	2.9644e-323	9.68E-56	8.792	0.0070204	0.017712	0.34858	0.0072746	1.83E-06	0.031859	2.31E-05	0.72599	1.14E-15
25.412	3.19E-05	0.78075	0.00016515	0.017072	0	0	0.22154	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012554	0.00028211	1.30E-19	2.29E-102	1.17E-08	0.00029163	2.9644e-323	9.69E-56	8.7921	0.0070191	0.017724	0.34892	0.0072746	1.83E-06	0.031881	2.31E-05	0.72601	1.14E-15
25.529	3.19E-05	0.78047	0.00016504	0.017037	0	0	0.22149	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012546	0.00028097	1.30E-19	2.29E-102	1.17E-08	0.00029192	2.9644e-323	9.70E-56	8.7922	0.0070178	0.017736	0.34925	0.0072746	1.83E-06	0.031903	2.31E-05	0.72603	1.14E-15
25.647	3.18E-05	0.78019	0.00016492	0.017002	0	0	0.22145	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012538	0.00027985	1.29E-19	2.29E-102	1.17E-08	0.0002922	2.9644e-323	9.72E-56	8.7922	0.0070165	0.017747	0.34957	0.0072746	1.83E-06	0.031924	2.31E-05	0.72606	1.14E-15
25.765	3.18E-05	0.77992	0.00016481	0.016967	0	0	0.22141	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.01253	0.00027877	1.28E-19	2.30E-102	1.17E-08	0.00029247	2.9644e-323	9.73E-56	8.7923	0.0070153	0.017759	0.34989	0.0072746	1.83E-06	0.031945	2.31E-05	0.72607	1.14E-15
25.882	3.18E-05	0.77966	0.00016471	0.016934	0	0	0.22137	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012522	0.00027772	1.28E-19	2.30E-102	1.17E-08	0.00029273	2.9644e-323	9.74E-56	8.7924	0.007014	0.017769	0.3502	0.0072746	1.83E-06	0.031964	2.31E-05	0.72609	1.14E-15
26	3.18E-05	0.77941	0.0001646	0.016901	0	0	0.22133	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012515	0.0002767	1.27E-19	2.30E-102	1.17E-08	0.00029299	2.9644e-323	9.75E-56	8.7924	0.0070128	0.01778	0.35049	0.0072746	1.83E-06	0.031983	2.31E-05	0.72611	1.14E-15
26.118	3.18E-05	0.77917	0.00016451	0.016869	0	0	0.22129	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012508	0.00027571	1.27E-19	2.30E-102	1.17E-08	0.00029324	2.9644e-323	9.76E-56	8.7925	0.0070116	0.01779	0.35078	0.0072746	1.83E-06	0.032002	2.31E-05	0.72613	1.14E-15
26.235	3.18E-05	0.77893	0.00016441	0.016838	0	0	0.22126	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012501	0.00027475	1.27E-19	2.31E-102	1.17E-08	0.00029348	2.9644e-323	9.77E-56	8.7925	0.0070104	0.0178	0.35106	0.0072746	1.83E-06	0.03202	2.31E-05	0.72615	1.14E-15
26.353	3.18E-05	0.7787	0.00016432	0.016807	0	0	0.22123	4.02E-09	0	1.2846e-322	0.1	0	1.14E-10	0.012494	0.00027382	1.26E-19	2.31E-102	1.17E-08	0.00029372	2.9644e-323	9.78E-56	8.7926	0.0070093	0.01781	0.35133	0.0072746	1.83E-06	0.032037	2.31E-05	0.72617	1.14E-15
