z	 OMzt	 OMbzt	 DOM1zt	 DOM2zt	 O2zt	 NO3zt	 NH4zt	 NH3zt	 FeOH3zt	 FeOOHzt	 Fe2zt	 SO4zt	 H2Szt	 HSzt	 PO4zt	 PO4adsazt	 PO4adsbzt	 S0zt	 S8zt	 FeSzt	 FeS2zt	 AlOH3zt	 Ca2zt	 Ca3PO42zt	 OMSzt	 Hzt	 OHzt	 CO2zt	 CO3zt	 HCO3zt	 H2CO3zt
8.4706	0.00022605	2.251	0.00019443	0.023616	0	0	0.35598	4.05E-09	3.60E-125	2.9644e-323	0.1	0	1.15E-10	0.012541	0.00058857	1.67E-19	1.11E-102	6.35E-09	0.00015874	0	4.73E-56	8.1109	0.0093844	0.010772	0.19719	0.0072746	1.83E-06	0.016535	2.33E-05	0.71952	1.15E-15
8.5882	0.00021479	2.1698	0.00019484	0.023482	0	0	0.3534	4.05E-09	6.86E-127	2.9644e-323	0.1	0	1.15E-10	0.01259	0.00058752	1.71E-19	1.12E-102	6.41E-09	0.0001604	0	4.78E-56	8.1407	0.0093085	0.010874	0.19876	0.0072746	1.83E-06	0.016739	2.33E-05	0.71959	1.15E-15
8.7059	0.00020407	2.0929	0.00019524	0.023353	0	0	0.35086	4.04E-09	1.30E-128	2.9644e-323	0.1	0	1.15E-10	0.012638	0.00058644	1.74E-19	1.14E-102	6.48E-09	0.00016205	0	4.84E-56	8.1691	0.0092344	0.010975	0.20034	0.0072746	1.83E-06	0.016943	2.33E-05	0.71967	1.15E-15
8.8235	0.00019387	2.0201	0.0001956	0.02323	0	0	0.34833	4.04E-09	2.48E-130	6.4229e-323	0.1	0	1.15E-10	0.012685	0.00058534	1.78E-19	1.15E-102	6.55E-09	0.00016368	0	4.89E-56	8.1962	0.0091623	0.011075	0.20192	0.0072746	1.83E-06	0.017146	2.33E-05	0.71974	1.15E-15
8.9412	0.00018418	1.9513	0.00019595	0.023112	0	0	0.34584	4.04E-09	4.72E-132	6.4229e-323	0.1	0	1.15E-10	0.01273	0.00058422	1.82E-19	1.16E-102	6.61E-09	0.0001653	0	4.95E-56	8.2222	0.009092	0.011174	0.2035	0.0072746	1.83E-06	0.017348	2.33E-05	0.71981	1.14E-15
9.0588	0.00017499	1.8862	0.00019627	0.022998	0	0	0.34338	4.04E-09	8.98E-134	6.4229e-323	0.1	0	1.15E-10	0.012775	0.00058307	1.86E-19	1.17E-102	6.67E-09	0.00016691	0	5.00E-56	8.2471	0.0090235	0.011272	0.20509	0.0072746	1.83E-06	0.01755	2.33E-05	0.71989	1.14E-15
9.1765	0.00016627	1.8247	0.00019658	0.02289	0	0	0.34094	4.04E-09	1.71E-135	6.4229e-323	0.1	0	1.15E-10	0.012818	0.00058189	1.89E-19	1.19E-102	6.74E-09	0.00016851	0	5.06E-56	8.2708	0.0089568	0.011369	0.20668	0.0072746	1.83E-06	0.01775	2.33E-05	0.71996	1.14E-15
9.2941	0.00015801	1.7666	0.00019686	0.022786	0	0	0.33853	4.04E-09	3.25E-137	6.4229e-323	0.1	0	1.15E-10	0.01286	0.00058068	1.93E-19	1.20E-102	6.80E-09	0.00017009	0	5.11E-56	8.2935	0.0088919	0.011465	0.20827	0.0072746	1.83E-06	0.017949	2.33E-05	0.72004	1.14E-15
9.4118	0.0001502	1.7117	0.00019711	0.022686	0	0	0.33615	4.04E-09	6.19E-139	6.4229e-323	0.1	0	1.15E-10	0.0129	0.00057944	1.96E-19	1.21E-102	6.87E-09	0.00017166	0	5.17E-56	8.3151	0.0088287	0.01156	0.20986	0.0072746	1.83E-06	0.018147	2.32E-05	0.72011	1.14E-15
9.5294	0.00014281	1.6599	0.00019735	0.022591	0	0	0.33381	4.04E-09	1.18E-140	6.4229e-323	0.1	0	1.15E-10	0.01294	0.00057817	1.99E-19	1.23E-102	6.93E-09	0.00017322	0	5.22E-56	8.3358	0.0087672	0.011654	0.21145	0.0072746	1.83E-06	0.018343	2.32E-05	0.72019	1.14E-15
9.6471	0.00013584	1.611	0.00019756	0.022499	0	0	0.33149	4.04E-09	2.24E-142	6.4229e-323	0.1	0	1.15E-10	0.012978	0.00057686	2.03E-19	1.24E-102	6.99E-09	0.00017477	0	5.28E-56	8.3556	0.0087075	0.011746	0.21304	0.0072746	1.83E-06	0.018539	2.32E-05	0.72026	1.14E-15
9.7647	0.00012927	1.5649	0.00019775	0.022412	0	0	0.3292	4.04E-09	4.26E-144	6.4229e-323	0.1	0	1.15E-10	0.013015	0.00057553	2.06E-19	1.25E-102	7.05E-09	0.00017631	0	5.33E-56	8.3745	0.0086494	0.011838	0.21464	0.0072746	1.83E-06	0.018734	2.32E-05	0.72033	1.14E-15
9.8824	0.00012307	1.5213	0.00019792	0.022328	0	0	0.32694	4.04E-09	8.11E-146	6.4229e-323	0.1	0	1.15E-10	0.01305	0.00057415	2.09E-19	1.26E-102	7.11E-09	0.00017783	0	5.38E-56	8.3925	0.0085929	0.011929	0.21623	0.0072746	1.83E-06	0.018927	2.32E-05	0.72041	1.14E-15
10	0.00011723	1.4803	0.00019808	0.022248	0	0	0.32471	4.04E-09	1.54E-147	6.4229e-323	0.1	0	1.15E-10	0.013085	0.00057275	2.12E-19	1.28E-102	7.17E-09	0.00017934	0	5.43E-56	8.4097	0.0085381	0.012018	0.21782	0.0072746	1.83E-06	0.019119	2.32E-05	0.72048	1.14E-15
10.118	0.00011174	1.4416	0.00019821	0.022171	0	0	0.32251	4.04E-09	2.93E-149	6.4229e-323	0.1	0	1.15E-10	0.013118	0.0005713	2.14E-19	1.29E-102	7.23E-09	0.00018084	0	5.49E-56	8.4261	0.0084848	0.012107	0.21941	0.0072746	1.83E-06	0.01931	2.32E-05	0.72055	1.14E-15
10.235	0.00010659	1.4051	0.00019832	0.022098	0	0	0.32034	4.04E-09	5.58E-151	6.4229e-323	0.1	0	1.15E-10	0.01315	0.00056983	2.17E-19	1.30E-102	7.29E-09	0.00018232	0	5.54E-56	8.4418	0.0084331	0.012195	0.221	0.0072746	1.83E-06	0.019499	2.32E-05	0.72062	1.14E-15
10.353	0.00010174	1.3707	0.00019841	0.022028	0	0	0.3182	4.04E-09	1.06E-152	6.4229e-323	0.1	0	1.15E-10	0.013181	0.00056831	2.19E-19	1.31E-102	7.35E-09	0.0001838	0	5.59E-56	8.4567	0.008383	0.012282	0.22258	0.0072746	1.83E-06	0.019688	2.32E-05	0.7207	1.14E-15
10.471	9.72E-05	1.3384	0.00019848	0.021961	0	0	0.31609	4.04E-09	2.02E-154	6.4229e-323	0.1	0	1.15E-10	0.013211	0.00056676	2.22E-19	1.33E-102	7.41E-09	0.00018526	0	5.64E-56	8.471	0.0083343	0.012367	0.22417	0.0072746	1.83E-06	0.019875	2.32E-05	0.72077	1.14E-15
10.588	9.29E-05	1.3079	0.00019853	0.021897	0	0	0.31401	4.04E-09	3.84E-156	6.4229e-323	0.1	0	1.15E-10	0.013239	0.00056517	2.24E-19	1.34E-102	7.47E-09	0.00018671	0	5.69E-56	8.4846	0.008287	0.012452	0.22575	0.0072746	1.83E-06	0.020061	2.32E-05	0.72084	1.14E-15
10.706	8.90E-05	1.2791	0.00019856	0.021836	0	0	0.31197	4.04E-09	7.31E-158	6.4229e-323	0.1	0	1.15E-10	0.013266	0.00056354	2.26E-19	1.35E-102	7.52E-09	0.00018815	0	5.74E-56	8.4976	0.0082413	0.012536	0.22732	0.0072746	1.83E-06	0.020245	2.32E-05	0.72091	1.14E-15
10.824	8.52E-05	1.2521	0.00019858	0.021777	0	0	0.30995	4.04E-09	1.39E-159	6.4229e-323	0.1	0	1.15E-10	0.013292	0.00056187	2.28E-19	1.36E-102	7.58E-09	0.00018958	0	5.80E-56	8.51	0.0081969	0.012619	0.2289	0.0072746	1.83E-06	0.020428	2.32E-05	0.72097	1.14E-15
10.941	8.17E-05	1.2266	0.00019857	0.021721	0	0	0.30796	4.03E-09	2.65E-161	6.4229e-323	0.1	0	1.15E-10	0.013317	0.00056016	2.30E-19	1.37E-102	7.64E-09	0.000191	0	5.85E-56	8.5219	0.0081539	0.012701	0.23046	0.0072746	1.83E-06	0.02061	2.32E-05	0.72104	1.14E-15
11.059	7.85E-05	1.2027	0.00019855	0.021668	0	0	0.306	4.03E-09	5.04E-163	6.4229e-323	0.1	0	1.15E-10	0.013341	0.00055842	2.31E-19	1.39E-102	7.69E-09	0.0001924	0	5.90E-56	8.5332	0.0081122	0.012782	0.23203	0.0072746	1.83E-06	0.02079	2.32E-05	0.72111	1.14E-15
11.176	7.54E-05	1.1801	0.00019851	0.021616	0	0	0.30407	4.03E-09	9.58E-165	6.4229e-323	0.1	0	1.15E-10	0.013363	0.00055664	2.33E-19	1.40E-102	7.75E-09	0.0001938	0	5.95E-56	8.544	0.0080719	0.012862	0.23359	0.0072746	1.83E-06	0.020969	2.32E-05	0.72118	1.14E-15
11.294	7.26E-05	1.1589	0.00019846	0.021567	0	0	0.30217	4.03E-09	1.82E-166	1.2846e-322	0.1	0	1.15E-10	0.013385	0.00055482	2.34E-19	1.41E-102	7.81E-09	0.00019518	0	6.00E-56	8.5543	0.0080329	0.012941	0.23514	0.0072746	1.83E-06	0.021146	2.32E-05	0.72124	1.14E-15
11.412	6.99E-05	1.1389	0.00019839	0.02152	0	0	0.3003	4.03E-09	3.47E-168	1.2846e-322	0.1	0	1.15E-10	0.013405	0.00055296	2.35E-19	1.42E-102	7.86E-09	0.00019655	0	6.04E-56	8.5641	0.0079951	0.01302	0.23669	0.0072746	1.83E-06	0.021322	2.32E-05	0.72131	1.14E-15
11.529	6.74E-05	1.1201	0.0001983	0.021475	0	0	0.29846	4.03E-09	6.60E-170	1.2846e-322	0.1	0	1.15E-10	0.013424	0.00055107	2.37E-19	1.43E-102	7.92E-09	0.00019791	0	6.09E-56	8.5735	0.0079586	0.013097	0.23823	0.0072746	1.83E-06	0.021497	2.32E-05	0.72137	1.14E-15
11.647	6.51E-05	1.1025	0.0001982	0.021432	0	0	0.29665	4.03E-09	1.26E-171	1.2846e-322	0.1	0	1.15E-10	0.013443	0.00054913	2.38E-19	1.44E-102	7.97E-09	0.00019926	0	6.14E-56	8.5825	0.0079232	0.013174	0.23976	0.0072746	1.83E-06	0.02167	2.32E-05	0.72144	1.14E-15
11.765	6.30E-05	1.0858	0.00019808	0.02139	0	0	0.29487	4.03E-09	2.39E-173	1.2846e-322	0.1	0	1.15E-10	0.01346	0.00054716	2.38E-19	1.45E-102	8.02E-09	0.0002006	0	6.19E-56	8.591	0.0078891	0.013249	0.24129	0.0072746	1.83E-06	0.021841	2.32E-05	0.7215	1.14E-15
11.882	6.10E-05	1.0702	0.00019795	0.02135	0	0	0.29312	4.03E-09	4.54E-175	1.2846e-322	0.1	0	1.15E-10	0.013476	0.00054515	2.39E-19	1.47E-102	8.08E-09	0.00020193	0	6.24E-56	8.5992	0.0078561	0.013324	0.24281	0.0072746	1.83E-06	0.022011	2.32E-05	0.72156	1.14E-15
12	5.91E-05	1.0555	0.0001978	0.021312	0	0	0.2914	4.03E-09	8.64E-177	1.2846e-322	0.1	0	1.15E-10	0.013491	0.00054311	2.40E-19	1.48E-102	8.13E-09	0.00020324	0	6.29E-56	8.6071	0.0078242	0.013398	0.24433	0.0072746	1.83E-06	0.02218	2.32E-05	0.72162	1.14E-15
12.118	5.74E-05	1.0417	0.00019764	0.021275	0	0	0.2897	4.03E-09	1.64E-178	1.2846e-322	0.1	0	1.15E-10	0.013505	0.00054103	2.40E-19	1.49E-102	8.18E-09	0.00020455	0	6.33E-56	8.6146	0.0077934	0.013471	0.24583	0.0072746	1.83E-06	0.022347	2.32E-05	0.72169	1.14E-15
12.235	5.58E-05	1.0287	0.00019747	0.021239	0	0	0.28804	4.03E-09	3.13E-180	1.2846e-322	0.1	0	1.15E-10	0.013518	0.00053891	2.41E-19	1.50E-102	8.23E-09	0.00020584	0	6.38E-56	8.6217	0.0077637	0.013544	0.24733	0.0072746	1.83E-06	0.022512	2.32E-05	0.72175	1.14E-15
12.353	5.43E-05	1.0165	0.00019728	0.021205	0	0	0.2864	4.03E-09	5.95E-182	1.2846e-322	0.1	0	1.15E-10	0.01353	0.00053676	2.41E-19	1.51E-102	8.28E-09	0.00020713	0	6.43E-56	8.6286	0.007735	0.013615	0.24882	0.0072746	1.83E-06	0.022676	2.32E-05	0.72181	1.14E-15
12.471	5.29E-05	1.005	0.00019708	0.021171	0	0	0.28479	4.03E-09	1.13E-183	1.2846e-322	0.1	0	1.15E-10	0.013541	0.00053458	2.41E-19	1.52E-102	8.33E-09	0.0002084	0	6.48E-56	8.6351	0.0077074	0.013686	0.2503	0.0072746	1.83E-06	0.022839	2.32E-05	0.72186	1.14E-15
12.588	5.16E-05	0.9942	0.00019687	0.021139	0	0	0.28321	4.03E-09	2.15E-185	1.2846e-322	0.1	0	1.15E-10	0.013552	0.00053236	2.41E-19	1.53E-102	8.39E-09	0.00020967	0	6.52E-56	8.6414	0.0076807	0.013755	0.25177	0.0072746	1.83E-06	0.022999	2.32E-05	0.72192	1.14E-15
12.706	5.04E-05	0.98404	0.00019665	0.021108	0	0	0.28166	4.03E-09	4.10E-187	1.2846e-322	0.1	0	1.15E-10	0.013561	0.00053011	2.41E-19	1.54E-102	8.44E-09	0.00021092	0	6.57E-56	8.6474	0.007655	0.013824	0.25324	0.0072746	1.83E-06	0.023159	2.32E-05	0.72198	1.14E-15
12.824	4.93E-05	0.97448	0.00019642	0.021078	0	0	0.28013	4.03E-09	7.80E-189	1.2846e-322	0.1	0	1.15E-10	0.01357	0.00052782	2.41E-19	1.55E-102	8.49E-09	0.00021216	0	6.61E-56	8.6531	0.0076302	0.013892	0.25469	0.0072746	1.83E-06	0.023316	2.32E-05	0.72204	1.14E-15
12.941	4.82E-05	0.96549	0.00019617	0.021048	0	0	0.27863	4.03E-09	1.48E-190	1.2846e-322	0.1	0	1.15E-10	0.013577	0.00052551	2.41E-19	1.57E-102	8.53E-09	0.00021339	0	6.66E-56	8.6586	0.0076063	0.01396	0.25614	0.0072746	1.83E-06	0.023473	2.32E-05	0.72209	1.14E-15
13.059	4.73E-05	0.95703	0.00019592	0.021019	0	0	0.27716	4.03E-09	2.82E-192	1.2846e-322	0.1	0	1.15E-10	0.013584	0.00052316	2.40E-19	1.58E-102	8.58E-09	0.00021462	0	6.70E-56	8.6639	0.0075833	0.014026	0.25758	0.0072746	1.83E-06	0.023627	2.32E-05	0.72215	1.14E-15
13.176	4.64E-05	0.94907	0.00019565	0.020991	0	0	0.27572	4.03E-09	5.37E-194	1.2846e-322	0.1	0	1.15E-10	0.01359	0.00052078	2.40E-19	1.59E-102	8.63E-09	0.00021583	0	6.75E-56	8.6689	0.0075612	0.014092	0.25901	0.0072746	1.83E-06	0.02378	2.32E-05	0.7222	1.14E-15
13.294	4.55E-05	0.94157	0.00019538	0.020963	0	0	0.2743	4.03E-09	1.02E-195	1.2846e-322	0.1	0	1.15E-10	0.013595	0.00051838	2.39E-19	1.60E-102	8.68E-09	0.00021703	0	6.79E-56	8.6737	0.0075399	0.014157	0.26042	0.0072746	1.83E-06	0.023931	2.31E-05	0.72226	1.14E-15
13.412	4.47E-05	0.93452	0.00019509	0.020936	0	0	0.27291	4.03E-09	1.94E-197	1.2846e-322	0.1	0	1.15E-10	0.013599	0.00051595	2.39E-19	1.61E-102	8.73E-09	0.00021822	2.9644e-323	6.84E-56	8.6784	0.0075194	0.014221	0.26183	0.0072746	1.83E-06	0.024081	2.31E-05	0.72231	1.14E-15
13.529	4.40E-05	0.92787	0.0001948	0.02091	0	0	0.27155	4.03E-09	3.70E-199	1.2846e-322	0.1	0	1.15E-10	0.013603	0.00051349	2.38E-19	1.62E-102	8.77E-09	0.0002194	2.9644e-323	6.88E-56	8.6828	0.0074996	0.014285	0.26323	0.0072746	1.83E-06	0.024229	2.31E-05	0.72236	1.14E-15
13.647	4.33E-05	0.92161	0.0001945	0.020884	0	0	0.27021	4.03E-09	7.04E-201	1.2846e-322	0.1	0	1.15E-10	0.013606	0.000511	2.37E-19	1.63E-102	8.82E-09	0.00022057	2.9644e-323	6.92E-56	8.6871	0.0074807	0.014347	0.26462	0.0072746	1.83E-06	0.024376	2.31E-05	0.72242	1.14E-15
13.765	4.27E-05	0.91571	0.00019419	0.020858	0	0	0.2689	4.03E-09	1.34E-202	1.2846e-322	0.1	0	1.15E-10	0.013608	0.00050849	2.36E-19	1.64E-102	8.87E-09	0.00022173	2.9644e-323	6.97E-56	8.6912	0.0074625	0.014409	0.266	0.0072746	1.83E-06	0.024521	2.31E-05	0.72247	1.14E-15
13.882	4.21E-05	0.91014	0.00019388	0.020832	0	0	0.26761	4.03E-09	2.55E-204	1.2846e-322	0.1	0	1.15E-10	0.013609	0.00050595	2.36E-19	1.65E-102	8.91E-09	0.00022288	2.9644e-323	7.01E-56	8.6951	0.007445	0.014471	0.26736	0.0072746	1.83E-06	0.024664	2.31E-05	0.72252	1.14E-15
14	4.16E-05	0.90489	0.00019355	0.020807	0	0	0.26635	4.03E-09	4.85E-206	1.2846e-322	0.1	0	1.15E-10	0.01361	0.00050339	2.35E-19	1.66E-102	8.96E-09	0.00022402	2.9644e-323	7.05E-56	8.6989	0.0074282	0.014531	0.26872	0.0072746	1.83E-06	0.024806	2.31E-05	0.72257	1.14E-15
14.118	4.11E-05	0.89993	0.00019322	0.020781	0	0	0.26512	4.03E-09	9.22E-208	1.2846e-322	0.1	0	1.15E-10	0.013609	0.00050081	2.34E-19	1.67E-102	9.00E-09	0.00022515	2.9644e-323	7.10E-56	8.7025	0.007412	0.014591	0.27007	0.0072746	1.83E-06	0.024946	2.31E-05	0.72262	1.14E-15
14.235	4.06E-05	0.89525	0.00019289	0.020756	0	0	0.2639	4.03E-09	1.75E-209	1.2846e-322	0.1	0	1.15E-10	0.013609	0.00049821	2.33E-19	1.68E-102	9.05E-09	0.00022628	2.9644e-323	7.14E-56	8.706	0.0073965	0.01465	0.2714	0.0072746	1.83E-06	0.025084	2.31E-05	0.72267	1.14E-15
14.353	4.02E-05	0.89083	0.00019255	0.020731	0	0	0.26272	4.03E-09	3.34E-211	1.2846e-322	0.1	0	1.15E-10	0.013607	0.00049559	2.32E-19	1.69E-102	9.09E-09	0.00022739	2.9644e-323	7.18E-56	8.7093	0.0073817	0.014708	0.27273	0.0072746	1.83E-06	0.025221	2.31E-05	0.72272	1.14E-15
14.471	3.97E-05	0.88665	0.0001922	0.020706	0	0	0.26155	4.03E-09	6.35E-213	1.2846e-322	0.1	0	1.14E-10	0.013605	0.00049295	2.30E-19	1.70E-102	9.14E-09	0.00022849	2.9644e-323	7.22E-56	8.7125	0.0073674	0.014766	0.27404	0.0072746	1.83E-06	0.025356	2.31E-05	0.72277	1.14E-15
14.588	3.94E-05	0.88269	0.00019185	0.020681	0	0	0.26042	4.03E-09	1.21E-214	1.2846e-322	0.1	0	1.14E-10	0.013603	0.00049029	2.29E-19	1.71E-102	9.18E-09	0.00022958	2.9644e-323	7.26E-56	8.7156	0.0073538	0.014822	0.27535	0.0072746	1.83E-06	0.02549	2.31E-05	0.72281	1.14E-15
14.706	3.90E-05	0.87894	0.00019149	0.020656	0	0	0.2593	4.03E-09	2.30E-216	1.2846e-322	0.1	0	1.14E-10	0.0136	0.00048761	2.28E-19	1.72E-102	9.23E-09	0.00023066	2.9644e-323	7.30E-56	8.7186	0.0073407	0.014879	0.27664	0.0072746	1.83E-06	0.025621	2.31E-05	0.72286	1.14E-15
14.824	3.87E-05	0.87538	0.00019113	0.02063	0	0	0.25821	4.03E-09	4.37E-218	1.2846e-322	0.1	0	1.14E-10	0.013596	0.00048492	2.27E-19	1.73E-102	9.27E-09	0.00023173	2.9644e-323	7.34E-56	8.7214	0.0073281	0.014934	0.27792	0.0072746	1.83E-06	0.025752	2.31E-05	0.72291	1.14E-15
14.941	3.83E-05	0.87201	0.00019076	0.020605	0	0	0.25714	4.03E-09	8.32E-220	1.2846e-322	0.1	0	1.14E-10	0.013591	0.00048221	2.26E-19	1.74E-102	9.31E-09	0.00023279	2.9644e-323	7.38E-56	8.7242	0.0073161	0.014989	0.27919	0.0072746	1.83E-06	0.02588	2.31E-05	0.72296	1.14E-15
15.059	3.80E-05	0.86881	0.00019039	0.020579	0	0	0.25609	4.03E-09	1.58E-221	1.2846e-322	0.1	0	1.14E-10	0.013587	0.00047949	2.24E-19	1.75E-102	9.35E-09	0.00023385	2.9644e-323	7.42E-56	8.7268	0.0073046	0.015043	0.28045	0.0072746	1.83E-06	0.026008	2.31E-05	0.723	1.14E-15
15.176	3.78E-05	0.86577	0.00019002	0.020553	0	0	0.25507	4.03E-09	3.01E-223	1.2846e-322	0.1	0	1.14E-10	0.013581	0.00047675	2.23E-19	1.76E-102	9.39E-09	0.00023489	2.9644e-323	7.46E-56	8.7294	0.0072935	0.015096	0.2817	0.0072746	1.83E-06	0.026133	2.31E-05	0.72305	1.14E-15
15.294	3.75E-05	0.86288	0.00018964	0.020527	0	0	0.25407	4.03E-09	5.73E-225	1.2846e-322	0.1	0	1.14E-10	0.013575	0.00047401	2.22E-19	1.77E-102	9.44E-09	0.00023592	2.9644e-323	7.50E-56	8.7318	0.007283	0.015149	0.28293	0.0072746	1.83E-06	0.026257	2.31E-05	0.72309	1.14E-15
15.412	3.72E-05	0.86012	0.00018926	0.020501	0	0	0.25309	4.03E-09	1.09E-226	1.2846e-322	0.1	0	1.14E-10	0.013569	0.00047125	2.20E-19	1.77E-102	9.48E-09	0.00023695	2.9644e-323	7.54E-56	8.7342	0.0072729	0.015201	0.28416	0.0072746	1.83E-06	0.026379	2.31E-05	0.72314	1.14E-15
15.529	3.70E-05	0.8575	0.00018888	0.020474	0	0	0.25213	4.03E-09	2.07E-228	1.2846e-322	0.1	0	1.14E-10	0.013562	0.00046849	2.19E-19	1.78E-102	9.52E-09	0.00023796	2.9644e-323	7.58E-56	8.7364	0.0072632	0.015253	0.28537	0.0072746	1.83E-06	0.0265	2.31E-05	0.72318	1.14E-15
15.647	3.68E-05	0.85499	0.0001885	0.020447	0	0	0.2512	4.03E-09	3.95E-230	1.2846e-322	0.1	0	1.14E-10	0.013555	0.00046571	2.18E-19	1.79E-102	9.56E-09	0.00023896	2.9644e-323	7.62E-56	8.7386	0.007254	0.015303	0.28658	0.0072746	1.83E-06	0.026619	2.31E-05	0.72323	1.14E-15
15.765	3.66E-05	0.8526	0.00018811	0.020419	0	0	0.25028	4.03E-09	7.51E-232	1.2846e-322	0.1	0	1.14E-10	0.013547	0.00046293	2.16E-19	1.80E-102	9.60E-09	0.00023996	2.9644e-323	7.66E-56	8.7407	0.0072451	0.015354	0.28777	0.0072746	1.83E-06	0.026736	2.31E-05	0.72327	1.14E-15
15.882	3.64E-05	0.85032	0.00018773	0.020392	0	0	0.24939	4.03E-09	1.43E-233	1.2846e-322	0.1	0	1.14E-10	0.013539	0.00046015	2.15E-19	1.81E-102	9.64E-09	0.00024094	2.9644e-323	7.69E-56	8.7428	0.0072367	0.015403	0.28895	0.0072746	1.83E-06	0.026852	2.31E-05	0.72331	1.14E-15
16	3.62E-05	0.84813	0.00018734	0.020363	0	0	0.24851	4.03E-09	2.72E-235	1.2846e-322	0.1	0	1.14E-10	0.013531	0.00045735	2.13E-19	1.82E-102	9.68E-09	0.00024192	2.9644e-323	7.73E-56	8.7447	0.0072286	0.015452	0.29012	0.0072746	1.83E-06	0.026966	2.31E-05	0.72336	1.14E-15
16.118	3.60E-05	0.84603	0.00018695	0.020334	0	0	0.24766	4.03E-09	5.17E-237	1.2846e-322	0.1	0	1.14E-10	0.013522	0.00045456	2.12E-19	1.83E-102	9.71E-09	0.00024289	2.9644e-323	7.77E-56	8.7466	0.0072209	0.0155	0.29128	0.0072746	1.83E-06	0.027079	2.31E-05	0.7234	1.14E-15
16.235	3.59E-05	0.84402	0.00018656	0.020305	0	0	0.24683	4.03E-09	9.83E-239	1.2846e-322	0.1	0	1.14E-10	0.013512	0.00045176	2.11E-19	1.84E-102	9.75E-09	0.00024385	2.9644e-323	7.81E-56	8.7484	0.0072135	0.015548	0.29243	0.0072746	1.83E-06	0.02719	2.31E-05	0.72344	1.14E-15
16.353	3.57E-05	0.84209	0.00018617	0.020276	0	0	0.24601	4.03E-09	1.87E-240	1.2846e-322	0.1	0	1.14E-10	0.013503	0.00044895	2.09E-19	1.85E-102	9.79E-09	0.00024479	2.9644e-323	7.84E-56	8.7501	0.0072065	0.015595	0.29356	0.0072746	1.83E-06	0.0273	2.31E-05	0.72348	1.14E-15
16.471	3.55E-05	0.84024	0.00018578	0.020246	0	0	0.24522	4.03E-09	3.56E-242	1.2846e-322	0.1	0	1.14E-10	0.013493	0.00044615	2.08E-19	1.85E-102	9.83E-09	0.00024573	2.9644e-323	7.88E-56	8.7518	0.0071997	0.015641	0.29469	0.0072746	1.83E-06	0.027408	2.31E-05	0.72353	1.14E-15
16.588	3.54E-05	0.83845	0.00018539	0.020215	0	0	0.24445	4.03E-09	6.77E-244	1.2846e-322	0.1	0	1.14E-10	0.013482	0.00044335	2.06E-19	1.86E-102	9.87E-09	0.00024666	2.9644e-323	7.91E-56	8.7534	0.0071933	0.015687	0.2958	0.0072746	1.83E-06	0.027514	2.31E-05	0.72357	1.14E-15
16.706	3.53E-05	0.83674	0.000185	0.020184	0	0	0.24369	4.03E-09	1.29E-245	1.2846e-322	0.1	0	1.14E-10	0.013472	0.00044055	2.05E-19	1.87E-102	9.90E-09	0.00024758	2.9644e-323	7.95E-56	8.755	0.0071872	0.015732	0.2969	0.0072746	1.83E-06	0.027619	2.31E-05	0.72361	1.14E-15
16.824	3.51E-05	0.83508	0.00018461	0.020152	0	0	0.24295	4.03E-09	2.45E-247	1.2846e-322	0.1	0	1.14E-10	0.013461	0.00043775	2.03E-19	1.88E-102	9.94E-09	0.00024849	2.9644e-323	7.99E-56	8.7565	0.0071813	0.015777	0.29799	0.0072746	1.83E-06	0.027723	2.31E-05	0.72365	1.14E-15
16.941	3.50E-05	0.83348	0.00018422	0.02012	0	0	0.24223	4.02E-09	4.66E-249	1.2846e-322	0.1	0	1.14E-10	0.01345	0.00043495	2.02E-19	1.89E-102	9.97E-09	0.0002494	2.9644e-323	8.02E-56	8.758	0.0071757	0.015821	0.29907	0.0072746	1.83E-06	0.027824	2.31E-05	0.72369	1.14E-15
17.059	3.49E-05	0.83194	0.00018383	0.020087	0	0	0.24153	4.02E-09	8.87E-251	1.2846e-322	0.1	0	1.14E-10	0.013438	0.00043215	2.01E-19	1.90E-102	1.00E-08	0.00025029	2.9644e-323	8.05E-56	8.7594	0.0071703	0.015864	0.30014	0.0072746	1.83E-06	0.027925	2.31E-05	0.72373	1.14E-15
17.176	3.48E-05	0.83044	0.00018345	0.020054	0	0	0.24085	4.02E-09	1.69E-252	1.2846e-322	0.1	0	1.14E-10	0.013427	0.00042937	1.99E-19	1.90E-102	1.00E-08	0.00025117	2.9644e-323	8.09E-56	8.7607	0.0071652	0.015907	0.3012	0.0072746	1.83E-06	0.028024	2.31E-05	0.72377	1.14E-15
17.294	3.47E-05	0.829	0.00018306	0.02002	0	0	0.24018	4.02E-09	3.21E-254	1.2846e-322	0.1	0	1.14E-10	0.013415	0.00042658	1.98E-19	1.91E-102	1.01E-08	0.00025205	2.9644e-323	8.12E-56	8.762	0.0071603	0.01595	0.30224	0.0072746	1.83E-06	0.028121	2.31E-05	0.72381	1.14E-15
17.412	3.46E-05	0.8276	0.00018268	0.019986	0	0	0.23953	4.02E-09	6.11E-256	1.2846e-322	0.1	0	1.14E-10	0.013403	0.0004238	1.96E-19	1.92E-102	1.01E-08	0.00025291	2.9644e-323	8.16E-56	8.7632	0.0071557	0.015991	0.30328	0.0072746	1.83E-06	0.028217	2.31E-05	0.72385	1.14E-15
