-999	"MyLake model input data time series for Lake 227, accessed from https://github.com/biogeochemistry/ELA_MyLake_model"																															
Year	Month	Day	Global_rad (MJ/m2)	Cloud_cov (-)	Air_temp (deg C)	Relat_hum (%)	Air_press (hPa)	Wind_speed_L227_10m (m/s)	Precipitation (mm/day)	Inflow (m3/day)	Inflow_T (deg C)	Inflow_C	Inflow_S (kg/m3)	Inflow_TP (mg/m3)	Inflow_DOP (mg/m3)	Inflow_Chla (mg/m3)	Inflow_DOC (mg/m3)	Inflow_DIC	Inflow_O	Inflow_NO3 (mg/m3)	Inflow_NH4 (mg/m3)	Inflow_SO4 (mg/m3)	Inflow_Fe2 (mg/m3)	Inflow_Ca2 (mg/m3)	Inflow_pH	Inflow_CH4	Inflow_Fe3	Inflow_Al3	Inflow_SiO4	Inflow_SiO2	Inflow_diatom	Inflow_POC (kg/m3)
1976	8	15	NaN	0.962	13.6	81	NaN	1.034489829	0	0	15.33	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	8	16	NaN	0.625	16.65	81	NaN	1.731624943	0	0	17.83	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	8	17	NaN	0.462	21.1	84	NaN	2.282120624	0	0	21.48	0	0	17.00	0	0	10992	8000	10000	17	5	5800	212.7835376	2430	5.83	0	47.21646243	0	0	4960	0	0
1976	8	18	NaN	0	25	91	NaN	1.362861342	10.7	5243	24.68	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	8	19	NaN	0	23.85	91	NaN	2.086946058	6.1	2989	23.74	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	8	20	NaN	0	23.05	89	NaN	2.247738879	0	0	23.08	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	8	21	NaN	0.162	22.75	94	NaN	1.617169925	0	0	22.84	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	8	22	NaN	0.125	19.7	93	NaN	1.376303829	0	0	20.33	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	8	23	NaN	0.375	20	70	NaN	1.812409118	0	0	20.58	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	8	24	NaN	0.212	23.9	54	NaN	2.403361514	0	0	23.78	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	8	25	NaN	0.375	25.85	56	NaN	1.651616297	0	0	25.38	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	8	26	NaN	0.338	22.2	60	NaN	1.398018615	12.2	5978	22.38	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	8	27	NaN	0.162	13.1	73	NaN	2.746661943	2.8	1372	14.92	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	8	28	NaN	0.375	7.75	78	NaN	2.297114167	0	0	10.54	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	8	29	NaN	0.712	10	77	NaN	1.097307603	0	0	12.38	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	8	30	NaN	0.912	16.4	84	NaN	1.605989395	0.3	147	17.63	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	8	31	NaN	1	12.2	97	NaN	1.90663578	0	0	14.18	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	1	NaN	1	7.8	91	NaN	1.154890563	0	0	10.58	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	2	NaN	1	11.7	86	NaN	2.525248676	1.3	637	13.77	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	3	NaN	1	12.5	88	NaN	2.895498706	2.5	1225	14.43	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	4	NaN	0.838	14.15	76	NaN	1.584274609	0	0	15.78	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	5	NaN	1	15	90	NaN	2.399613128	0	0	16.48	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	6	NaN	0.962	23.35	88	NaN	1.774989888	0	0	23.33	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	7	NaN	0.838	26.35	85	NaN	2.734705885	1.3	637	25.79	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	8	NaN	0.912	13.35	74	NaN	1.67630394	0	0	15.13	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	9	NaN	0.712	12.5	74	NaN	1.436148746	0	0	14.43	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	10	NaN	0.212	15.25	70	NaN	1.799677532	0	0	16.69	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	11	NaN	0.5	19.45	69	NaN	0.914799995	0	0	20.13	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	12	NaN	0	20.55	78	NaN	1.490047947	13.2	6468	21.03	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	13	NaN	0.625	8.05	86	NaN	2.548449891	0.3	147	10.78	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	14	NaN	0.625	8.6	78	NaN	1.051680701	0	0	11.23	0	0	42.00	0	0	34800	8000	10000	28	21	9000	736.5583993	2970	4.92	0	163.4416007	0	0	9800	0	0
1976	9	15	NaN	0.288	10.55	68	NaN	1.362085814	0	0	12.83	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	16	NaN	0.125	15.8	74	NaN	1.44138356	0	0	17.14	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	17	NaN	0.088	16.65	72	NaN	1.580526223	0	0	17.83	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	18	NaN	0.412	21.15	72	NaN	2.226024093	1.5	735	21.52	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	19	NaN	0.625	11.65	70	NaN	2.43696773	0	0	13.73	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	20	NaN	0.462	10.25	71	NaN	2.111633702	0	0	12.59	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	21	NaN	1	4.45	96	NaN	1.500517576	4.8	2352	7.83	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	22	NaN	1	5	97	NaN	2.121327802	0.3	147	8.28	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	23	NaN	1	2.25	96	NaN	1.534123793	0	0	6.03	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	24	NaN	0.338	3.05	65	NaN	1.732400471	0	0	6.68	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	25	NaN	0.912	2.25	69	NaN	1.351616185	3.8	1862	6.03	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	26	NaN	0.962	4.45	78	NaN	2.100388544	0	0	7.83	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	27	NaN	0.338	4.7	67	NaN	1.258875952	0	0	8.03	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	28	NaN	0.125	10.8	68	NaN	2.389143499	0	0	13.04	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	29	NaN	0.588	11.4	72	NaN	1.327704069	0	0	13.53	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	9	30	NaN	0.125	16.1	65	NaN	1.348643328	0	0	17.38	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	1	NaN	0.462	13.6	69	NaN	1.60295191	0	0	15.33	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	2	NaN	0.338	13.05	72	NaN	1.292546797	0	0	14.88	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	3	NaN	0.588	16.4	69	NaN	3.081043799	7.9	3871	17.63	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	4	NaN	0.625	7.2	60	NaN	2.733219456	0	0	10.08	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	5	NaN	0.625	-0.3	64	NaN	2.419065957	0	0	0.00	0	0	56.00	0	0	34680	8000	10000	29	26	9200	818.3982214	12900	6.11	0	181.6017786	0	0	11600	0	0
1976	10	6	NaN	0.588	0.55	65	NaN	1.49676919	0	0	4.63	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	7	NaN	0	-0.3	67	NaN	1.466846732	3	1470	0.00	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	8	NaN	0.538	1.35	70	NaN	1.909673265	1.8	882	5.29	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	9	NaN	0.712	3.6	71	NaN	0.486947617	0	0	7.13	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	10	NaN	0.75	7.25	72	NaN	1.335911742	0	0	10.13	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	11	NaN	0.412	11.15	63	NaN	1.730138515	0	0	13.32	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	12	NaN	0.712	9.75	66	NaN	1.786945946	0	0	12.18	0	0	52.00	0	0	32040	8000	10000	39	33	8400	900.2380436	2910	4.87	0	199.7619564	0	0	10500	0	0
1976	10	13	NaN	0.5	5.3	44	NaN	1.59177138	2.8	1372	8.53	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	14	NaN	0.788	6.1	50	NaN	2.389143499	2.8	1372	9.18	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	15	NaN	0.038	0	62	NaN	2.721974299	1	490	0.00	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	16	NaN	0.088	-0.3	62	NaN	1.729362986	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	17	NaN	0.25	-0.55	69	NaN	0.785416061	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	18	NaN	0.288	-0.8	66	NaN	0.622335432	0.3	147	0.00	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	19	NaN	0	-0.55	63	NaN	1.745842958	3.8	1862	0.00	0	0	267.23	0	0	33480	8000	10000	1051.542577	28	8000	900.2380436	3550	5.11	0	199.7619564	0	0	10400	0	0
1976	10	20	NaN	1	0	82	NaN	1.751077773	2.3	1127	0.00	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	21	NaN	0.912	-1.35	77	NaN	1.822878747	0.3	147	0.00	0	0	214.23	0	0	0	8000	10000	998.5425772	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	22	NaN	0.75	-3.05	75	NaN	1.478027262	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	23	NaN	0.338	-3.1	65	NaN	1.029255014	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	24	NaN	0.212	-5.85	61	NaN	1.111525618	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	25	NaN	0.125	-6.65	65	NaN	1.855774063	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	26	NaN	0.338	-5.8	66	NaN	1.149655748	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	27	NaN	0.038	-4.45	63	NaN	2.896274234	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	28	NaN	0.038	5	65	NaN	2.583607164	0	0	8.28	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	29	NaN	0	5.55	65	NaN	1.036751786	0	0	8.73	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	30	NaN	0	2.75	66	NaN	1.167622149	0	0	6.44	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	10	31	NaN	0.375	0.85	71	NaN	0.979879726	0	0	4.88	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	1	NaN	0.875	4.45	78	NaN	2.051788785	0	0	7.83	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	2	NaN	0.088	1.4	52	NaN	2.813228103	2.8	1372	5.33	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	3	NaN	0.088	-5.3	49	NaN	3.229880563	1.3	637	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	4	NaN	0.625	-4.2	68	NaN	1.80943626	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	5	NaN	0.538	0.85	69	NaN	2.582120735	0	0	4.88	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	6	NaN	0.212	-4.15	66	NaN	2.572362007	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	7	NaN	0.125	-10.85	65	NaN	1.519970405	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	8	NaN	0.088	-6.7	61	NaN	2.121327802	0.8	392	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	9	NaN	0	-4.45	59	NaN	2.488604975	0.3	147	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	10	NaN	0	-10.55	61	NaN	1.849828348	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	11	NaN	0.212	-10.85	62	NaN	1.822103219	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	12	NaN	0.538	-8.65	64	NaN	1.777251845	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	13	NaN	0.588	-3.85	83	NaN	2.710018241	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	14	NaN	0.788	-4.75	77	NaN	1.086127073	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	15	NaN	0.625	-1.4	71	NaN	1.119022389	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	16	NaN	0.625	-0.55	62	NaN	1.911870594	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	17	NaN	0.962	-2.8	87	NaN	1.392783801	0.8	392	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	18	NaN	0.788	0.55	81	NaN	2.447437359	0.8	392	4.63	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	19	NaN	0.75	-2.5	87	NaN	1.225205108	1.8	882	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	20	NaN	0.75	-4.45	68	NaN	0.61426994	1.8	882	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	21	NaN	0.912	-6.4	86	NaN	2.008359212	0.5	245	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	22	NaN	0.962	-10	95	NaN	1.926088609	0.3	147	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	23	NaN	1	-10.8	96	NaN	1.143710033	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	24	NaN	1	-7.8	93	NaN	1.463809247	0.3	147	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	25	NaN	0.125	-2.5	52	NaN	1.256613996	0.3	147	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	26	NaN	0.662	-15.3	68	NaN	1.639595611	0.3	147	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	27	NaN	0.162	-22.75	64	NaN	1.074881916	0.3	147	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	28	NaN	0.412	-22.2	68	NaN	1.088324403	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	29	NaN	0.338	-21.4	62	NaN	1.442159088	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	11	30	NaN	0.288	-22.5	86	NaN	1.305278382	1	490	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	1	NaN	0.338	-27.2	71	NaN	1.375592928	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	2	NaN	0.338	-28.6	72	NaN	1.049418744	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	3	NaN	0.625	-19.4	76	NaN	0.676971385	0.5	245	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	4	NaN	0.625	-14.15	82	NaN	1.106290803	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	5	NaN	0.875	-18.6	86	NaN	1.238712222	1.5	735	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	6	NaN	0.625	-26.35	51	NaN	1.478027262	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	7	NaN	0.462	-25.85	69	NaN	1.144420934	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	8	NaN	0.625	-28.3	73	NaN	0.819086905	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	9	NaN	0.875	-25	69	NaN	1.905924879	9.7	4753	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	10	NaN	0.838	-16.9	89	NaN	1.808660732	5.1	2499	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	11	NaN	1	-16.65	84	NaN	2.364455855	0.3	147	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	12	NaN	0.962	-25	84	NaN	1.342632985	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	13	NaN	1	-16.65	81	NaN	NaN	2.8	1372	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	14	NaN	0.75	-6.4	80	NaN	1.189983208	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	15	NaN	0.412	-13.6	80	NaN	0.679944242	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	16	NaN	0.588	-7.5	78	NaN	2.089918915	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	17	NaN	0.838	-5	91	NaN	1.418182345	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	18	NaN	0.838	-3.9	91	NaN	2.086946058	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	19	NaN	0.538	-13.1	74	NaN	2.020379898	0.3	147	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	20	NaN	0.838	-23.9	92	NaN	1.436924274	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	21	NaN	1	-20.85	91	NaN	2.073438944	3	1470	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	22	NaN	1	-19.75	87	NaN	2.162495418	0.8	392	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	23	NaN	0.838	-19.75	88	NaN	1.334425313	1	490	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	24	NaN	0.662	-13.05	75	NaN	1.648578812	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	25	NaN	1	-21.95	72	NaN	0.792137304	0.5	245	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	26	NaN	0.588	-22.75	69	NaN	0.980655255	1.5	735	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	27	NaN	0.538	-20.55	74	NaN	1.789207903	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	28	NaN	0.088	-30.55	65	NaN	1.504201334	2.8	1372	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	29	NaN	0.162	-31.1	64	NaN	1.43240036	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	30	NaN	0.5	-29.45	72	NaN	1.27083201	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	12	31	NaN	0.288	-23.9	79	NaN	1.438410703	0.3	147	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1977	1	1	NaN	0.338	-20	74	NaN	0.961202425	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1977	1	2	NaN	0.288	-16.1	80	NaN	0.777143761	1.8	882	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1977	1	3	NaN	0.412	-13.3	78	NaN	0.785416061	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1977	1	4	NaN	0.538	-17.2	63	NaN	0.606630988	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1977	1	5	NaN	0.875	-20	68	NaN	1.278328782	3	1470	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1977	1	6	NaN	0.662	-19.2	74	NaN	1.603727438	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1977	1	7	NaN	0.662	-25.85	73	NaN	1.071909058	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1977	1	8	NaN	0.875	-31.95	89	NaN	1.163162862	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1977	1	9	NaN	0.838	-29.15	83	NaN	1.086127073	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1977	1	10	NaN	0.838	-25.3	84	NaN	0.879642722	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1977	1	11	NaN	0.875	-30.3	79	NaN	0.78690249	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1977	1	12	NaN	0.75	-28.65	75	NaN	1.258875952	0.8	392	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1977	1	13	NaN	0.912	-22.75	89	NaN	0.582693021	1	490	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1977	1	14	NaN	0.962	-24.45	90	NaN	1.11973329	0.5	245	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1977	1	15	NaN	0.375	-30.6	68	NaN	1.27083201	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1977	1	16	NaN	0.588	-30.85	69	NaN	0.875183436	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1977	1	17	NaN	0.662	-21.95	66	NaN	2.168441133	0.5	245	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
