-999	"MyLake model input data time series for Lake 227, accessed from https://github.com/biogeochemistry/ELA_MyLake_model"																															
Year	Month	Day	Global_rad (MJ/m2)	Cloud_cov (-)	Air_temp (deg C)	Relat_hum (%)	Air_press (hPa)	Wind_speed_L227_10m (m/s)	Precipitation (mm/day)	Inflow (m3/day)	Inflow_T (deg C)	Inflow_C	Inflow_S (kg/m3)	Inflow_TP (mg/m3)	Inflow_DOP (mg/m3)	Inflow_Chla (mg/m3)	Inflow_DOC (mg/m3)	Inflow_DIC	Inflow_O	Inflow_NO3 (mg/m3)	Inflow_NH4 (mg/m3)	Inflow_SO4 (mg/m3)	Inflow_Fe2 (mg/m3)	Inflow_Ca2 (mg/m3)	Inflow_pH	Inflow_CH4	Inflow_Fe3	Inflow_Al3	Inflow_SiO4	Inflow_SiO2	Inflow_diatom	Inflow_POC (kg/m3)
1991	5	16	NaN	1	15.75	97	936	2.513292619	0	0	17.10	0	0	13.00	0	0	27120	8000	10000	21.66666667	42	8213.333333	272.7994071	2686.666667	4.436666667	0	60.5339262	0	0	5033.333333	0	0
1991	5	17	NaN	0.288	11.25	97	943	2.933693464	0	0	13.41	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	5	18	NaN	0.75	12	99	946	1.376303829	0	0	14.02	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	5	19	NaN	0.412	12.75	84	940	1.986709054	0	0	14.64	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	5	20	NaN	0.088	17.25	53	942	2.261956894	0	0	18.33	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	5	21	NaN	0.412	20.25	71	959	2.240242108	0.2	98	20.79	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	5	22	NaN	0.538	21.25	99	955	2.130311003	38.8	19012	21.61	0	0	135.80	0	0	15960	8000	10000	62	105	8170	180.0476087	2670	0	0	39.95239129	0	0	4370	0	0
1991	5	23	NaN	0.375	17	99	951	1.73608423	13.8	6762	18.12	0	0	139.47	0	0	37000	8000	10000	4	32.33333333	8060	461.0309981	3446.666667	4.436666667	0	102.3023353	0	0	4880	0	0
1991	5	24	NaN	0.375	17.25	65	947	1.878975278	0	0	18.33	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	5	25	NaN	0.288	15.25	61	958	1.962732311	0	0	16.69	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	5	26	NaN	0	17	98	966	1.531926463	0	0	18.12	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	5	27	NaN	0.338	17	98	965	1.783262188	0	0	18.12	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	5	28	NaN	0	16	94	966	1.50794972	0	0	17.30	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	5	29	NaN	0.912	17.5	92	960	1.256613996	0.8	392	18.53	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	5	30	NaN	0.662	18.75	98	946	1.065123188	0	0	19.56	0	0	12.00	0	0	31960	8000	10000	7.666666667	38.33333333	8640	335.5432708	2956.666667	4.54	0	74.45672922	0	0	5216.666667	0	0
1991	5	31	NaN	1	19.25	96	943	1.603727438	2	980	19.97	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	1	NaN	1	20.75	99	938	1.699440528	0	0	21.20	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	2	NaN	0.5	14.75	95	944	1.771241503	0	0	16.28	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	3	NaN	0.838	18.5	96	931	2.99502481	0	0	19.35	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	4	NaN	0.212	17.75	87	935	2.45422323	0	0	18.74	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	5	NaN	1	19.25	92	933	1.735373329	0	0	19.97	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	6	NaN	0.162	19.5	98	937	1.364347771	0	0	20.17	0	0	15.00	0	0	20040	8000	10000	7	31	6550	220.9675198	2420	4.97	0	49.03248022	0	0	5300	0	0
1991	6	7	NaN	0.25	21.5	96	939	1.460125489	0	0	21.81	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	8	NaN	0.462	21.25	92	946	2.671112582	0	0	21.61	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	9	NaN	0	20.5	92	958	1.986709054	2	980	20.99	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	10	NaN	0.538	18.5	90	958	2.395864742	6.8	3332	19.35	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	11	NaN	0.662	16.25	92	945	1.926864137	0	0	17.51	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	12	NaN	0.5	15.75	92	954	3.020423354	0.6	294	17.10	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	13	NaN	1	22	93	936	1.807174304	36.4	17836	22.22	0	0	138.80	0	0	18360	8000	10000	7	44	6340	229.151502	2600	5.2	0	50.848498	0	0	5210	0	0
1991	6	14	NaN	0.75	19.5	95	933	1.495993662	0	0	20.17	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	15	NaN	0.288	19.75	88	938	2.264218851	0	0	20.38	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	16	NaN	0.25	19	96	952	2.90221995	0	0	19.76	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	17	NaN	0.5	22.25	88	965	2.707045383	6.6	3234	22.43	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	18	NaN	0.625	17.75	94	958	2.324063768	0	0	18.74	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	19	NaN	0.375	17.75	95	948	1.831086419	0	0	18.74	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	20	NaN	0.912	18	99	940	1.962732311	0	0	18.94	0	0	11.00	0	0	23040	8000	10000	4	21	5480	286.4393775	2740	4.92	0	63.56062251	0	0	5710	0	0
1991	6	21	NaN	0.038	16.25	76	928	2.393602785	0	0	17.51	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	22	NaN	0.875	17	96	914	1.13698879	0	0	18.12	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	23	NaN	0.662	17	96	929	2.130311003	0	0	18.12	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	24	NaN	1	21.5	99	915	2.696575754	0	0	21.81	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	25	NaN	0.538	20	94	913	2.626261209	13	6370	20.58	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	26	NaN	1	21	97	912	2.923159208	0	0	21.40	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	27	NaN	0.912	22	88	917	2.698773084	0	0	22.22	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	28	NaN	0.338	16.25	68	949	1.735373329	2.4	1176	17.51	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	29	NaN	0	16	88	966	1.950776253	0.2	98	17.30	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	6	30	NaN	0	15	84	965	2.876821405	36.2	17738	16.48	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	1	NaN	0.838	14.75	78	958	2.656894568	9.8	4802	16.28	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	2	NaN	0.788	16.25	78	956	2.238044778	3.6	1764	17.51	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	3	NaN	0.838	14.75	96	961	2.429535586	10.4	5096	16.28	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	4	NaN	0.538	19.5	93	949	1.41223663	0	0	20.17	0	0	14.00	0	0	47840	8000	10000	6	25.66666667	5303.333333	665.6305534	3536.666667	4.5	0	147.7027799	0	0	5623.333333	0	0
1991	7	5	NaN	0.375	18.25	97	933	1.747329387	0.4	196	19.15	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	6	NaN	0.5	18.5	91	924	2.04655397	0	0	19.35	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	7	NaN	0.338	16.75	90	934	2.071952515	1	490	17.92	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	8	NaN	0.088	15	92	957	1.914908079	4.2	2058	16.48	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	9	NaN	1	17.75	92	957	1.50794972	0	0	18.74	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	10	NaN	0.588	18.75	97	942	0.909565181	0	0	19.56	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	11	NaN	0.375	19.75	94	953	1.184813021	8.6	4214	20.38	0	0	124.80	0	0	35040	8000	10000	7	35.5	4190	523.7748617	2865	4.54	0	116.2251383	0	0	5780	0	0
1991	7	12	NaN	0.912	19	67	943	2.034533285	2.4	1176	19.76	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	13	NaN	1	19	83	941	1.124968104	0	0	19.76	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	14	NaN	1	20.75	98	938	2.166243804	0	0	21.20	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	15	NaN	1	24.75	86	948	3.948730463	0	0	24.48	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	16	NaN	1	26.75	82	942	1.364347771	0	0	26.12	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	17	NaN	0.788	25	77	942	1.340435655	0	0	24.68	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	18	NaN	1	21.75	71	927	1.903662922	36	17640	22.02	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	19	NaN	0.75	21	97	912	2.261956894	5.2	2548	21.40	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	20	NaN	0	19.5	84	919	1.495993662	0	0	20.17	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	21	NaN	0.375	20.5	89	921	2.023352755	0.2	98	20.99	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	22	NaN	0.038	18.5	94	922	3.297933151	1.2	588	19.35	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	23	NaN	0.162	18	90	929	3.032379412	1.6	784	18.94	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	24	NaN	0.412	15.5	88	926	2.671112582	0.4	196	16.89	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	25	NaN	0	14.25	84	928	1.460125489	0	0	15.87	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	26	NaN	0	16.5	85	940	1.089099931	0.4	196	17.71	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	27	NaN	0.712	18.25	81	945	1.23270188	0	0	19.15	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	28	NaN	0.462	18	93	922	1.531926463	0	0	18.94	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	29	NaN	0.038	18	37	945	1.304502854	0	0	18.94	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	30	NaN	0.838	19.75	81	943	3.155817631	0.4	196	20.38	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	31	NaN	0.125	18.75	44	933	3.190199376	0	0	19.56	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	1	NaN	0.538	18	54	944	2.405558843	0	0	18.94	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	2	NaN	0.375	15.25	57	926	1.675528412	0.2	98	16.69	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	3	NaN	0.125	17	69	922	1.699440528	0	0	18.12	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	4	NaN	0.125	15.5	54	927	0.825808148	0	0	16.89	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	5	NaN	0.038	18.5	65	929	0.885653065	0	0	19.35	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	6	NaN	0	19.5	68	935	1.292546797	0	0	20.17	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	7	NaN	0	21	92	937	1.196833706	0	0	21.40	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	8	NaN	1	21.25	93	924	1.065123188	0	0	21.61	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	9	NaN	0	22.75	96	934	1.077143873	0	0	22.84	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	10	NaN	0.912	24.25	98	931	0.694162257	0	0	24.07	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	11	NaN	0.75	25.5	86	921	0.969410097	0	0	25.09	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	12	NaN	0.838	26.75	52	918	1.328479597	0	0	26.12	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	13	NaN	0.162	27	83	922	1.747329387	0	0	26.32	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	14	NaN	0.038	25.75	87	932	2.012883126	0.4	196	25.30	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	15	NaN	0.912	23.25	98	928	1.902887394	0	0	23.25	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	16	NaN	0.5	20.75	92	934	1.256613996	0	0	21.20	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	17	NaN	0.662	17	90	937	2.489380503	0	0	18.12	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	18	NaN	0.588	14.5	92	932	1.388259887	0	0	16.07	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	19	NaN	0.788	17	96	918	2.564929863	0	0	18.12	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	20	NaN	0.412	21.75	90	919	3.249333392	0	0	22.02	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	21	NaN	0	18.25	82	927	2.67188811	0	0	19.15	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	22	NaN	0.038	16	80	937	1.172856963	0	0	17.30	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	23	NaN	0.838	19.5	83	938	1.436148746	0.2	98	20.17	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	24	NaN	0.788	22.75	71	921	3.51637356	2.6	1274	22.84	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	25	NaN	0.088	23.5	51	924	2.262732422	4.2	2058	23.45	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	26	NaN	0.212	20.25	82	928	1.723417271	0	0	20.79	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	27	NaN	0.125	24.75	76	934	1.328479597	0	0	24.48	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	28	NaN	0.838	27	64	937	3.456528643	0	0	26.32	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	29	NaN	0.662	26.75	81	934	2.552198277	0	0	26.12	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	30	NaN	1	20.75	96	929	2.768376729	0	0	21.20	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	8	31	NaN	0.788	15	86	934	1.988518619	0	0	16.48	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	1	NaN	0.838	16.25	72	944	2.970337166	0	0	17.51	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	2	NaN	0.912	23	75	949	3.130419087	25	12250	23.04	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	3	NaN	0.838	16.25	75	960	2.418290429	0	0	17.51	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	4	NaN	1	13.5	75	962	2.154223118	0	0	15.25	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	5	NaN	1	12.25	75	963	1.23270188	0	0	14.23	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	6	NaN	0.625	13.5	75	963	2.00015154	0	0	15.25	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	7	NaN	1	19.25	70	950	1.998665112	0	0	19.97	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	8	NaN	1	17.5	81	934	2.755645143	41.6	20384	18.53	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	9	NaN	0.912	16.25	81	930	2.491577832	0.4	196	17.51	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	10	NaN	1	11.75	85	914	1.579750695	0	0	13.82	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	11	NaN	0.538	11.25	83	910	1.531926463	0	0	13.41	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	12	NaN	0.538	14.75	76	914	1.974752996	1.6	784	16.28	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	13	NaN	0.788	17	60	933	1.065123188	5.6	2744	18.12	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	14	NaN	0.338	14	35	958	2.154223118	15	7350	15.66	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	15	NaN	0.75	16.5	56	954	1.196833706	28.4	13916	17.71	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	16	NaN	0.538	10	56	949	2.804244902	4.8	2352	12.38	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	17	NaN	0.662	7.75	59	931	2.073438944	28	13720	10.54	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	18	NaN	0.662	1.25	66	926	3.359264497	2	980	5.21	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	19	NaN	0.788	4.25	76	923	1.855063162	0.6	294	7.67	0	0	137.80	0	0	50440	8000	10000	5	28.33333333	9356.666667	676.5425297	4533.333333	4.333333333	0	150.124137	0	0	5280	0	0
1991	9	20	NaN	0.162	7.5	29	929	3.057842584	0	0	10.33	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	21	NaN	0.375	14.75	43	927	3.4325519	1.4	686	16.28	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	22	NaN	0.038	6.25	42	944	3.202220061	16.8	8232	9.31	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	23	NaN	0.5	7	59	955	2.04655397	1.4	686	9.92	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	24	NaN	0.625	9	72	945	2.904481907	16.4	8036	11.56	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	25	NaN	0.712	6.5	60	942	4.142418601	1.6	784	9.51	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	26	NaN	0.538	2	46	934	2.393602785	0	0	5.82	0	0	16.00	0	0	40560	8000	10000	4.333333333	25.33333333	8226.666667	613.7986661	3870	4.426666667	0	136.2013339	0	0	5403.333333	0	0
1991	9	27	NaN	0.162	2.75	39	936	1.23270188	0	0	6.44	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	28	NaN	0.125	2.5	46	941	1.519970405	0.2	98	6.23	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	29	NaN	0.838	7.25	59	948	2.888001935	15.2	7448	10.13	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	9	30	NaN	0.212	8.5	62	943	3.03315494	0	0	11.15	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	10	1	NaN	0.788	8.75	59	934	2.178910762	1.4	686	11.36	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	10	2	NaN	0.25	7.75	35	951	1.675528412	5	2450	10.54	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	10	3	NaN	0.125	5.5	41	950	1.23270188	0.2	98	8.69	0	0	129.47	0	0	38680	8000	10000	5.333333333	22	7883.333333	591.9747135	3523.333333	4.483333333	0	131.3586198	0	0	5686.666667	0	0
1991	10	4	NaN	0.838	3.5	70	948	1.448104804	3.2	1568	7.05	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	10	5	NaN	0.5	4.25	67	953	2.694313797	1.3	637	7.67	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	10	6	NaN	0.288	4.25	62	960	2.681582211	0	0	7.67	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	10	7	NaN	0.5	7	61	966	2.202111977	0	0	9.92	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	10	8	NaN	0.838	10.75	57	963	1.615683496	0	0	13.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	10	9	NaN	0.75	6.5	61	948	2.118354945	0	0	9.51	0	0	13.00	0	0	38240	8000	10000	5.666666667	13.66666667	6843.333333	540.1428261	3356.666667	4.503333333	0	119.8571739	0	0	6133.333333	0	0
1991	10	10	NaN	0.75	6.5	43	941	1.771241503	0	0	9.51	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	10	11	NaN	0.375	7.5	44	931	2.501336561	0	0	10.33	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	10	12	NaN	0.212	4.75	44	928	1.86701922	0	0	8.08	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	10	13	NaN	0.838	5.5	50	927	3.04433547	9.8	4802	8.69	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	10	14	NaN	0.288	-1	51	942	3.578415806	1.2	588	0.00	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	10	15	NaN	0.375	0	59	954	2.718225913	0.2	98	0.00	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	10	16	NaN	0.912	6.25	75	967	2.070466086	0	0	9.31	0	0	14.00	0	0	38200	8000	10000	6.333333333	24	5686.666667	583.7907313	3110	4.56	0	129.5426021	0	0	6416.666667	0	0
1991	10	17	NaN	0.712	6	66	967	3.766158228	0	0	9.10	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	10	18	NaN	0.162	-2.75	58	965	2.612043194	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	10	19	NaN	0.788	-1.75	74	957	1.531926463	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	10	20	NaN	1	-3.25	90	951	1.675528412	0	0	0.00	0	0	0.00	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	10	21	NaN	1	-1.5	79	950	2.561892378	2.6	1274	0.00	0	0	114.80	0	0	0	8000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
