"Location.ID","Sublocation","Station.ID","Date","Year","Time","Depth","End.Depth","Stratum","NO3","NO2","NH4","Susp.N","TDN","SRP","Susp.P","TDP","DIC","ELA.DIC","DOC","PC","chla","chla.hplc","Cl","SRSi","SO4","Conductivity","Na","K","Mg","Ca","Mn","TDFe","Fe2","Susp.Fe","pH.equil","pH.in.situ","Alkalinity","Org.acids","O2","H2S","TSS","Color","CH4","SO4.dnx","pH.rad","pCO2","Cl.dnx","DIC.pCO2","Analytical.ID","Sample.Note","Sample.Type","Field.Reference","Data.Set.ID"
227,"LA","CB",1973-12-18,73,NA,"6",NA,"",40,NA,706,186,1117,NA,21,7,NA,770,693,1250,11.7,NA,NA,2.32,NA,48,4.73,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K5598","","LA","73K5598","C01"
227,"LA","CB",1973-12-18,73,NA,"7",NA,"",43,NA,681,201,928,NA,20,7,NA,758,713,1140,12.8,NA,NA,2.32,NA,48,4.77,NA,NA,NA,NA,NA,NA,NA,NA,6.41,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K5599","","LA","73K5599","C01"
227,"LA","CB",1973-12-18,73,NA,"8",NA,"",27,NA,746,231,1010,NA,32,9,NA,796,607,1490,15.1,NA,NA,2.35,NA,50,4.8,NA,NA,NA,NA,NA,NA,NA,NA,6.43,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K5600","","LA","73K5600","C01"
227,"LA","CB",1973-12-18,73,NA,"9",NA,"",13,NA,1091,260,1997,NA,50,7,NA,930,738,1490,24.4,NA,NA,2.41,NA,55,4.7,NA,NA,NA,NA,NA,NA,NA,NA,6.48,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K5601","","LA","73K5601","C01"
227,"LA","CB",1973-12-18,73,NA,"10",NA,"",6,NA,2558,465,2698,NA,131,15,NA,1513,943,2850,104,NA,NA,2.64,NA,81,4.64,NA,NA,NA,NA,NA,NA,NA,NA,6.51,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K5602","","LA","73K5602","C01"
227,"LA","CB",1974-01-22,74,NA,"0",NA,"EPI",152,NA,609,97,966,NA,14,10,NA,696,517,570,8.3,NA,NA,2.4,NA,49,5.41,NA,NA,NA,NA,NA,NA,NA,NA,6.43,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K20","","LA","73K20","C01"
227,"LA","CB",1974-01-22,74,NA,"0",NA,"",150,NA,598,138,898,NA,13,7,NA,720,450,750,7.7,NA,NA,2.4,NA,49,5.38,NA,NA,NA,NA,NA,NA,NA,NA,6.35,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K19","","LA","73K19","C01"
227,"LA","CB",1974-01-22,74,NA,"2",NA,"",114,NA,593,138,852,NA,16,7,NA,723,542,870,5.6,NA,NA,2.38,NA,48,5.2,NA,NA,NA,NA,NA,NA,NA,NA,6.39,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K21","","LA","73K21","C01"
227,"LA","CB",1974-01-22,74,NA,"3",NA,"",60,NA,619,108,928,NA,14,7,NA,764,611,770,7.5,NA,NA,2.32,NA,47,5.16,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K22","","LA","73K22","C01"
227,"LA","CB",1974-01-22,74,NA,"4",NA,"",19,NA,668,134,856,NA,15,8,NA,760,483,810,7.1,NA,NA,2.34,NA,47,5.07,NA,NA,NA,NA,NA,NA,NA,NA,6.42,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K23","","LA","73K23","C01"
227,"LA","CB",1974-01-22,74,NA,"5",NA,"",30,NA,619,115,831,NA,15,6,NA,761,548,710,8.1,NA,NA,2.35,NA,48,5.06,NA,NA,NA,NA,NA,NA,NA,NA,6.41,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K24","","LA","73K24","C01"
227,"LA","CB",1974-01-22,74,NA,"6",NA,"",3,NA,682,156,794,NA,17,7,NA,766,644,900,7.7,NA,NA,2.37,NA,48,4.97,NA,NA,NA,NA,NA,NA,NA,NA,6.41,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K25","","LA","73K25","C01"
227,"LA","CB",1974-01-22,74,NA,"7",NA,"",3,NA,782,167,924,NA,23,8,NA,803,555,840,12.5,NA,NA,2.38,NA,51,4.9,NA,NA,NA,NA,NA,NA,NA,NA,6.43,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K26","","LA","73K26","C01"
227,"LA","CB",1974-01-22,74,NA,"8",NA,"",2,NA,1205,268,1490,NA,45,10,NA,993,741,1600,26.1,NA,NA,2.74,NA,59,4.9,NA,NA,NA,NA,NA,NA,NA,NA,6.47,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K27","","LA","73K27","C01"
227,"LA","CB",1974-01-22,74,NA,"9",NA,"",2,NA,1512,316,1823,NA,60,10,NA,1129,792,1760,40.6,NA,NA,2.7,NA,64,4.88,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K28","","LA","73K28","C01"
227,"LA","CB",1974-01-22,74,NA,"10",NA,"",12,NA,1710,413,2195,NA,74,13,NA,1200,1442,2130,59.8,NA,NA,2.62,NA,67,4.91,NA,NA,NA,NA,NA,NA,NA,NA,6.43,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K29","","LA","73K29","C01"
227,"LA","CB",1974-02-26,74,NA,"0",NA,"EPI",55,NA,652,163,950,NA,25,7,NA,655,488,1010,8.6,NA,NA,2.48,NA,50,5.44,NA,NA,NA,NA,NA,NA,NA,NA,6.29,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K112","","LA","73K112","C01"
227,"LA","CB",1974-02-26,74,NA,"2",NA,"",16,NA,655,163,1157,NA,22,7,NA,675,494,1010,9.5,NA,NA,2.4,NA,49,4.99,NA,NA,NA,NA,NA,NA,NA,NA,6.35,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K113","","LA","73K113","C01"
227,"LA","CB",1974-02-26,74,NA,"3",NA,"",6,NA,677,156,986,NA,18,7,NA,673,653,1060,7.6,NA,NA,2.35,NA,49,4.89,NA,NA,NA,NA,NA,NA,NA,NA,6.42,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K114","","LA","73K114","C01"
227,"LA","CB",1974-02-26,74,NA,"4",NA,"",2,NA,687,190,914,NA,19,7,NA,661,789,1150,8.3,NA,NA,2.38,NA,50,4.89,NA,NA,NA,NA,NA,NA,NA,NA,6.48,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K115","","LA","73K115","C01"
227,"LA","CB",1974-02-26,74,NA,"5",NA,"",2,NA,712,194,NA,NA,20,7,NA,704,742,1080,9.7,NA,NA,2.4,NA,51,4.86,NA,NA,NA,NA,NA,NA,NA,NA,6.43,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K116","","LA","73K116","C01"
227,"LA","CB",1974-02-26,74,NA,"6",NA,"",2,NA,806,213,NA,NA,24,8,NA,741,774,1220,11.7,NA,NA,2.49,NA,54,4.84,NA,NA,NA,NA,NA,NA,NA,NA,6.48,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K117","","LA","73K117","C01"
227,"LA","CB",1974-02-26,74,NA,"7",NA,"",2,NA,937,179,1601,NA,30,8,NA,804,632,1090,14.9,NA,NA,2.55,NA,56,4.92,NA,NA,NA,NA,NA,NA,NA,NA,6.52,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K118","","LA","73K118","C01"
227,"LA","CB",1974-02-26,74,NA,"8",NA,"",3,NA,1099,224,1958,NA,36,8,NA,846,643,1320,19.4,NA,NA,2.59,NA,60,4.97,NA,NA,NA,NA,NA,NA,NA,NA,6.49,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K119","","LA","73K119","C01"
227,"LA","CB",1974-02-26,74,NA,"9",NA,"",4,NA,1155,228,1943,NA,40,9,NA,891,570,1330,21.8,NA,NA,2.64,NA,61,4.91,NA,NA,NA,NA,NA,NA,NA,NA,6.52,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K120","","LA","73K120","C01"
227,"LA","CB",1974-02-26,74,NA,"10",NA,"",6,NA,2045,445,3346,NA,76,16,NA,1102,827,2510,57.8,NA,NA,2.85,NA,76,4.9,NA,NA,NA,NA,NA,NA,NA,NA,6.54,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K121","","LA","73K121","C01"
227,"LA","CB",1974-04-02,74,NA,"0",NA,"EPI",3,NA,669,122,1071,NA,23,6,NA,625,835,940,4.6,NA,NA,2.41,NA,50,5.29,NA,NA,NA,NA,NA,NA,NA,NA,6.44,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K189","","LA","74K189","C01"
227,"LA","CB",1974-04-02,74,NA,"2",NA,"",4,NA,682,144,1028,NA,21,6,NA,660,866,1050,8.3,NA,NA,2.36,NA,49,5.08,NA,NA,NA,NA,NA,NA,NA,NA,6.47,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K190","","LA","74K190","C01"
227,"LA","CB",1974-04-02,74,NA,"3",NA,"",5,NA,710,106,1008,NA,18,7,NA,674,603,940,9,NA,NA,2.39,NA,50,4.93,NA,NA,NA,NA,NA,NA,NA,NA,6.48,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K191","","LA","74K191","C01"
227,"LA","CB",1974-04-02,74,NA,"4",NA,"",3,NA,695,129,1185,NA,20,7,NA,599,856,970,9.8,NA,NA,2.4,NA,50,4.95,NA,NA,NA,NA,NA,NA,NA,NA,6.49,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K192","","LA","74K192","C01"
227,"LA","CB",1974-04-02,74,NA,"5",NA,"",4,NA,795,125,1099,NA,22,7,NA,660,723,1060,9.1,NA,NA,2.45,NA,53,5.02,NA,NA,NA,NA,NA,NA,NA,NA,6.51,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K193","","LA","74K193","C01"
227,"LA","CB",1974-04-02,74,NA,"6",NA,"",4,NA,859,201,1242,NA,26,7,NA,686,783,1340,11.8,NA,NA,2.44,NA,54,4.98,NA,NA,NA,NA,NA,NA,NA,NA,6.52,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K194","","LA","74K194","C01"
227,"LA","CB",1974-04-02,74,NA,"7",NA,"",6,NA,1015,186,1299,NA,35,8,NA,794,657,1350,14.3,NA,NA,2.53,NA,55,4.98,NA,NA,NA,NA,NA,NA,NA,NA,6.53,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K195","","LA","74K195","C01"
227,"LA","CB",1974-04-02,74,NA,"8",NA,"",7,NA,1097,270,1299,NA,37,9,NA,752,985,1490,20.2,NA,NA,2.58,NA,58,4.97,NA,NA,NA,NA,NA,NA,NA,NA,6.53,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K196","","LA","74K196","C01"
227,"LA","CB",1974-04-02,74,NA,"9",NA,"",9,NA,1972,300,2129,NA,60,15,NA,1030,1041,1990,43,NA,NA,2.78,NA,75,5.02,NA,NA,NA,NA,NA,NA,NA,NA,6.53,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K197","","LA","74K197","C01"
227,"LA","CB",1974-04-02,74,NA,"10",NA,"",12,NA,2637,388,2955,NA,80,24,NA,1252,988,2360,80.2,NA,NA,2.87,NA,84,5,NA,NA,NA,NA,NA,NA,NA,NA,6.51,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K198","","LA","74K198","C01"
227,"LA","CB",1974-05-06,74,NA,"0",NA,"",25,NA,163,96,517,NA,8,11,NA,327,656,920,13.7,NA,NA,1.17,NA,26,1.95,0.23,0.42,1.29,NA,0.12,NA,NA,NA,6.45,NA,NA,7.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K348","","LA","74K348","C01"
227,"LA","CB",1974-05-06,74,NA,"0",NA,"EPI",21,NA,394,94,845,NA,13,8,NA,310,744,1240,11.1,NA,NA,1.93,NA,35,3.75,0.29,0.6,1.96,NA,0.17,NA,NA,NA,6.54,NA,NA,5.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K350","","LA","74K350","C01"
227,"LA","CB",1974-05-06,74,NA,"2",NA,"",13,NA,526,127,782,NA,24,9,NA,506,710,1390,12.7,NA,NA,2.35,NA,41,4.48,0.26,0.66,2.24,NA,0.18,NA,NA,NA,6.61,NA,NA,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K351","","LA","74K351","C01"
227,"LA","CB",1974-05-06,74,NA,"3",NA,"",5,NA,728,127,932,NA,26,7,NA,531,735,1170,14.4,NA,NA,2.37,NA,50,4.88,0.26,0.69,2.38,NA,0.8,NA,NA,NA,6.19,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K352","","LA","74K352","C01"
227,"LA","CB",1974-05-06,74,NA,"4",NA,"",5,NA,742,133,945,NA,27,7,NA,1043,680,1380,16.2,NA,NA,2.18,NA,51,4.9,0.24,0.72,2.47,NA,1.01,NA,NA,NA,6.28,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K353","","LA","74K353","C01"
227,"LA","CB",1974-05-06,74,NA,"5",NA,"",10,NA,814,127,1145,NA,25,7,NA,1019,NA,1310,18.1,NA,NA,2.58,NA,53,4.92,0.27,0.72,2.53,NA,1.27,NA,NA,NA,6.32,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K354","","LA","74K354","C01"
227,"LA","CB",1974-05-06,74,NA,"6",NA,"",14,NA,1118,139,1470,NA,28,9,NA,1215,398,1300,18.6,NA,NA,2.58,NA,58,4.85,0.33,0.76,2.84,NA,2.2,NA,NA,NA,6.35,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K355","","LA","74K355","C01"
227,"LA","CB",1974-05-06,74,NA,"7",NA,"",17,NA,1196,157,1276,NA,30,8,NA,1199,688,1530,19.1,NA,NA,2.67,NA,59,4.88,0.33,0.78,2.89,NA,2.35,NA,NA,NA,6.36,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K356","","LA","74K356","C01"
227,"LA","CB",1974-05-06,74,NA,"8",NA,"",15,NA,1582,249,2220,NA,46,10,NA,1322,767,2290,39.5,NA,NA,2.78,NA,68,5.03,0.35,0.83,3.08,NA,4.05,NA,NA,NA,6.38,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K357","","LA","74K357","C01"
227,"LA","CB",1974-05-06,74,NA,"9",NA,"",15,NA,2042,346,2080,NA,62,12,NA,1718,NA,2150,44.8,NA,NA,2.92,NA,76,5.1,0.36,0.84,3.16,NA,5.47,NA,NA,NA,6.38,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K358","","LA","74K358","C01"
227,"LA","CB",1974-05-06,74,NA,"10",NA,"",16,NA,3654,555,3320,NA,97,31,NA,2181,922,3740,136,NA,NA,1.25,NA,99,4.94,0.5,0.84,3.33,NA,9.82,NA,NA,NA,6.32,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K359","","LA","74K359","C01"
227,"LA","CB",1974-05-21,74,NA,"0",NA,"",101,NA,167,59,528,NA,7,8,NA,250,765,680,4.9,NA,0.8,1.49,4.8,35,3.55,0.26,0.56,1.85,NA,0.1,NA,NA,NA,6.55,NA,NA,9.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K460","","LA","74K460","C01"
227,"LA","CB",1974-05-21,74,NA,"0",NA,"EPI",94,NA,170,61,531,NA,6,6,NA,261,782,820,4.8,NA,0.8,1.49,4.8,34,3.47,0.26,0.57,1.85,NA,0.1,NA,NA,NA,6.33,NA,NA,9.13,0.06,NA,NA,NA,NA,NA,NA,NA,NA,"K462","","LA","74K462","C01"
227,"LA","CB",1974-05-21,74,NA,"2",NA,"",68,NA,195,102,539,NA,10,7,NA,333,738,1170,9.8,NA,0.8,1.6,4.8,35,3.54,0.24,0.58,1.9,NA,0.11,NA,NA,NA,6.33,NA,NA,8.87,0.06,NA,NA,NA,NA,NA,NA,NA,NA,"K463","","LA","74K463","C01"
227,"LA","CB",1974-05-21,74,NA,"3",NA,"",27,NA,317,184,699,NA,22,8,NA,467,845,1640,24.6,NA,1,1.85,4.2,39,4,0.3,0.63,2.12,NA,0.13,NA,NA,NA,6.25,NA,NA,6.09,0.06,NA,NA,NA,NA,NA,NA,NA,NA,"K464","","LA","74K464","C01"
227,"LA","CB",1974-05-21,74,NA,"4",NA,"",18,NA,495,107,731,NA,16,8,NA,615,817,1230,16.2,NA,0.6,2.04,7,44,4.33,0.29,0.69,2.34,NA,0.2,NA,NA,NA,6.22,NA,NA,2.89,0.06,NA,NA,NA,NA,NA,NA,NA,NA,"K465","","LA","74K465","C01"
227,"LA","CB",1974-05-21,74,NA,"5",NA,"",7,NA,911,159,1115,NA,27,8,NA,816,844,1360,19.1,NA,0.6,2.46,3.6,52,4.8,0.33,0.73,2.67,NA,1.5,NA,NA,NA,6.21,NA,NA,0.25,0.24,NA,NA,NA,NA,NA,NA,NA,NA,"K466","","LA","74K466","C01"
227,"LA","CB",1974-05-21,74,NA,"6",NA,"",10,NA,1180,189,1483,NA,33,9,NA,949,205,1420,45.9,NA,0.8,2.61,3,58,4.8,0.38,0.73,2.8,NA,2.62,NA,NA,NA,6.22,NA,NA,0.01,0.41,NA,NA,NA,NA,NA,NA,NA,NA,"K467","","LA","74K467","C01"
227,"LA","CB",1974-05-21,74,NA,"7",NA,"",12,NA,1524,221,1634,NA,43,10,NA,1048,892,1610,44.8,NA,0.8,2.56,2.6,64,4.75,0.39,0.76,2.91,NA,3.55,NA,NA,NA,6.25,NA,NA,0.01,0.64,NA,NA,NA,NA,NA,NA,NA,NA,"K468","","LA","74K468","C01"
227,"LA","CB",1974-05-21,74,NA,"8",NA,"",16,NA,2813,542,3069,NA,92,18,NA,1460,1096,3020,97.7,NA,0.8,2.69,1.8,84,4.85,0.46,0.81,3.2,NA,7.16,NA,NA,NA,6.23,NA,NA,0.01,0.8,NA,NA,NA,NA,NA,NA,NA,NA,"K469","","LA","74K469","C01"
227,"LA","CB",1974-05-21,74,NA,"9",NA,"",14,NA,3219,748,3223,NA,98,17,NA,1594,1039,3850,110,NA,0.6,2.97,1.8,89,4.9,0.52,0.84,3.37,NA,7.96,NA,NA,NA,6.25,NA,NA,0.01,0.63,NA,NA,NA,NA,NA,NA,NA,NA,"K470","","LA","74K470","C01"
227,"LA","CB",1974-05-21,74,NA,"10",NA,"",16,NA,3732,852,4130,NA,111,18,NA,1711,NA,4570,132,NA,0.8,3.08,1.8,98,4.82,0.53,0.83,3.34,NA,8.9,NA,NA,NA,6.21,NA,NA,0.01,0.52,NA,NA,NA,NA,NA,NA,NA,NA,"K471","","LA","74K471","C01"
227,"LA","CB",1974-05-28,74,NA,"0",NA,"EPI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K562","","LA","74K562","C01"
227,"LA","CB",1974-06-04,74,NA,"0",NA,"EPI",134,NA,8,302,366,NA,16,6,NA,143,781,2480,23.7,NA,0.6,1.16,5.2,32,4.09,0.18,0.53,1.78,NA,0.07,NA,NA,NA,6.91,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K605","","LA","74K605","C01"
227,"LA","CB",1974-06-04,74,NA,"0",NA,"",124,NA,8,260,344,NA,16,6,NA,142,735,2460,23,NA,0.6,1.18,5.2,33,4.09,0.2,0.54,1.89,NA,0.05,NA,NA,NA,6.77,NA,NA,10.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K604","","LA","74K604","C01"
227,"LA","CB",1974-06-04,74,NA,"2",NA,"",105,NA,8,222,320,NA,15,4,NA,221,739,2250,21.3,NA,0.6,1.36,5,35,3.76,0.2,0.57,2.06,NA,0.08,NA,NA,NA,6.82,NA,NA,11.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K606","","LA","74K606","C01"
227,"LA","CB",1974-06-04,74,NA,"3",NA,"",43,NA,148,162,389,NA,16,6,NA,309,708,1310,18.7,NA,0.4,1.75,4.8,37,4.23,0.23,0.6,2.25,NA,0.11,NA,NA,NA,6.7,NA,NA,10.62,0.06,NA,NA,NA,NA,NA,NA,NA,NA,"K607","","LA","74K607","C01"
227,"LA","CB",1974-06-04,74,NA,"4",NA,"",12,NA,455,162,552,NA,13,6,NA,599,683,1370,17.7,NA,0.6,2.06,4.8,44,4.77,0.25,0.67,2.54,NA,0.15,NA,NA,NA,6.4,NA,NA,2.58,0.06,NA,NA,NA,NA,NA,NA,NA,NA,"K608","","LA","74K608","C01"
227,"LA","CB",1974-06-04,74,NA,"5",NA,"",8,NA,773,652,886,NA,61,12,NA,816,725,4710,109,NA,0.4,2.38,4.2,51,5.17,0.33,0.73,2.88,NA,1.21,NA,NA,NA,6.3,NA,NA,0.12,0.06,NA,NA,NA,NA,NA,NA,NA,NA,"K609","","LA","74K609","C01"
227,"LA","CB",1974-06-04,74,NA,"6",NA,"",14,NA,1312,341,1490,NA,37,9,NA,1042,633,2380,65.2,NA,0.4,2.64,3.8,63,5.21,0.34,0.78,3.19,NA,2.91,NA,NA,NA,6.28,NA,NA,0.01,0.06,NA,NA,NA,NA,NA,NA,NA,NA,"K610","","LA","74K610","C01"
227,"LA","CB",1974-06-04,74,NA,"7",NA,"",16,NA,1784,341,1956,NA,52,10,NA,1176,792,2450,91.3,NA,0.4,2.72,3.4,69,5.23,0.38,0.78,3.25,NA,4.2,NA,NA,NA,6.33,NA,NA,0.01,0.45,NA,NA,NA,NA,NA,NA,NA,NA,"K611","","LA","74K611","C01"
227,"LA","CB",1974-06-04,74,NA,"8",NA,"",20,NA,2983,694,2795,NA,85,14,NA,1589,881,3950,103,NA,1,3,2.4,87,5.41,0.43,0.83,3.52,NA,7.15,NA,NA,NA,6.22,NA,NA,0.01,0.83,NA,NA,NA,NA,NA,NA,NA,NA,"K612","","LA","74K612","C01"
227,"LA","CB",1974-06-04,74,NA,"9",NA,"",20,NA,3819,805,3827,NA,104,16,NA,1802,943,4670,114,NA,0.6,3.12,2,97,5.48,0.52,0.85,3.65,NA,8.5,NA,NA,NA,6.25,NA,NA,0.01,0.44,NA,NA,NA,NA,NA,NA,NA,NA,"K613","","LA","74K613","C01"
227,"LA","CB",1974-06-04,74,NA,"10",NA,"",22,NA,3970,907,3647,NA,117,16,NA,1834,931,5620,123,NA,0.6,3.14,2,97,5.43,0.49,0.85,3.62,NA,8.8,NA,NA,NA,6.16,NA,NA,0.01,0.51,NA,NA,NA,NA,NA,NA,NA,NA,"K614","","LA","74K614","C01"
227,"LA","CB",1974-06-18,74,NA,"0",NA,"",1,NA,12,505,405,NA,33,7,NA,50,382,4720,53.2,NA,0.8,1.27,5.2,33,4.23,0.23,0.5,1.69,NA,0.07,NA,NA,NA,7.49,NA,NA,10.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K754","","LA","74K754","C01"
227,"LA","CB",1974-06-18,74,NA,"0",NA,"EPI",1,NA,9,493,419,NA,33,8,NA,38,NA,4560,57.1,NA,0.4,1.26,5.4,33,4.15,0.24,0.5,1.65,NA,0.08,NA,NA,NA,8.97,NA,NA,11.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K755","","LA","74K755","C01"
227,"LA","CB",1974-06-18,74,NA,"2",NA,"",1,NA,11,488,387,NA,28,6,NA,49,556,4540,59.1,NA,0.6,1.3,5.2,36,4.17,0.22,0.51,1.75,NA,0.07,NA,NA,NA,9.09,NA,NA,11.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K756","","LA","74K756","C01"
227,"LA","CB",1974-06-18,74,NA,"3",NA,"",54,NA,92,229,470,NA,18,6,NA,281,331,1600,37.2,NA,0.6,1.64,4.6,38,4.32,0.3,0.61,2.26,NA,0.07,NA,NA,NA,8.31,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K757","","LA","74K757","C01"
227,"LA","CB",1974-06-18,74,NA,"4",NA,"",19,NA,407,149,842,NA,14,7,NA,543,389,1070,16.7,NA,0.6,1.96,4.6,43,4.84,0.32,0.65,2.53,NA,0.16,NA,NA,NA,6.83,NA,NA,3.7,0.06,NA,NA,NA,NA,NA,NA,NA,NA,"K758","","LA","74K758","C01"
227,"LA","CB",1974-06-18,74,NA,"5",NA,"",1,NA,811,427,1200,NA,48,9,NA,813,618,2690,63,NA,0.6,2.39,3.8,52,5.24,0.34,0.72,2.94,NA,1.53,NA,NA,NA,6.41,NA,NA,0.01,0.06,NA,NA,NA,NA,NA,NA,NA,NA,"K759","","LA","74K759","C01"
227,"LA","CB",1974-06-18,74,NA,"6",NA,"",2,NA,1356,314,2260,NA,45,9,NA,1027,NA,1740,83.4,NA,0.6,2.69,3.6,62,5.08,0.4,0.76,3.31,NA,3.45,NA,NA,NA,6.36,NA,NA,0.01,0.16,NA,NA,NA,NA,NA,NA,NA,NA,"K760","","LA","74K760","C01"
227,"LA","CB",1974-06-18,74,NA,"7",NA,"",2,NA,1610,342,2390,NA,50,11,NA,1092,639,2100,96.6,NA,0.8,2.74,3,67,5.19,0.41,0.78,3.35,NA,4.05,NA,NA,NA,6.31,NA,NA,0.01,0.43,NA,NA,NA,NA,NA,NA,NA,NA,"K761","","LA","74K761","C01"
227,"LA","CB",1974-06-18,74,NA,"8",NA,"",3,NA,2174,416,3040,NA,67,11,NA,1253,794,2420,97.2,NA,0.8,2.82,2.8,74,5.28,0.42,0.8,3.45,NA,5.25,NA,NA,NA,6.35,NA,NA,0.01,0.69,NA,NA,NA,NA,NA,NA,NA,NA,"K762","","LA","74K762","C01"
227,"LA","CB",1974-06-18,74,NA,"9",NA,"",3,NA,3402,626,4460,NA,93,15,NA,1610,893,3830,117,NA,0.4,3.07,2,89,5.32,0.5,0.84,3.68,NA,7.6,NA,NA,NA,6.33,NA,NA,0.01,0.74,NA,NA,NA,NA,NA,NA,NA,NA,"K763","","LA","74K763","C01"
227,"LA","CB",1974-06-18,74,NA,"10",NA,"",3,NA,3597,654,5390,NA,98,19,NA,1677,913,4120,116,NA,0.6,3.07,1.8,92,5.33,0.54,0.83,3.72,NA,8,NA,NA,NA,6.34,NA,NA,0.01,0.67,NA,NA,NA,NA,NA,NA,NA,NA,"K764","","LA","74K764","C01"
227,"LA","CB",1974-07-02,74,NA,"0",NA,"",1,NA,17,690,452,NA,49,12,NA,53,723,5190,48.7,NA,1,1.33,5.6,40,5.1,0.41,0.52,1.87,NA,0.06,NA,NA,NA,9.58,NA,NA,9.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K944","","LA","74K944","C01"
