"Location.ID","Sublocation","Station.ID","Date","Year","Time","Depth","End.Depth","Stratum","NO3","NO2","NH4","Susp.N","TDN","SRP","Susp.P","TDP","DIC","ELA.DIC","DOC","PC","chla","chla.hplc","Cl","SRSi","SO4","Conductivity","Na","K","Mg","Ca","Mn","TDFe","Fe2","Susp.Fe","pH.equil","pH.in.situ","Alkalinity","Org.acids","O2","H2S","TSS","Color","CH4","SO4.dnx","pH.rad","pCO2","Cl.dnx","DIC.pCO2","Analytical.ID","Sample.Note","Sample.Type","Field.Reference","Data.Set.ID"
227,"LA","CB",1968-06-14,68,NA,"0",NA,"EPI",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.87,0.3,1.24,1.67,NA,NA,NA,NA,NA,NA,NA,NA,9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K369","","LA","68K369","C01"
227,"LA","CB",1968-06-14,68,NA,"1",NA,"",8,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,20,0.87,0.38,0.83,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K334","","LA","","C01"
227,"LA","CB",1968-06-14,68,NA,"3",NA,"",7,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,NA,18,0.87,0.29,0.85,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K335","","LA","","C01"
227,"LA","CB",1968-06-14,68,NA,"3",NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.85,0.25,1.2,1.67,NA,NA,NA,NA,NA,NA,NA,NA,10.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K370","","LA","68K370","C01"
227,"LA","CB",1968-06-14,68,NA,"6",NA,"",46,NA,NA,NA,150,0.5,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K336","","LA","","C01"
227,"LA","CB",1968-06-14,68,NA,"6",NA,"",28,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,23,1.01,0.33,1.86,2.03,NA,0.08,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K371","","LA","68K371","C01"
227,"LA","CB",1968-06-14,68,NA,"9",NA,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K372","","LA","68K372","C01"
227,"LA","CB",1968-07-05,68,NA,"0",NA,"EPI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.85,0.27,1.05,1.84,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K538","","LA","68K538","C01"
227,"LA","CB",1968-07-05,68,NA,"3",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.78,0.22,0.99,1.75,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K539","","LA","68K539","C01"
227,"LA","CB",1968-07-05,68,NA,"5",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.83,0.28,1,1.82,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K540","","LA","68K540","C01"
227,"LA","CB",1968-07-05,68,NA,"9",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K541","","LA","68K541","C01"
227,"LA","CB",1968-11-08,68,NA,"0",NA,"EPI",1,NA,NA,NA,195,NA,NA,8,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,0.56,0.13,0.54,1.48,NA,0.03,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K1456","","LA","68K1456","C01"
227,"LA","CB",1968-11-08,68,NA,"5",NA,"",1,NA,NA,NA,210,NA,NA,9,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,0.69,0.19,0.61,1.98,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K1457","","LA","68K1457","C01"
227,"LA","CB",1968-11-08,68,NA,"9",NA,"",1,NA,NA,NA,140,NA,NA,8,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,0.5,0.13,0.41,1.57,NA,0.04,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K1458","","LA","68K1458","C01"
227,"LA","CB",1969-01-21,69,NA,"0",NA,"EPI",14,NA,NA,NA,200,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1.22,0.3,0.86,2.35,0.02,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K134","","LA","68K134","C01"
227,"LA","CB",1969-01-21,69,NA,"3",NA,"",29,NA,NA,NA,155,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1.13,0.3,0.78,2.1,0.02,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K135","","LA","68K135","C01"
227,"LA","CB",1969-01-21,69,NA,"5",NA,"",7,NA,NA,NA,160,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1.2,0.32,0.91,2.6,0.02,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K136","","LA","68K136","C01"
227,"LA","CB",1969-01-21,69,NA,"7",NA,"",13,NA,NA,NA,170,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1.1,0.27,0.78,2.05,0.02,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K137","","LA","68K137","C01"
227,"LA","CB",1969-01-21,69,NA,"9",NA,"",4,NA,NA,NA,145,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,11.1,35,1.09,0.36,0.76,3.35,0.35,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K138","","LA","68K138","C01"
227,"LA","CB",1969-03-14,69,NA,"7",NA,"",NA,NA,NA,NA,150,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,0.835,NA,NA,1.02,0.42,0.8,2,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K199","","LA","","C01"
227,"LA","CB",1969-03-16,69,NA,"0",NA,"EPI",17,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K186","","LA","68K186","C01"
227,"LA","CB",1969-03-16,69,NA,"3",NA,"",215,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K187","","LA","68K187","C01"
227,"LA","CB",1969-03-16,69,NA,"5",NA,"",265,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K188","","LA","68K188","C01"
227,"LA","CB",1969-03-16,69,NA,"7",NA,"",210,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K189","","LA","68K189","C01"
227,"LA","CB",1969-03-16,69,NA,"8",NA,"",44,NA,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K190","","LA","68K190","C01"
227,"LA","CB",1969-04-22,69,NA,"0",NA,"EPI",125,NA,NA,3,225,NA,3,7,NA,NA,NA,NA,0.9,NA,NA,NA,NA,21,0.9,0.24,0.62,2.1,NA,NA,NA,NA,NA,NA,NA,NA,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K412","","LA","69K412","C01"
227,"LA","CB",1969-04-22,69,NA,"3",NA,"",130,NA,NA,16,230,NA,4,5,NA,NA,NA,NA,0.8,NA,NA,NA,NA,20,0.86,0.24,0.7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K413","","LA","69K413","C01"
227,"LA","CB",1969-04-22,69,NA,"6",NA,"",150,NA,NA,12,260,NA,4,5,NA,NA,NA,NA,0.8,NA,NA,NA,NA,22,1.02,0.28,0.71,2.35,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K414","","LA","69K414","C01"
227,"LA","CB",1969-04-22,69,NA,"9",NA,"",10,NA,NA,110,160,NA,36,4,NA,NA,NA,NA,14,NA,NA,NA,NA,30,1.1,0.36,0.96,5.25,NA,NA,NA,NA,NA,6.27,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K415","","LA","69K415","C01"
227,"LA","CB",1969-05-07,69,NA,"0",NA,"EPI",80,NA,NA,NA,250,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1.2,0.34,0.72,1.9,NA,NA,NA,NA,NA,NA,NA,NA,9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K437","","LA","69K437","C01"
227,"LA","CB",1969-05-07,69,NA,"3",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K438","","LA","69K438","C01"
227,"LA","CB",1969-05-07,69,NA,"5",NA,"",135,NA,NA,NA,295,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1.26,0.38,0.76,2,NA,NA,NA,NA,NA,NA,NA,NA,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K439","","LA","69K439","C01"
227,"LA","CB",1969-05-07,69,NA,"9",NA,"",4,NA,NA,NA,235,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1.35,0.42,0.86,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K440","","LA","69K440","C01"
227,"LA","CB",1969-05-17,69,NA,"0",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2501","","LA","69K2501","C01"
227,"LA","CB",1969-05-17,69,NA,"0",NA,"EPI",NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2503","","LA","69K2503","C01"
227,"LA","CB",1969-05-17,69,NA,"1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2502","","LA","69K2502","C01"
227,"LA","CB",1969-05-17,69,NA,"2",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2504","","LA","69K2504","C01"
227,"LA","CB",1969-05-17,69,NA,"3",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2505","","LA","69K2505","C01"
227,"LA","CB",1969-05-17,69,NA,"5",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2506","","LA","69K2506","C01"
227,"LA","CB",1969-05-17,69,NA,"7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2507","","LA","69K2507","C01"
227,"LA","CB",1969-05-17,69,NA,"9",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2508","","LA","69K2508","C01"
227,"LA","CB",1969-05-27,69,NA,"0",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2509","","LA","69K2509","C01"
227,"LA","CB",1969-05-27,69,NA,"0",NA,"EPI",NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2511","","LA","69K2511","C01"
227,"LA","CB",1969-05-27,69,NA,"1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2510","","LA","69K2510","C01"
227,"LA","CB",1969-05-27,69,NA,"2",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2512","","LA","69K2512","C01"
227,"LA","CB",1969-05-27,69,NA,"3",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2513","","LA","69K2513","C01"
227,"LA","CB",1969-05-27,69,NA,"5",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2514","","LA","69K2514","C01"
227,"LA","CB",1969-05-27,69,NA,"7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2515","","LA","69K2515","C01"
227,"LA","CB",1969-06-05,69,NA,"0",NA,"EPI",9,NA,NA,36,156,NA,1,13,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,0.8,0.24,0.72,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K630","","LA","69K630","C01"
227,"LA","CB",1969-06-05,69,NA,"5",NA,"",124,NA,NA,57,208,NA,3,4,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,0.85,0.24,0.72,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K631","","LA","69K631","C01"
227,"LA","CB",1969-06-05,69,NA,"10",NA,"",7,NA,NA,37,172,NA,28,1,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,0.94,0.3,0.78,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K632","","LA","69K632","C01"
227,"LA","CB",1969-06-11,69,NA,"0",NA,"EPI",1,NA,NA,70,144,NA,9,3,NA,48,NA,600,2.2,NA,NA,1.88,NA,NA,0.9,0.23,0.7,1.85,NA,NA,NA,NA,NA,6.5,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K699","","LA","69K699","C01"
227,"LA","CB",1969-06-11,69,NA,"0",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2516","","LA","69K2516","C01"
227,"LA","CB",1969-06-11,69,NA,"1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2517","","LA","69K2517","C01"
227,"LA","CB",1969-06-11,69,NA,"2",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2518","","LA","69K2518","C01"
227,"LA","CB",1969-06-11,69,NA,"3",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2519","","LA","69K2519","C01"
227,"LA","CB",1969-06-11,69,NA,"5",NA,"",42,NA,NA,115,176,NA,22,5,NA,147,NA,915,10.4,NA,NA,1.81,NA,NA,0.92,0.26,0.96,2.34,NA,NA,NA,NA,NA,6.46,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K700","","LA","69K700","C01"
227,"LA","CB",1969-06-11,69,NA,"7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2520","","LA","69K2520","C01"
227,"LA","CB",1969-06-11,69,NA,"9",NA,"",2,NA,NA,260,185,NA,28,2,NA,NA,NA,1630,31,NA,NA,2.7,NA,NA,1.01,0.37,0.87,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K701","","LA","69K701","C01"
227,"LA","CB",1969-06-19,69,NA,"0",NA,"EPI",1,NA,NA,79,143,NA,2,5,NA,NA,NA,840,2.4,NA,NA,1.74,NA,NA,0.85,0.26,0.64,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K850","","LA","69K850","C01"
227,"LA","CB",1969-06-19,69,NA,"5",NA,"",6,NA,NA,340,145,NA,1,4,NA,NA,NA,2830,2.2,NA,NA,1.85,NA,NA,0.92,0.3,0.68,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K851","","LA","69K851","C01"
227,"LA","CB",1969-06-19,69,NA,"9",NA,"",2,NA,NA,170,146,NA,3,1,NA,NA,NA,1560,20.9,NA,NA,2.71,NA,NA,1.02,0.41,0.86,4.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K852","","LA","69K852","C01"
227,"LA","CB",1969-06-25,69,NA,"0",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2521","","LA","69K2521","C01"
227,"LA","CB",1969-06-25,69,NA,"0",NA,"EPI",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2523","","LA","69K2523","C01"
227,"LA","CB",1969-06-25,69,NA,"1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2522","","LA","69K2522","C01"
227,"LA","CB",1969-06-25,69,NA,"2",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2524","","LA","69K2524","C01"
227,"LA","CB",1969-06-25,69,NA,"3",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2525","","LA","69K2525","C01"
227,"LA","CB",1969-06-25,69,NA,"5",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2526","","LA","69K2526","C01"
227,"LA","CB",1969-06-25,69,NA,"7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K2527","","LA","69K2527","C01"
227,"LA","CB",1969-06-26,69,NA,"0",NA,"EPI",13,NA,NA,96,132,NA,1,6,NA,NA,NA,750,2.7,NA,NA,2.74,NA,NA,0.94,0.23,0.69,1.57,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K933","","LA","69K933","C01"
227,"LA","CB",1969-06-26,69,NA,"3",NA,"",16,NA,NA,67,141,NA,1,6,NA,NA,NA,625,5.1,NA,NA,1.67,NA,NA,1.07,0.23,0.7,1.57,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K934","","LA","69K934","C01"
227,"LA","CB",1969-06-26,69,NA,"5",NA,"",62,NA,NA,153,156,NA,1,5,NA,NA,NA,1330,14.8,NA,NA,1.75,NA,NA,1.03,0.3,0.74,1.78,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K935","","LA","69K935","C01"
227,"LA","CB",1969-06-26,69,NA,"7",NA,"",35,NA,NA,189,150,NA,2,10,NA,NA,NA,1920,22.2,NA,NA,2.03,NA,NA,1.2,0.36,0.87,2.04,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K936","","LA","69K936","C01"
227,"LA","CB",1969-06-26,69,NA,"9",NA,"",287,NA,NA,312,278,NA,4,55,NA,NA,NA,2240,29.5,NA,NA,2.56,NA,NA,NA,0.47,1.1,3.13,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K937","","LA","69K937","C01"
227,"LA","CB",1969-07-03,69,NA,"0",NA,"EPI",9,NA,NA,142,182,NA,1,9,NA,NA,NA,990,9.7,NA,NA,1.54,NA,NA,1.34,0.23,0.65,1.37,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K979","","LA","69K979","C01"
227,"LA","CB",1969-07-03,69,NA,"3",NA,"",1,NA,NA,105,162,NA,1,6,NA,NA,NA,950,10.1,NA,NA,1.9,NA,NA,1.13,0.24,0.73,1.62,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K980","","LA","69K980","C01"
227,"LA","CB",1969-07-03,69,NA,"5",NA,"",58,NA,NA,157,204,NA,2,9,NA,NA,NA,1310,15.4,NA,NA,2.14,NA,NA,1.32,0.3,0.73,2.08,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K981","","LA","69K981","C01"
227,"LA","CB",1969-07-03,69,NA,"7",NA,"",1,NA,NA,230,150,NA,4,11,NA,NA,NA,2120,21.3,NA,NA,2.51,NA,NA,1.56,0.33,0.73,2.34,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K982","","LA","69K982","C01"
227,"LA","CB",1969-07-03,69,NA,"9",NA,"",1,NA,NA,278,232,NA,2,15,NA,NA,NA,2170,26,NA,NA,2.89,NA,NA,1.52,0.41,0.76,3.26,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K983","","LA","69K983","C01"
227,"LA","CB",1969-07-07,69,NA,"0",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K1040","","LA","69K1040","C01"
227,"LA","CB",1969-07-07,69,NA,"0",NA,"EPI",84,NA,NA,510,221,NA,2,3,NA,46,NA,1325,10.1,NA,NA,1.38,NA,NA,1.42,0.22,0.65,1.99,NA,NA,NA,NA,NA,7.11,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K1042","","LA","69K1042","C01"
227,"LA","CB",1969-07-07,69,NA,"1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K1041","","LA","69K1041","C01"
